Driver,LapNumber,Time,LapTime,Compound,TyreLife,Circuit
VER,1,01:01:37.510,00:01:37.284,SOFT,4,Bahrain Grand Prix
VER,2,01:03:13.806,00:01:36.296,SOFT,5,Bahrain Grand Prix
VER,3,01:04:50.559,00:01:36.753,SOFT,6,Bahrain Grand Prix
VER,4,01:06:27.206,00:01:36.647,SOFT,7,Bahrain Grand Prix
VER,5,01:08:04.379,00:01:37.173,SOFT,8,Bahrain Grand Prix
VER,6,01:09:41.471,00:01:37.092,SOFT,9,Bahrain Grand Prix
VER,7,01:11:18.509,00:01:37.038,SOFT,10,Bahrain Grand Prix
VER,8,01:12:55.533,00:01:37.024,SOFT,11,Bahrain Grand Prix
VER,9,01:14:32.762,00:01:37.229,SOFT,12,Bahrain Grand Prix
VER,10,01:16:09.722,00:01:36.960,SOFT,13,Bahrain Grand Prix
VER,11,01:17:46.807,00:01:37.085,SOFT,14,Bahrain Grand Prix
VER,12,01:19:23.852,00:01:37.045,SOFT,15,Bahrain Grand Prix
VER,13,01:21:00.882,00:01:37.030,SOFT,16,Bahrain Grand Prix
VER,14,01:22:37.910,00:01:37.028,SOFT,17,Bahrain Grand Prix
VER,15,01:24:14.921,00:01:37.011,SOFT,18,Bahrain Grand Prix
VER,16,01:25:52.089,00:01:37.168,SOFT,19,Bahrain Grand Prix
VER,17,01:27:31.985,00:01:39.896,SOFT,20,Bahrain Grand Prix
VER,19,01:31:05.122,00:01:35.283,HARD,2,Bahrain Grand Prix
VER,20,01:32:40.282,00:01:35.160,HARD,3,Bahrain Grand Prix
VER,21,01:34:15.598,00:01:35.316,HARD,4,Bahrain Grand Prix
VER,22,01:35:50.802,00:01:35.204,HARD,5,Bahrain Grand Prix
VER,23,01:37:26.018,00:01:35.216,HARD,6,Bahrain Grand Prix
VER,24,01:39:01.307,00:01:35.289,HARD,7,Bahrain Grand Prix
VER,25,01:40:36.649,00:01:35.342,HARD,8,Bahrain Grand Prix
VER,26,01:42:11.872,00:01:35.223,HARD,9,Bahrain Grand Prix
VER,27,01:43:47.453,00:01:35.581,HARD,10,Bahrain Grand Prix
VER,28,01:45:22.930,00:01:35.477,HARD,11,Bahrain Grand Prix
VER,29,01:46:58.723,00:01:35.793,HARD,12,Bahrain Grand Prix
VER,30,01:48:34.494,00:01:35.771,HARD,13,Bahrain Grand Prix
VER,31,01:50:10.173,00:01:35.679,HARD,14,Bahrain Grand Prix
VER,32,01:51:46.059,00:01:35.886,HARD,15,Bahrain Grand Prix
VER,33,01:53:21.922,00:01:35.863,HARD,16,Bahrain Grand Prix
VER,34,01:54:58.055,00:01:36.133,HARD,17,Bahrain Grand Prix
VER,35,01:56:34.073,00:01:36.018,HARD,18,Bahrain Grand Prix
VER,36,01:58:10.278,00:01:36.205,HARD,19,Bahrain Grand Prix
VER,37,01:59:49.512,00:01:39.234,HARD,20,Bahrain Grand Prix
VER,39,02:03:18.565,00:01:32.608,SOFT,2,Bahrain Grand Prix
VER,40,02:04:55.154,00:01:36.589,SOFT,3,Bahrain Grand Prix
VER,41,02:06:30.444,00:01:35.290,SOFT,4,Bahrain Grand Prix
VER,42,02:08:05.111,00:01:34.667,SOFT,5,Bahrain Grand Prix
VER,43,02:09:39.262,00:01:34.151,SOFT,6,Bahrain Grand Prix
VER,44,02:11:13.793,00:01:34.531,SOFT,7,Bahrain Grand Prix
VER,45,02:12:48.042,00:01:34.249,SOFT,8,Bahrain Grand Prix
VER,46,02:14:22.235,00:01:34.193,SOFT,9,Bahrain Grand Prix
VER,47,02:15:56.474,00:01:34.239,SOFT,10,Bahrain Grand Prix
VER,48,02:17:30.824,00:01:34.350,SOFT,11,Bahrain Grand Prix
VER,49,02:19:05.227,00:01:34.403,SOFT,12,Bahrain Grand Prix
VER,50,02:20:40.010,00:01:34.783,SOFT,13,Bahrain Grand Prix
VER,51,02:22:14.350,00:01:34.340,SOFT,14,Bahrain Grand Prix
VER,52,02:23:49.256,00:01:34.906,SOFT,15,Bahrain Grand Prix
VER,53,02:25:24.856,00:01:35.600,SOFT,16,Bahrain Grand Prix
VER,54,02:27:00.190,00:01:35.334,SOFT,17,Bahrain Grand Prix
VER,55,02:28:35.374,00:01:35.184,SOFT,18,Bahrain Grand Prix
VER,56,02:30:10.045,00:01:34.671,SOFT,19,Bahrain Grand Prix
VER,57,02:31:44.968,00:01:34.923,SOFT,20,Bahrain Grand Prix
PER,1,01:01:40.279,00:01:40.053,SOFT,4,Bahrain Grand Prix
PER,2,01:03:16.820,00:01:36.541,SOFT,5,Bahrain Grand Prix
PER,3,01:04:54.117,00:01:37.297,SOFT,6,Bahrain Grand Prix
PER,4,01:06:31.839,00:01:37.722,SOFT,7,Bahrain Grand Prix
PER,5,01:08:09.883,00:01:38.044,SOFT,8,Bahrain Grand Prix
PER,6,01:09:47.706,00:01:37.823,SOFT,9,Bahrain Grand Prix
PER,7,01:11:25.527,00:01:37.821,SOFT,10,Bahrain Grand Prix
PER,8,01:13:03.365,00:01:37.838,SOFT,11,Bahrain Grand Prix
PER,9,01:14:40.961,00:01:37.596,SOFT,12,Bahrain Grand Prix
PER,10,01:16:18.591,00:01:37.630,SOFT,13,Bahrain Grand Prix
PER,11,01:17:56.427,00:01:37.836,SOFT,14,Bahrain Grand Prix
PER,12,01:19:36.704,00:01:40.277,SOFT,15,Bahrain Grand Prix
PER,14,01:23:09.934,00:01:35.606,HARD,2,Bahrain Grand Prix
PER,15,01:24:46.749,00:01:36.815,HARD,3,Bahrain Grand Prix
PER,16,01:26:22.532,00:01:35.783,HARD,4,Bahrain Grand Prix
PER,17,01:27:58.986,00:01:36.454,HARD,5,Bahrain Grand Prix
PER,18,01:29:35.297,00:01:36.311,HARD,6,Bahrain Grand Prix
PER,19,01:31:11.335,00:01:36.038,HARD,7,Bahrain Grand Prix
PER,20,01:32:47.613,00:01:36.278,HARD,8,Bahrain Grand Prix
PER,21,01:34:23.778,00:01:36.165,HARD,9,Bahrain Grand Prix
PER,22,01:35:59.815,00:01:36.037,HARD,10,Bahrain Grand Prix
PER,23,01:37:36.064,00:01:36.249,HARD,11,Bahrain Grand Prix
PER,24,01:39:12.275,00:01:36.211,HARD,12,Bahrain Grand Prix
PER,25,01:40:48.619,00:01:36.344,HARD,13,Bahrain Grand Prix
PER,26,01:42:24.966,00:01:36.347,HARD,14,Bahrain Grand Prix
PER,27,01:44:01.199,00:01:36.233,HARD,15,Bahrain Grand Prix
PER,28,01:45:37.425,00:01:36.226,HARD,16,Bahrain Grand Prix
PER,29,01:47:13.862,00:01:36.437,HARD,17,Bahrain Grand Prix
PER,30,01:48:50.175,00:01:36.313,HARD,18,Bahrain Grand Prix
PER,31,01:50:26.514,00:01:36.339,HARD,19,Bahrain Grand Prix
PER,32,01:52:02.790,00:01:36.276,HARD,20,Bahrain Grand Prix
PER,33,01:53:39.354,00:01:36.564,HARD,21,Bahrain Grand Prix
PER,34,01:55:15.732,00:01:36.378,HARD,22,Bahrain Grand Prix
PER,35,01:56:52.508,00:01:36.776,HARD,23,Bahrain Grand Prix
PER,36,01:58:31.873,00:01:39.365,HARD,24,Bahrain Grand Prix
PER,38,02:02:02.485,00:01:34.804,SOFT,2,Bahrain Grand Prix
PER,39,02:03:37.092,00:01:34.607,SOFT,3,Bahrain Grand Prix
PER,40,02:05:11.456,00:01:34.364,SOFT,4,Bahrain Grand Prix
PER,41,02:06:45.856,00:01:34.400,SOFT,5,Bahrain Grand Prix
PER,42,02:08:20.381,00:01:34.525,SOFT,6,Bahrain Grand Prix
PER,43,02:09:55.178,00:01:34.797,SOFT,7,Bahrain Grand Prix
PER,44,02:11:29.977,00:01:34.799,SOFT,8,Bahrain Grand Prix
PER,45,02:13:04.569,00:01:34.592,SOFT,9,Bahrain Grand Prix
PER,46,02:14:39.413,00:01:34.844,SOFT,10,Bahrain Grand Prix
PER,47,02:16:14.143,00:01:34.730,SOFT,11,Bahrain Grand Prix
PER,48,02:17:49.028,00:01:34.885,SOFT,12,Bahrain Grand Prix
PER,49,02:19:23.994,00:01:34.966,SOFT,13,Bahrain Grand Prix
PER,50,02:20:59.076,00:01:35.082,SOFT,14,Bahrain Grand Prix
PER,51,02:22:34.016,00:01:34.940,SOFT,15,Bahrain Grand Prix
PER,52,02:24:09.199,00:01:35.183,SOFT,16,Bahrain Grand Prix
PER,53,02:25:45.041,00:01:35.842,SOFT,17,Bahrain Grand Prix
PER,54,02:27:20.500,00:01:35.459,SOFT,18,Bahrain Grand Prix
PER,55,02:28:56.111,00:01:35.611,SOFT,19,Bahrain Grand Prix
PER,56,02:30:31.679,00:01:35.568,SOFT,20,Bahrain Grand Prix
PER,57,02:32:07.425,00:01:35.746,SOFT,21,Bahrain Grand Prix
SAI,1,01:01:40.846,00:01:40.620,SOFT,4,Bahrain Grand Prix
SAI,2,01:03:18.082,00:01:37.236,SOFT,5,Bahrain Grand Prix
SAI,3,01:04:55.162,00:01:37.080,SOFT,6,Bahrain Grand Prix
SAI,4,01:06:32.426,00:01:37.264,SOFT,7,Bahrain Grand Prix
SAI,5,01:08:10.458,00:01:38.032,SOFT,8,Bahrain Grand Prix
SAI,6,01:09:48.199,00:01:37.741,SOFT,9,Bahrain Grand Prix
SAI,7,01:11:26.459,00:01:38.260,SOFT,10,Bahrain Grand Prix
SAI,8,01:13:04.642,00:01:38.183,SOFT,11,Bahrain Grand Prix
SAI,9,01:14:42.672,00:01:38.030,SOFT,12,Bahrain Grand Prix
SAI,10,01:16:20.280,00:01:37.608,SOFT,13,Bahrain Grand Prix
SAI,11,01:17:57.936,00:01:37.656,SOFT,14,Bahrain Grand Prix
SAI,12,01:19:35.586,00:01:37.650,SOFT,15,Bahrain Grand Prix
SAI,13,01:21:12.829,00:01:37.243,SOFT,16,Bahrain Grand Prix
SAI,14,01:22:52.582,00:01:39.753,SOFT,17,Bahrain Grand Prix
SAI,16,01:26:26.183,00:01:36.376,HARD,2,Bahrain Grand Prix
SAI,17,01:28:01.690,00:01:35.507,HARD,3,Bahrain Grand Prix
SAI,18,01:29:37.778,00:01:36.088,HARD,4,Bahrain Grand Prix
SAI,19,01:31:14.014,00:01:36.236,HARD,5,Bahrain Grand Prix
SAI,20,01:32:50.048,00:01:36.034,HARD,6,Bahrain Grand Prix
SAI,21,01:34:26.152,00:01:36.104,HARD,7,Bahrain Grand Prix
SAI,22,01:36:02.160,00:01:36.008,HARD,8,Bahrain Grand Prix
SAI,23,01:37:38.309,00:01:36.149,HARD,9,Bahrain Grand Prix
SAI,24,01:39:14.509,00:01:36.200,HARD,10,Bahrain Grand Prix
SAI,25,01:40:50.729,00:01:36.220,HARD,11,Bahrain Grand Prix
SAI,26,01:42:26.950,00:01:36.221,HARD,12,Bahrain Grand Prix
SAI,27,01:44:03.222,00:01:36.272,HARD,13,Bahrain Grand Prix
SAI,28,01:45:39.756,00:01:36.534,HARD,14,Bahrain Grand Prix
SAI,29,01:47:16.356,00:01:36.600,HARD,15,Bahrain Grand Prix
SAI,30,01:48:52.693,00:01:36.337,HARD,16,Bahrain Grand Prix
SAI,31,01:50:29.230,00:01:36.537,HARD,17,Bahrain Grand Prix
SAI,32,01:52:05.992,00:01:36.762,HARD,18,Bahrain Grand Prix
SAI,33,01:53:42.548,00:01:36.556,HARD,19,Bahrain Grand Prix
SAI,34,01:55:19.099,00:01:36.551,HARD,20,Bahrain Grand Prix
SAI,35,01:56:58.373,00:01:39.274,HARD,21,Bahrain Grand Prix
SAI,37,02:00:29.295,00:01:35.302,HARD,2,Bahrain Grand Prix
SAI,38,02:02:04.395,00:01:35.100,HARD,3,Bahrain Grand Prix
SAI,39,02:03:39.104,00:01:34.709,HARD,4,Bahrain Grand Prix
SAI,40,02:05:13.843,00:01:34.739,HARD,5,Bahrain Grand Prix
SAI,41,02:06:48.884,00:01:35.041,HARD,6,Bahrain Grand Prix
SAI,42,02:08:23.745,00:01:34.861,HARD,7,Bahrain Grand Prix
SAI,43,02:09:58.540,00:01:34.795,HARD,8,Bahrain Grand Prix
SAI,44,02:11:33.047,00:01:34.507,HARD,9,Bahrain Grand Prix
SAI,45,02:13:07.837,00:01:34.790,HARD,10,Bahrain Grand Prix
SAI,46,02:14:42.690,00:01:34.853,HARD,11,Bahrain Grand Prix
SAI,47,02:16:17.591,00:01:34.901,HARD,12,Bahrain Grand Prix
SAI,48,02:17:52.572,00:01:34.981,HARD,13,Bahrain Grand Prix
SAI,49,02:19:28.012,00:01:35.440,HARD,14,Bahrain Grand Prix
SAI,50,02:21:03.154,00:01:35.142,HARD,15,Bahrain Grand Prix
SAI,51,02:22:38.436,00:01:35.282,HARD,16,Bahrain Grand Prix
SAI,52,02:24:13.519,00:01:35.083,HARD,17,Bahrain Grand Prix
SAI,53,02:25:48.730,00:01:35.211,HARD,18,Bahrain Grand Prix
SAI,54,02:27:24.039,00:01:35.309,HARD,19,Bahrain Grand Prix
SAI,55,02:28:59.446,00:01:35.407,HARD,20,Bahrain Grand Prix
SAI,56,02:30:34.751,00:01:35.305,HARD,21,Bahrain Grand Prix
SAI,57,02:32:10.078,00:01:35.327,HARD,22,Bahrain Grand Prix
LEC,1,01:01:38.497,00:01:38.271,SOFT,4,Bahrain Grand Prix
LEC,2,01:03:15.359,00:01:36.862,SOFT,5,Bahrain Grand Prix
LEC,3,01:04:53.421,00:01:38.062,SOFT,6,Bahrain Grand Prix
LEC,4,01:06:31.173,00:01:37.752,SOFT,7,Bahrain Grand Prix
LEC,5,01:08:09.304,00:01:38.131,SOFT,8,Bahrain Grand Prix
LEC,6,01:09:47.086,00:01:37.782,SOFT,9,Bahrain Grand Prix
LEC,7,01:11:26.043,00:01:38.957,SOFT,10,Bahrain Grand Prix
LEC,8,01:13:04.179,00:01:38.136,SOFT,11,Bahrain Grand Prix
LEC,9,01:14:42.023,00:01:37.844,SOFT,12,Bahrain Grand Prix
LEC,10,01:16:19.907,00:01:37.884,SOFT,13,Bahrain Grand Prix
LEC,11,01:18:01.644,00:01:41.737,SOFT,14,Bahrain Grand Prix
LEC,13,01:21:35.547,00:01:36.432,HARD,2,Bahrain Grand Prix
LEC,14,01:23:12.303,00:01:36.756,HARD,3,Bahrain Grand Prix
LEC,15,01:24:49.116,00:01:36.813,HARD,4,Bahrain Grand Prix
LEC,16,01:26:25.789,00:01:36.673,HARD,5,Bahrain Grand Prix
LEC,17,01:28:03.091,00:01:37.302,HARD,6,Bahrain Grand Prix
LEC,18,01:29:40.529,00:01:37.438,HARD,7,Bahrain Grand Prix
LEC,19,01:31:17.350,00:01:36.821,HARD,8,Bahrain Grand Prix
LEC,20,01:32:54.144,00:01:36.794,HARD,9,Bahrain Grand Prix
LEC,21,01:34:31.121,00:01:36.977,HARD,10,Bahrain Grand Prix
LEC,22,01:36:07.917,00:01:36.796,HARD,11,Bahrain Grand Prix
LEC,23,01:37:44.904,00:01:36.987,HARD,12,Bahrain Grand Prix
LEC,24,01:39:21.828,00:01:36.924,HARD,13,Bahrain Grand Prix
LEC,25,01:40:58.588,00:01:36.760,HARD,14,Bahrain Grand Prix
LEC,26,01:42:35.398,00:01:36.810,HARD,15,Bahrain Grand Prix
LEC,27,01:44:12.229,00:01:36.831,HARD,16,Bahrain Grand Prix
LEC,28,01:45:49.136,00:01:36.907,HARD,17,Bahrain Grand Prix
LEC,29,01:47:26.099,00:01:36.963,HARD,18,Bahrain Grand Prix
LEC,30,01:49:03.257,00:01:37.158,HARD,19,Bahrain Grand Prix
LEC,31,01:50:40.288,00:01:37.031,HARD,20,Bahrain Grand Prix
LEC,32,01:52:17.229,00:01:36.941,HARD,21,Bahrain Grand Prix
LEC,33,01:53:53.970,00:01:36.741,HARD,22,Bahrain Grand Prix
LEC,34,01:55:33.584,00:01:39.614,HARD,23,Bahrain Grand Prix
LEC,36,01:59:03.840,00:01:34.090,HARD,2,Bahrain Grand Prix
LEC,37,02:00:38.737,00:01:34.897,HARD,3,Bahrain Grand Prix
LEC,38,02:02:13.520,00:01:34.783,HARD,4,Bahrain Grand Prix
LEC,39,02:03:48.607,00:01:35.087,HARD,5,Bahrain Grand Prix
LEC,40,02:05:23.466,00:01:34.859,HARD,6,Bahrain Grand Prix
LEC,41,02:06:58.494,00:01:35.028,HARD,7,Bahrain Grand Prix
LEC,42,02:08:33.476,00:01:34.982,HARD,8,Bahrain Grand Prix
LEC,43,02:10:08.668,00:01:35.192,HARD,9,Bahrain Grand Prix
LEC,44,02:11:43.719,00:01:35.051,HARD,10,Bahrain Grand Prix
LEC,45,02:13:18.939,00:01:35.220,HARD,11,Bahrain Grand Prix
LEC,46,02:14:53.997,00:01:35.058,HARD,12,Bahrain Grand Prix
LEC,47,02:16:29.054,00:01:35.057,HARD,13,Bahrain Grand Prix
LEC,48,02:18:04.362,00:01:35.308,HARD,14,Bahrain Grand Prix
LEC,49,02:19:39.664,00:01:35.302,HARD,15,Bahrain Grand Prix
LEC,50,02:21:15.047,00:01:35.383,HARD,16,Bahrain Grand Prix
LEC,51,02:22:50.465,00:01:35.418,HARD,17,Bahrain Grand Prix
LEC,52,02:24:25.859,00:01:35.394,HARD,18,Bahrain Grand Prix
LEC,53,02:26:01.339,00:01:35.480,HARD,19,Bahrain Grand Prix
LEC,54,02:27:36.604,00:01:35.265,HARD,20,Bahrain Grand Prix
LEC,55,02:29:12.389,00:01:35.785,HARD,21,Bahrain Grand Prix
LEC,56,02:30:48.313,00:01:35.924,HARD,22,Bahrain Grand Prix
LEC,57,02:32:24.637,00:01:36.324,HARD,23,Bahrain Grand Prix
RUS,1,01:01:39.454,00:01:39.228,SOFT,4,Bahrain Grand Prix
RUS,2,01:03:16.089,00:01:36.635,SOFT,5,Bahrain Grand Prix
RUS,3,01:04:52.495,00:01:36.406,SOFT,6,Bahrain Grand Prix
RUS,4,01:06:30.233,00:01:37.738,SOFT,7,Bahrain Grand Prix
RUS,5,01:08:08.349,00:01:38.116,SOFT,8,Bahrain Grand Prix
RUS,6,01:09:46.133,00:01:37.784,SOFT,9,Bahrain Grand Prix
RUS,7,01:11:24.215,00:01:38.082,SOFT,10,Bahrain Grand Prix
RUS,8,01:13:02.077,00:01:37.862,SOFT,11,Bahrain Grand Prix
RUS,9,01:14:39.807,00:01:37.730,SOFT,12,Bahrain Grand Prix
RUS,10,01:16:17.589,00:01:37.782,SOFT,13,Bahrain Grand Prix
RUS,11,01:17:58.104,00:01:40.515,SOFT,14,Bahrain Grand Prix
RUS,13,01:21:33.731,00:01:37.167,HARD,2,Bahrain Grand Prix
RUS,14,01:23:11.302,00:01:37.571,HARD,3,Bahrain Grand Prix
RUS,15,01:24:48.224,00:01:36.922,HARD,4,Bahrain Grand Prix
RUS,16,01:26:24.907,00:01:36.683,HARD,5,Bahrain Grand Prix
RUS,17,01:28:01.141,00:01:36.234,HARD,6,Bahrain Grand Prix
RUS,18,01:29:38.960,00:01:37.819,HARD,7,Bahrain Grand Prix
RUS,19,01:31:16.193,00:01:37.233,HARD,8,Bahrain Grand Prix
RUS,20,01:32:52.925,00:01:36.732,HARD,9,Bahrain Grand Prix
RUS,21,01:34:29.694,00:01:36.769,HARD,10,Bahrain Grand Prix
RUS,22,01:36:06.686,00:01:36.992,HARD,11,Bahrain Grand Prix
RUS,23,01:37:43.640,00:01:36.954,HARD,12,Bahrain Grand Prix
RUS,24,01:39:20.376,00:01:36.736,HARD,13,Bahrain Grand Prix
RUS,25,01:40:57.304,00:01:36.928,HARD,14,Bahrain Grand Prix
RUS,26,01:42:34.105,00:01:36.801,HARD,15,Bahrain Grand Prix
RUS,27,01:44:10.920,00:01:36.815,HARD,16,Bahrain Grand Prix
RUS,28,01:45:47.831,00:01:36.911,HARD,17,Bahrain Grand Prix
RUS,29,01:47:24.897,00:01:37.066,HARD,18,Bahrain Grand Prix
RUS,30,01:49:02.083,00:01:37.186,HARD,19,Bahrain Grand Prix
RUS,31,01:50:41.488,00:01:39.405,HARD,20,Bahrain Grand Prix
RUS,33,01:54:14.593,00:01:35.838,HARD,2,Bahrain Grand Prix
RUS,34,01:55:49.834,00:01:35.241,HARD,3,Bahrain Grand Prix
RUS,35,01:57:25.606,00:01:35.772,HARD,4,Bahrain Grand Prix
RUS,36,01:59:01.040,00:01:35.434,HARD,5,Bahrain Grand Prix
RUS,37,02:00:36.521,00:01:35.481,HARD,6,Bahrain Grand Prix
RUS,38,02:02:12.000,00:01:35.479,HARD,7,Bahrain Grand Prix
RUS,39,02:03:47.204,00:01:35.204,HARD,8,Bahrain Grand Prix
RUS,40,02:05:22.269,00:01:35.065,HARD,9,Bahrain Grand Prix
RUS,41,02:06:57.362,00:01:35.093,HARD,10,Bahrain Grand Prix
RUS,42,02:08:32.498,00:01:35.136,HARD,11,Bahrain Grand Prix
RUS,43,02:10:07.691,00:01:35.193,HARD,12,Bahrain Grand Prix
RUS,44,02:11:42.853,00:01:35.162,HARD,13,Bahrain Grand Prix
RUS,45,02:13:18.129,00:01:35.276,HARD,14,Bahrain Grand Prix
RUS,46,02:14:54.786,00:01:36.657,HARD,15,Bahrain Grand Prix
RUS,47,02:16:30.591,00:01:35.805,HARD,16,Bahrain Grand Prix
RUS,48,02:18:06.650,00:01:36.059,HARD,17,Bahrain Grand Prix
RUS,49,02:19:42.604,00:01:35.954,HARD,18,Bahrain Grand Prix
RUS,50,02:21:18.785,00:01:36.181,HARD,19,Bahrain Grand Prix
RUS,51,02:22:54.637,00:01:35.852,HARD,20,Bahrain Grand Prix
RUS,52,02:24:30.823,00:01:36.186,HARD,21,Bahrain Grand Prix
RUS,53,02:26:06.802,00:01:35.979,HARD,22,Bahrain Grand Prix
RUS,54,02:27:42.815,00:01:36.013,HARD,23,Bahrain Grand Prix
RUS,55,02:29:18.966,00:01:36.151,HARD,24,Bahrain Grand Prix
RUS,56,02:30:55.316,00:01:36.350,HARD,25,Bahrain Grand Prix
RUS,57,02:32:31.756,00:01:36.440,HARD,26,Bahrain Grand Prix
NOR,1,01:01:42.394,00:01:42.168,SOFT,4,Bahrain Grand Prix
NOR,2,01:03:20.404,00:01:38.010,SOFT,5,Bahrain Grand Prix
NOR,3,01:04:58.191,00:01:37.787,SOFT,6,Bahrain Grand Prix
NOR,4,01:06:35.641,00:01:37.450,SOFT,7,Bahrain Grand Prix
NOR,5,01:08:13.435,00:01:37.794,SOFT,8,Bahrain Grand Prix
NOR,6,01:09:51.331,00:01:37.896,SOFT,9,Bahrain Grand Prix
NOR,7,01:11:29.191,00:01:37.860,SOFT,10,Bahrain Grand Prix
NOR,8,01:13:07.325,00:01:38.134,SOFT,11,Bahrain Grand Prix
NOR,9,01:14:45.389,00:01:38.064,SOFT,12,Bahrain Grand Prix
NOR,10,01:16:23.325,00:01:37.936,SOFT,13,Bahrain Grand Prix
NOR,11,01:18:01.497,00:01:38.172,SOFT,14,Bahrain Grand Prix
NOR,12,01:19:39.579,00:01:38.082,SOFT,15,Bahrain Grand Prix
NOR,13,01:21:20.214,00:01:40.635,SOFT,16,Bahrain Grand Prix
NOR,15,01:24:54.896,00:01:36.912,HARD,2,Bahrain Grand Prix
NOR,16,01:26:31.461,00:01:36.565,HARD,3,Bahrain Grand Prix
NOR,17,01:28:08.237,00:01:36.776,HARD,4,Bahrain Grand Prix
NOR,18,01:29:44.745,00:01:36.508,HARD,5,Bahrain Grand Prix
NOR,19,01:31:21.161,00:01:36.416,HARD,6,Bahrain Grand Prix
NOR,20,01:32:57.662,00:01:36.501,HARD,7,Bahrain Grand Prix
NOR,21,01:34:34.282,00:01:36.620,HARD,8,Bahrain Grand Prix
NOR,22,01:36:10.950,00:01:36.668,HARD,9,Bahrain Grand Prix
NOR,23,01:37:47.646,00:01:36.696,HARD,10,Bahrain Grand Prix
NOR,24,01:39:24.469,00:01:36.823,HARD,11,Bahrain Grand Prix
NOR,25,01:41:01.199,00:01:36.730,HARD,12,Bahrain Grand Prix
NOR,26,01:42:37.765,00:01:36.566,HARD,13,Bahrain Grand Prix
NOR,27,01:44:14.491,00:01:36.726,HARD,14,Bahrain Grand Prix
NOR,28,01:45:51.509,00:01:37.018,HARD,15,Bahrain Grand Prix
NOR,29,01:47:28.550,00:01:37.041,HARD,16,Bahrain Grand Prix
NOR,30,01:49:05.536,00:01:36.986,HARD,17,Bahrain Grand Prix
NOR,31,01:50:42.619,00:01:37.083,HARD,18,Bahrain Grand Prix
NOR,32,01:52:19.790,00:01:37.171,HARD,19,Bahrain Grand Prix
NOR,33,01:53:59.416,00:01:39.626,HARD,20,Bahrain Grand Prix
NOR,35,01:57:30.790,00:01:34.476,HARD,2,Bahrain Grand Prix
NOR,36,01:59:06.480,00:01:35.690,HARD,3,Bahrain Grand Prix
NOR,37,02:00:41.547,00:01:35.067,HARD,4,Bahrain Grand Prix
NOR,38,02:02:16.696,00:01:35.149,HARD,5,Bahrain Grand Prix
NOR,39,02:03:51.576,00:01:34.880,HARD,6,Bahrain Grand Prix
NOR,40,02:05:26.852,00:01:35.276,HARD,7,Bahrain Grand Prix
NOR,41,02:07:01.921,00:01:35.069,HARD,8,Bahrain Grand Prix
NOR,42,02:08:37.086,00:01:35.165,HARD,9,Bahrain Grand Prix
NOR,43,02:10:12.381,00:01:35.295,HARD,10,Bahrain Grand Prix
NOR,44,02:11:47.727,00:01:35.346,HARD,11,Bahrain Grand Prix
NOR,45,02:13:23.065,00:01:35.338,HARD,12,Bahrain Grand Prix
NOR,46,02:14:58.436,00:01:35.371,HARD,13,Bahrain Grand Prix
NOR,47,02:16:33.921,00:01:35.485,HARD,14,Bahrain Grand Prix
NOR,48,02:18:09.638,00:01:35.717,HARD,15,Bahrain Grand Prix
NOR,49,02:19:45.312,00:01:35.674,HARD,16,Bahrain Grand Prix
NOR,50,02:21:20.969,00:01:35.657,HARD,17,Bahrain Grand Prix
NOR,51,02:22:57.007,00:01:36.038,HARD,18,Bahrain Grand Prix
NOR,52,02:24:32.929,00:01:35.922,HARD,19,Bahrain Grand Prix
NOR,53,02:26:08.711,00:01:35.782,HARD,20,Bahrain Grand Prix
NOR,54,02:27:44.645,00:01:35.934,HARD,21,Bahrain Grand Prix
NOR,55,02:29:20.868,00:01:36.223,HARD,22,Bahrain Grand Prix
NOR,56,02:30:56.844,00:01:35.976,HARD,23,Bahrain Grand Prix
NOR,57,02:32:33.426,00:01:36.582,HARD,24,Bahrain Grand Prix
HAM,1,01:01:43.348,00:01:43.122,SOFT,4,Bahrain Grand Prix
HAM,2,01:03:21.621,00:01:38.273,SOFT,5,Bahrain Grand Prix
HAM,3,01:04:59.924,00:01:38.303,SOFT,6,Bahrain Grand Prix
HAM,4,01:06:38.211,00:01:38.287,SOFT,7,Bahrain Grand Prix
HAM,5,01:08:16.561,00:01:38.350,SOFT,8,Bahrain Grand Prix
HAM,6,01:09:54.744,00:01:38.183,SOFT,9,Bahrain Grand Prix
HAM,7,01:11:32.583,00:01:37.839,SOFT,10,Bahrain Grand Prix
HAM,8,01:13:10.804,00:01:38.221,SOFT,11,Bahrain Grand Prix
HAM,9,01:14:49.449,00:01:38.645,SOFT,12,Bahrain Grand Prix
HAM,10,01:16:27.486,00:01:38.037,SOFT,13,Bahrain Grand Prix
HAM,11,01:18:05.722,00:01:38.236,SOFT,14,Bahrain Grand Prix
HAM,12,01:19:46.611,00:01:40.889,SOFT,15,Bahrain Grand Prix
HAM,14,01:23:22.434,00:01:37.178,HARD,2,Bahrain Grand Prix
HAM,15,01:24:59.698,00:01:37.264,HARD,3,Bahrain Grand Prix
HAM,16,01:26:36.789,00:01:37.091,HARD,4,Bahrain Grand Prix
HAM,17,01:28:13.900,00:01:37.111,HARD,5,Bahrain Grand Prix
HAM,18,01:29:50.750,00:01:36.850,HARD,6,Bahrain Grand Prix
HAM,19,01:31:27.444,00:01:36.694,HARD,7,Bahrain Grand Prix
