Driver,LapNumber,Time,LapTime,Compound,TyreLife,Circuit
ALB,75,03:16:41.280,00:01:17.850,HARD,74,Monaco Grand Prix
ALB,76,03:17:58.559,00:01:17.279,HARD,75,Monaco Grand Prix
ALB,77,03:19:15.619,00:01:17.060,HARD,76,Monaco Grand Prix
GAS,6,01:44:41.398,00:01:23.106,MEDIUM,5,Monaco Grand Prix
GAS,7,01:46:03.631,00:01:22.233,MEDIUM,6,Monaco Grand Prix
GAS,8,01:47:25.231,00:01:21.600,MEDIUM,7,Monaco Grand Prix
GAS,9,01:48:47.302,00:01:22.071,MEDIUM,8,Monaco Grand Prix
GAS,10,01:50:08.696,00:01:21.394,MEDIUM,9,Monaco Grand Prix
GAS,11,01:51:29.994,00:01:21.298,MEDIUM,10,Monaco Grand Prix
GAS,12,01:52:51.283,00:01:21.289,MEDIUM,11,Monaco Grand Prix
GAS,13,01:54:12.813,00:01:21.530,MEDIUM,12,Monaco Grand Prix
GAS,14,01:55:32.733,00:01:19.920,MEDIUM,13,Monaco Grand Prix
GAS,15,01:56:53.799,00:01:21.066,MEDIUM,14,Monaco Grand Prix
GAS,16,01:58:14.853,00:01:21.054,MEDIUM,15,Monaco Grand Prix
GAS,17,01:59:36.814,00:01:21.961,MEDIUM,16,Monaco Grand Prix
GAS,18,02:00:57.611,00:01:20.797,MEDIUM,17,Monaco Grand Prix
GAS,19,02:02:17.515,00:01:19.904,MEDIUM,18,Monaco Grand Prix
GAS,20,02:03:37.770,00:01:20.255,MEDIUM,19,Monaco Grand Prix
GAS,21,02:04:57.646,00:01:19.876,MEDIUM,20,Monaco Grand Prix
GAS,22,02:06:18.200,00:01:20.554,MEDIUM,21,Monaco Grand Prix
GAS,23,02:07:39.506,00:01:21.306,MEDIUM,22,Monaco Grand Prix
GAS,24,02:09:00.455,00:01:20.949,MEDIUM,23,Monaco Grand Prix
GAS,25,02:10:20.827,00:01:20.372,MEDIUM,24,Monaco Grand Prix
GAS,26,02:11:41.420,00:01:20.593,MEDIUM,25,Monaco Grand Prix
GAS,27,02:13:01.941,00:01:20.521,MEDIUM,26,Monaco Grand Prix
GAS,28,02:14:22.170,00:01:20.229,MEDIUM,27,Monaco Grand Prix
GAS,29,02:15:41.546,00:01:19.376,MEDIUM,28,Monaco Grand Prix
GAS,30,02:17:03.310,00:01:21.764,MEDIUM,29,Monaco Grand Prix
GAS,31,02:18:24.737,00:01:21.427,MEDIUM,30,Monaco Grand Prix
GAS,32,02:19:45.858,00:01:21.121,MEDIUM,31,Monaco Grand Prix
GAS,33,02:21:06.823,00:01:20.965,MEDIUM,32,Monaco Grand Prix
GAS,34,02:22:27.574,00:01:20.751,MEDIUM,33,Monaco Grand Prix
GAS,35,02:23:46.935,00:01:19.361,MEDIUM,34,Monaco Grand Prix
GAS,36,02:25:06.511,00:01:19.576,MEDIUM,35,Monaco Grand Prix
GAS,37,02:26:26.486,00:01:19.975,MEDIUM,36,Monaco Grand Prix
GAS,38,02:27:45.914,00:01:19.428,MEDIUM,37,Monaco Grand Prix
GAS,39,02:29:06.234,00:01:20.320,MEDIUM,38,Monaco Grand Prix
GAS,40,02:30:26.618,00:01:20.384,MEDIUM,39,Monaco Grand Prix
GAS,41,02:31:46.818,00:01:20.200,MEDIUM,40,Monaco Grand Prix
GAS,42,02:33:06.795,00:01:19.977,MEDIUM,41,Monaco Grand Prix
GAS,43,02:34:27.843,00:01:21.048,MEDIUM,42,Monaco Grand Prix
GAS,44,02:35:48.464,00:01:20.621,MEDIUM,43,Monaco Grand Prix
GAS,45,02:37:07.846,00:01:19.382,MEDIUM,44,Monaco Grand Prix
GAS,46,02:38:27.816,00:01:19.970,MEDIUM,45,Monaco Grand Prix
GAS,47,02:39:47.251,00:01:19.435,MEDIUM,46,Monaco Grand Prix
GAS,48,02:41:07.116,00:01:19.865,MEDIUM,47,Monaco Grand Prix
GAS,49,02:42:27.650,00:01:20.534,MEDIUM,48,Monaco Grand Prix
GAS,50,02:43:48.673,00:01:21.023,MEDIUM,49,Monaco Grand Prix
GAS,52,02:46:32.889,00:01:19.743,MEDIUM,51,Monaco Grand Prix
GAS,53,02:47:52.806,00:01:19.917,MEDIUM,52,Monaco Grand Prix
GAS,54,02:49:11.897,00:01:19.091,MEDIUM,53,Monaco Grand Prix
GAS,55,02:50:31.304,00:01:19.407,MEDIUM,54,Monaco Grand Prix
GAS,56,02:51:51.008,00:01:19.704,MEDIUM,55,Monaco Grand Prix
GAS,57,02:53:10.456,00:01:19.448,MEDIUM,56,Monaco Grand Prix
GAS,58,02:54:29.553,00:01:19.097,MEDIUM,57,Monaco Grand Prix
GAS,59,02:55:50.931,00:01:21.378,MEDIUM,58,Monaco Grand Prix
GAS,60,02:57:11.168,00:01:20.237,MEDIUM,59,Monaco Grand Prix
GAS,61,02:58:31.575,00:01:20.407,MEDIUM,60,Monaco Grand Prix
GAS,62,02:59:50.044,00:01:18.469,MEDIUM,61,Monaco Grand Prix
GAS,63,03:01:09.199,00:01:19.155,MEDIUM,62,Monaco Grand Prix
GAS,64,03:02:28.067,00:01:18.868,MEDIUM,63,Monaco Grand Prix
GAS,65,03:03:47.287,00:01:19.220,MEDIUM,64,Monaco Grand Prix
GAS,66,03:05:06.013,00:01:18.726,MEDIUM,65,Monaco Grand Prix
GAS,67,03:06:24.637,00:01:18.624,MEDIUM,66,Monaco Grand Prix
GAS,68,03:07:43.182,00:01:18.545,MEDIUM,67,Monaco Grand Prix
GAS,69,03:09:01.545,00:01:18.363,MEDIUM,68,Monaco Grand Prix
GAS,70,03:10:19.344,00:01:17.799,MEDIUM,69,Monaco Grand Prix
GAS,71,03:11:37.484,00:01:18.140,MEDIUM,70,Monaco Grand Prix
GAS,72,03:12:55.866,00:01:18.382,MEDIUM,71,Monaco Grand Prix
GAS,73,03:14:13.858,00:01:17.992,MEDIUM,72,Monaco Grand Prix
GAS,74,03:15:30.547,00:01:16.689,MEDIUM,73,Monaco Grand Prix
GAS,75,03:16:48.667,00:01:18.120,MEDIUM,74,Monaco Grand Prix
GAS,76,03:18:06.183,00:01:17.516,MEDIUM,75,Monaco Grand Prix
GAS,77,03:19:21.808,00:01:15.625,MEDIUM,76,Monaco Grand Prix
ALO,4,01:41:56.692,00:01:23.736,MEDIUM,4,Monaco Grand Prix
ALO,5,01:43:20.267,00:01:23.575,MEDIUM,5,Monaco Grand Prix
ALO,6,01:44:42.978,00:01:22.711,MEDIUM,6,Monaco Grand Prix
ALO,7,01:46:05.844,00:01:22.866,MEDIUM,7,Monaco Grand Prix
ALO,8,01:47:28.128,00:01:22.284,MEDIUM,8,Monaco Grand Prix
ALO,9,01:48:49.778,00:01:21.650,MEDIUM,9,Monaco Grand Prix
ALO,10,01:50:11.642,00:01:21.864,MEDIUM,10,Monaco Grand Prix
ALO,11,01:51:33.060,00:01:21.418,MEDIUM,11,Monaco Grand Prix
ALO,12,01:52:54.426,00:01:21.366,MEDIUM,12,Monaco Grand Prix
ALO,13,01:54:15.854,00:01:21.428,MEDIUM,13,Monaco Grand Prix
ALO,14,01:55:37.246,00:01:21.392,MEDIUM,14,Monaco Grand Prix
ALO,15,01:56:58.307,00:01:21.061,MEDIUM,15,Monaco Grand Prix
ALO,16,01:58:19.625,00:01:21.318,MEDIUM,16,Monaco Grand Prix
ALO,17,01:59:40.424,00:01:20.799,MEDIUM,17,Monaco Grand Prix
ALO,18,02:01:01.499,00:01:21.075,MEDIUM,18,Monaco Grand Prix
ALO,19,02:02:22.104,00:01:20.605,MEDIUM,19,Monaco Grand Prix
ALO,20,02:03:43.214,00:01:21.110,MEDIUM,20,Monaco Grand Prix
ALO,21,02:05:03.531,00:01:20.317,MEDIUM,21,Monaco Grand Prix
ALO,22,02:06:24.568,00:01:21.037,MEDIUM,22,Monaco Grand Prix
ALO,23,02:07:44.814,00:01:20.246,MEDIUM,23,Monaco Grand Prix
ALO,24,02:09:06.227,00:01:21.413,MEDIUM,24,Monaco Grand Prix
ALO,25,02:10:27.318,00:01:21.091,MEDIUM,25,Monaco Grand Prix
ALO,26,02:11:48.176,00:01:20.858,MEDIUM,26,Monaco Grand Prix
ALO,27,02:13:09.479,00:01:21.303,MEDIUM,27,Monaco Grand Prix
ALO,28,02:14:31.023,00:01:21.544,MEDIUM,28,Monaco Grand Prix
ALO,29,02:15:52.228,00:01:21.205,MEDIUM,29,Monaco Grand Prix
ALO,30,02:17:13.262,00:01:21.034,MEDIUM,30,Monaco Grand Prix
ALO,31,02:18:33.904,00:01:20.642,MEDIUM,31,Monaco Grand Prix
ALO,32,02:19:54.914,00:01:21.010,MEDIUM,32,Monaco Grand Prix
ALO,33,02:21:15.264,00:01:20.350,MEDIUM,33,Monaco Grand Prix
ALO,34,02:22:36.141,00:01:20.877,MEDIUM,34,Monaco Grand Prix
ALO,35,02:23:56.573,00:01:20.432,MEDIUM,35,Monaco Grand Prix
ALO,36,02:25:17.701,00:01:21.128,MEDIUM,36,Monaco Grand Prix
ALO,37,02:26:39.213,00:01:21.512,MEDIUM,37,Monaco Grand Prix
ALO,38,02:28:00.295,00:01:21.082,MEDIUM,38,Monaco Grand Prix
ALO,39,02:29:21.560,00:01:21.265,MEDIUM,39,Monaco Grand Prix
ALO,40,02:30:42.315,00:01:20.755,MEDIUM,40,Monaco Grand Prix
ALO,41,02:32:05.761,00:01:23.446,MEDIUM,41,Monaco Grand Prix
ALO,42,02:33:29.093,00:01:23.332,MEDIUM,42,Monaco Grand Prix
ALO,43,02:34:49.379,00:01:20.286,MEDIUM,43,Monaco Grand Prix
ALO,44,02:36:08.231,00:01:18.852,MEDIUM,44,Monaco Grand Prix
ALO,45,02:37:28.187,00:01:19.956,MEDIUM,45,Monaco Grand Prix
ALO,46,02:38:47.115,00:01:18.928,MEDIUM,46,Monaco Grand Prix
ALO,47,02:40:06.224,00:01:19.109,MEDIUM,47,Monaco Grand Prix
ALO,48,02:41:26.539,00:01:20.315,MEDIUM,48,Monaco Grand Prix
ALO,49,02:42:46.376,00:01:19.837,MEDIUM,49,Monaco Grand Prix
ALO,50,02:44:05.710,00:01:19.334,MEDIUM,50,Monaco Grand Prix
ALO,51,02:45:26.346,00:01:20.636,MEDIUM,51,Monaco Grand Prix
ALO,52,02:46:49.723,00:01:23.377,MEDIUM,52,Monaco Grand Prix
ALO,53,02:48:09.715,00:01:19.992,MEDIUM,53,Monaco Grand Prix
ALO,54,02:49:28.906,00:01:19.191,MEDIUM,54,Monaco Grand Prix
ALO,55,02:50:48.317,00:01:19.411,MEDIUM,55,Monaco Grand Prix
ALO,56,02:52:09.056,00:01:20.739,MEDIUM,56,Monaco Grand Prix
ALO,57,02:53:29.656,00:01:20.600,MEDIUM,57,Monaco Grand Prix
ALO,58,02:54:48.885,00:01:19.229,MEDIUM,58,Monaco Grand Prix
ALO,59,02:56:08.104,00:01:19.219,MEDIUM,59,Monaco Grand Prix
ALO,60,02:57:27.270,00:01:19.166,MEDIUM,60,Monaco Grand Prix
ALO,61,02:58:46.022,00:01:18.752,MEDIUM,61,Monaco Grand Prix
ALO,62,03:00:04.838,00:01:18.816,MEDIUM,62,Monaco Grand Prix
ALO,63,03:01:23.394,00:01:18.556,MEDIUM,63,Monaco Grand Prix
ALO,64,03:02:42.130,00:01:18.736,MEDIUM,64,Monaco Grand Prix
ALO,65,03:04:00.763,00:01:18.633,MEDIUM,65,Monaco Grand Prix
ALO,66,03:05:19.400,00:01:18.637,MEDIUM,66,Monaco Grand Prix
ALO,67,03:06:37.526,00:01:18.126,MEDIUM,67,Monaco Grand Prix
ALO,68,03:07:55.465,00:01:17.939,MEDIUM,68,Monaco Grand Prix
ALO,69,03:09:14.178,00:01:18.713,MEDIUM,69,Monaco Grand Prix
ALO,70,03:10:32.651,00:01:18.473,MEDIUM,70,Monaco Grand Prix
ALO,71,03:11:50.784,00:01:18.133,MEDIUM,71,Monaco Grand Prix
ALO,72,03:13:08.865,00:01:18.081,MEDIUM,72,Monaco Grand Prix
ALO,73,03:14:27.369,00:01:18.504,MEDIUM,73,Monaco Grand Prix
ALO,74,03:15:47.705,00:01:20.336,MEDIUM,74,Monaco Grand Prix
ALO,75,03:17:06.368,00:01:18.663,MEDIUM,75,Monaco Grand Prix
ALO,76,03:18:25.421,00:01:19.053,MEDIUM,76,Monaco Grand Prix
RIC,4,01:41:56.908,00:01:23.524,HARD,4,Monaco Grand Prix
RIC,5,01:43:20.652,00:01:23.744,HARD,5,Monaco Grand Prix
RIC,6,01:44:43.400,00:01:22.748,HARD,6,Monaco Grand Prix
RIC,7,01:46:06.147,00:01:22.747,HARD,7,Monaco Grand Prix
RIC,8,01:47:28.580,00:01:22.433,HARD,8,Monaco Grand Prix
RIC,9,01:48:50.108,00:01:21.528,HARD,9,Monaco Grand Prix
RIC,10,01:50:12.084,00:01:21.976,HARD,10,Monaco Grand Prix
RIC,11,01:51:33.614,00:01:21.530,HARD,11,Monaco Grand Prix
RIC,12,01:52:54.891,00:01:21.277,HARD,12,Monaco Grand Prix
RIC,13,01:54:16.307,00:01:21.416,HARD,13,Monaco Grand Prix
RIC,14,01:55:37.698,00:01:21.391,HARD,14,Monaco Grand Prix
RIC,15,01:56:58.875,00:01:21.177,HARD,15,Monaco Grand Prix
RIC,16,01:58:20.000,00:01:21.125,HARD,16,Monaco Grand Prix
RIC,17,01:59:40.862,00:01:20.862,HARD,17,Monaco Grand Prix
RIC,18,02:01:01.970,00:01:21.108,HARD,18,Monaco Grand Prix
RIC,19,02:02:23.280,00:01:21.310,HARD,19,Monaco Grand Prix
RIC,20,02:03:44.222,00:01:20.942,HARD,20,Monaco Grand Prix
RIC,21,02:05:05.039,00:01:20.817,HARD,21,Monaco Grand Prix
RIC,22,02:06:25.888,00:01:20.849,HARD,22,Monaco Grand Prix
RIC,23,02:07:46.550,00:01:20.662,HARD,23,Monaco Grand Prix
RIC,24,02:09:06.898,00:01:20.348,HARD,24,Monaco Grand Prix
RIC,25,02:10:27.927,00:01:21.029,HARD,25,Monaco Grand Prix
RIC,26,02:11:48.618,00:01:20.691,HARD,26,Monaco Grand Prix
RIC,27,02:13:09.983,00:01:21.365,HARD,27,Monaco Grand Prix
RIC,28,02:14:31.549,00:01:21.566,HARD,28,Monaco Grand Prix
RIC,29,02:15:52.814,00:01:21.265,HARD,29,Monaco Grand Prix
RIC,30,02:17:13.714,00:01:20.900,HARD,30,Monaco Grand Prix
RIC,31,02:18:34.417,00:01:20.703,HARD,31,Monaco Grand Prix
RIC,32,02:19:55.357,00:01:20.940,HARD,32,Monaco Grand Prix
RIC,33,02:21:15.752,00:01:20.395,HARD,33,Monaco Grand Prix
RIC,34,02:22:36.592,00:01:20.840,HARD,34,Monaco Grand Prix
RIC,35,02:23:57.132,00:01:20.540,HARD,35,Monaco Grand Prix
RIC,36,02:25:18.258,00:01:21.126,HARD,36,Monaco Grand Prix
RIC,37,02:26:39.616,00:01:21.358,HARD,37,Monaco Grand Prix
RIC,38,02:28:00.715,00:01:21.099,HARD,38,Monaco Grand Prix
RIC,39,02:29:21.970,00:01:21.255,HARD,39,Monaco Grand Prix
RIC,40,02:30:42.840,00:01:20.870,HARD,40,Monaco Grand Prix
RIC,42,02:33:29.585,00:01:21.527,HARD,42,Monaco Grand Prix
RIC,43,02:34:50.638,00:01:21.053,HARD,43,Monaco Grand Prix
RIC,44,02:36:08.641,00:01:18.003,HARD,44,Monaco Grand Prix
RIC,45,02:37:30.402,00:01:21.761,HARD,45,Monaco Grand Prix
RIC,46,02:38:47.574,00:01:17.172,HARD,46,Monaco Grand Prix
RIC,47,02:40:08.645,00:01:21.071,HARD,47,Monaco Grand Prix
RIC,48,02:41:26.927,00:01:18.282,HARD,48,Monaco Grand Prix
RIC,49,02:42:46.764,00:01:19.837,HARD,49,Monaco Grand Prix
RIC,50,02:44:06.560,00:01:19.796,HARD,50,Monaco Grand Prix
RIC,51,02:45:29.243,00:01:22.683,HARD,51,Monaco Grand Prix
RIC,52,02:46:49.939,00:01:20.696,HARD,52,Monaco Grand Prix
RIC,53,02:48:10.018,00:01:20.079,HARD,53,Monaco Grand Prix
RIC,54,02:49:29.194,00:01:19.176,HARD,54,Monaco Grand Prix
RIC,55,02:50:48.651,00:01:19.457,HARD,55,Monaco Grand Prix
RIC,56,02:52:10.658,00:01:22.007,HARD,56,Monaco Grand Prix
RIC,57,02:53:30.330,00:01:19.672,HARD,57,Monaco Grand Prix
RIC,58,02:54:49.449,00:01:19.119,HARD,58,Monaco Grand Prix
RIC,59,02:56:08.385,00:01:18.936,HARD,59,Monaco Grand Prix
RIC,60,02:57:27.615,00:01:19.230,HARD,60,Monaco Grand Prix
RIC,61,02:58:46.386,00:01:18.771,HARD,61,Monaco Grand Prix
RIC,62,03:00:05.363,00:01:18.977,HARD,62,Monaco Grand Prix
RIC,63,03:01:24.168,00:01:18.805,HARD,63,Monaco Grand Prix
RIC,64,03:02:42.805,00:01:18.637,HARD,64,Monaco Grand Prix
RIC,65,03:04:01.535,00:01:18.730,HARD,65,Monaco Grand Prix
RIC,66,03:05:19.783,00:01:18.248,HARD,66,Monaco Grand Prix
RIC,67,03:06:38.002,00:01:18.219,HARD,67,Monaco Grand Prix
RIC,68,03:07:56.118,00:01:18.116,HARD,68,Monaco Grand Prix
RIC,69,03:09:14.504,00:01:18.386,HARD,69,Monaco Grand Prix
RIC,70,03:10:33.210,00:01:18.706,HARD,70,Monaco Grand Prix
RIC,71,03:11:51.318,00:01:18.108,HARD,71,Monaco Grand Prix
RIC,72,03:13:09.386,00:01:18.068,HARD,72,Monaco Grand Prix
RIC,73,03:14:27.898,00:01:18.512,HARD,73,Monaco Grand Prix
RIC,74,03:15:48.256,00:01:20.358,HARD,74,Monaco Grand Prix
RIC,75,03:17:06.901,00:01:18.645,HARD,75,Monaco Grand Prix
RIC,76,03:18:25.831,00:01:18.930,HARD,76,Monaco Grand Prix
BOT,4,01:41:57.248,00:01:23.386,MEDIUM,3,Monaco Grand Prix
BOT,5,01:43:20.884,00:01:23.636,MEDIUM,4,Monaco Grand Prix
BOT,6,01:44:43.752,00:01:22.868,MEDIUM,5,Monaco Grand Prix
BOT,7,01:46:06.584,00:01:22.832,MEDIUM,6,Monaco Grand Prix
BOT,8,01:47:28.833,00:01:22.249,MEDIUM,7,Monaco Grand Prix
BOT,9,01:48:50.548,00:01:21.715,MEDIUM,8,Monaco Grand Prix
BOT,10,01:50:12.495,00:01:21.947,MEDIUM,9,Monaco Grand Prix
BOT,11,01:51:34.042,00:01:21.547,MEDIUM,10,Monaco Grand Prix
BOT,12,01:52:55.370,00:01:21.328,MEDIUM,11,Monaco Grand Prix
BOT,13,01:54:16.910,00:01:21.540,MEDIUM,12,Monaco Grand Prix
BOT,14,01:55:38.131,00:01:21.221,MEDIUM,13,Monaco Grand Prix
BOT,16,01:58:36.042,00:01:20.012,HARD,2,Monaco Grand Prix
BOT,17,01:59:52.603,00:01:16.561,HARD,3,Monaco Grand Prix
BOT,18,02:01:09.170,00:01:16.567,HARD,4,Monaco Grand Prix
BOT,19,02:02:26.999,00:01:17.829,HARD,5,Monaco Grand Prix
BOT,20,02:03:46.123,00:01:19.124,HARD,6,Monaco Grand Prix
BOT,21,02:05:06.585,00:01:20.462,HARD,7,Monaco Grand Prix
BOT,22,02:06:27.607,00:01:21.022,HARD,8,Monaco Grand Prix
BOT,23,02:07:48.357,00:01:20.750,HARD,9,Monaco Grand Prix
BOT,24,02:09:08.921,00:01:20.564,HARD,10,Monaco Grand Prix
BOT,25,02:10:29.704,00:01:20.783,HARD,11,Monaco Grand Prix
BOT,26,02:11:50.555,00:01:20.851,HARD,12,Monaco Grand Prix
BOT,27,02:13:11.925,00:01:21.370,HARD,13,Monaco Grand Prix
BOT,28,02:14:33.690,00:01:21.765,HARD,14,Monaco Grand Prix
BOT,29,02:15:54.547,00:01:20.857,HARD,15,Monaco Grand Prix
BOT,30,02:17:16.017,00:01:21.470,HARD,16,Monaco Grand Prix
BOT,31,02:18:36.769,00:01:20.752,HARD,17,Monaco Grand Prix
BOT,32,02:19:57.427,00:01:20.658,HARD,18,Monaco Grand Prix
BOT,33,02:21:17.952,00:01:20.525,HARD,19,Monaco Grand Prix
BOT,34,02:22:38.855,00:01:20.903,HARD,20,Monaco Grand Prix
BOT,35,02:23:59.109,00:01:20.254,HARD,21,Monaco Grand Prix
BOT,36,02:25:20.305,00:01:21.196,HARD,22,Monaco Grand Prix
BOT,37,02:26:41.691,00:01:21.386,HARD,23,Monaco Grand Prix
BOT,38,02:28:02.639,00:01:20.948,HARD,24,Monaco Grand Prix
BOT,39,02:29:25.811,00:01:23.172,HARD,25,Monaco Grand Prix
BOT,40,02:30:49.402,00:01:23.591,HARD,26,Monaco Grand Prix
BOT,41,02:32:09.632,00:01:20.230,HARD,27,Monaco Grand Prix
BOT,42,02:33:31.741,00:01:22.109,HARD,28,Monaco Grand Prix
BOT,43,02:34:52.653,00:01:20.912,HARD,29,Monaco Grand Prix
BOT,44,02:36:12.425,00:01:19.772,HARD,30,Monaco Grand Prix
BOT,45,02:37:32.468,00:01:20.043,HARD,31,Monaco Grand Prix
BOT,46,02:38:52.885,00:01:20.417,HARD,32,Monaco Grand Prix
BOT,47,02:40:15.854,00:01:22.969,HARD,33,Monaco Grand Prix
BOT,48,02:41:36.416,00:01:20.562,HARD,34,Monaco Grand Prix
BOT,49,02:42:57.234,00:01:20.818,HARD,35,Monaco Grand Prix
BOT,50,02:44:17.473,00:01:20.239,HARD,36,Monaco Grand Prix
BOT,51,02:45:34.678,00:01:17.205,HARD,37,Monaco Grand Prix
BOT,52,02:46:51.880,00:01:17.202,HARD,38,Monaco Grand Prix
BOT,53,02:48:10.336,00:01:18.456,HARD,39,Monaco Grand Prix
BOT,54,02:49:29.739,00:01:19.403,HARD,40,Monaco Grand Prix
BOT,55,02:50:50.114,00:01:20.375,HARD,41,Monaco Grand Prix
BOT,56,02:52:11.771,00:01:21.657,HARD,42,Monaco Grand Prix
BOT,57,02:53:30.765,00:01:18.994,HARD,43,Monaco Grand Prix
BOT,58,02:54:50.045,00:01:19.280,HARD,44,Monaco Grand Prix
BOT,59,02:56:09.044,00:01:18.999,HARD,45,Monaco Grand Prix
BOT,60,02:57:28.113,00:01:19.069,HARD,46,Monaco Grand Prix
BOT,61,02:58:46.736,00:01:18.623,HARD,47,Monaco Grand Prix
BOT,62,03:00:05.700,00:01:18.964,HARD,48,Monaco Grand Prix
BOT,63,03:01:24.724,00:01:19.024,HARD,49,Monaco Grand Prix
BOT,64,03:02:43.255,00:01:18.531,HARD,50,Monaco Grand Prix
BOT,65,03:04:01.897,00:01:18.642,HARD,51,Monaco Grand Prix
BOT,66,03:05:20.280,00:01:18.383,HARD,52,Monaco Grand Prix
BOT,67,03:06:38.747,00:01:18.467,HARD,53,Monaco Grand Prix
BOT,68,03:07:56.799,00:01:18.052,HARD,54,Monaco Grand Prix
BOT,69,03:09:14.887,00:01:18.088,HARD,55,Monaco Grand Prix
BOT,70,03:10:33.665,00:01:18.778,HARD,56,Monaco Grand Prix
BOT,71,03:11:51.769,00:01:18.104,HARD,57,Monaco Grand Prix
BOT,72,03:13:10.116,00:01:18.347,HARD,58,Monaco Grand Prix
BOT,73,03:14:30.184,00:01:20.068,HARD,59,Monaco Grand Prix
BOT,74,03:15:48.502,00:01:18.318,HARD,60,Monaco Grand Prix
BOT,75,03:17:07.281,00:01:18.779,HARD,61,Monaco Grand Prix
BOT,76,03:18:26.055,00:01:18.774,HARD,62,Monaco Grand Prix
STR,4,01:41:55.162,00:01:23.354,MEDIUM,4,Monaco Grand Prix
STR,5,01:43:18.893,00:01:23.731,MEDIUM,5,Monaco Grand Prix
STR,6,01:44:41.870,00:01:22.977,MEDIUM,6,Monaco Grand Prix
STR,7,01:46:04.504,00:01:22.634,MEDIUM,7,Monaco Grand Prix
STR,8,01:47:26.157,00:01:21.653,MEDIUM,8,Monaco Grand Prix
STR,9,01:48:48.247,00:01:22.090,MEDIUM,9,Monaco Grand Prix
STR,10,01:50:09.972,00:01:21.725,MEDIUM,10,Monaco Grand Prix
STR,11,01:51:31.489,00:01:21.517,MEDIUM,11,Monaco Grand Prix
STR,12,01:52:52.960,00:01:21.471,MEDIUM,12,Monaco Grand Prix
STR,13,01:54:14.274,00:01:21.314,MEDIUM,13,Monaco Grand Prix
STR,14,01:55:34.701,00:01:20.427,MEDIUM,14,Monaco Grand Prix
STR,15,01:56:55.482,00:01:20.781,MEDIUM,15,Monaco Grand Prix
STR,16,01:58:16.671,00:01:21.189,MEDIUM,16,Monaco Grand Prix
STR,17,01:59:38.641,00:01:21.970,MEDIUM,17,Monaco Grand Prix
STR,18,02:00:59.339,00:01:20.698,MEDIUM,18,Monaco Grand Prix
STR,19,02:02:19.692,00:01:20.353,MEDIUM,19,Monaco Grand Prix
STR,20,02:03:39.090,00:01:19.398,MEDIUM,20,Monaco Grand Prix
STR,21,02:04:58.106,00:01:19.016,MEDIUM,21,Monaco Grand Prix
STR,22,02:06:19.413,00:01:21.307,MEDIUM,22,Monaco Grand Prix
STR,23,02:07:40.601,00:01:21.188,MEDIUM,23,Monaco Grand Prix
STR,24,02:09:02.222,00:01:21.621,MEDIUM,24,Monaco Grand Prix
STR,25,02:10:22.728,00:01:20.506,MEDIUM,25,Monaco Grand Prix
STR,26,02:11:43.317,00:01:20.589,MEDIUM,26,Monaco Grand Prix
STR,27,02:13:03.624,00:01:20.307,MEDIUM,27,Monaco Grand Prix
STR,28,02:14:23.755,00:01:20.131,MEDIUM,28,Monaco Grand Prix
STR,29,02:15:43.219,00:01:19.464,MEDIUM,29,Monaco Grand Prix
STR,30,02:17:04.641,00:01:21.422,MEDIUM,30,Monaco Grand Prix
STR,31,02:18:27.176,00:01:22.535,MEDIUM,31,Monaco Grand Prix
STR,32,02:19:48.428,00:01:21.252,MEDIUM,32,Monaco Grand Prix
STR,33,02:21:08.964,00:01:20.536,MEDIUM,33,Monaco Grand Prix
STR,34,02:22:28.753,00:01:19.789,MEDIUM,34,Monaco Grand Prix
STR,35,02:23:48.250,00:01:19.497,MEDIUM,35,Monaco Grand Prix
STR,36,02:25:07.547,00:01:19.297,MEDIUM,36,Monaco Grand Prix
STR,37,02:26:27.185,00:01:19.638,MEDIUM,37,Monaco Grand Prix
STR,38,02:27:46.891,00:01:19.706,MEDIUM,38,Monaco Grand Prix
STR,39,02:29:06.758,00:01:19.867,MEDIUM,39,Monaco Grand Prix
STR,40,02:30:27.208,00:01:20.450,MEDIUM,40,Monaco Grand Prix
STR,41,02:31:47.408,00:01:20.200,MEDIUM,41,Monaco Grand Prix
STR,43,02:34:47.245,00:01:22.775,HARD,3,Monaco Grand Prix
STR,44,02:36:05.796,00:01:18.551,HARD,4,Monaco Grand Prix
STR,45,02:37:24.602,00:01:18.806,HARD,5,Monaco Grand Prix
STR,46,02:38:42.898,00:01:18.296,HARD,6,Monaco Grand Prix
STR,47,02:40:00.960,00:01:18.062,HARD,7,Monaco Grand Prix
STR,49,02:43:09.181,00:01:19.089,SOFT,1,Monaco Grand Prix
STR,50,02:44:26.969,00:01:17.788,SOFT,2,Monaco Grand Prix
STR,51,02:45:43.951,00:01:16.982,SOFT,3,Monaco Grand Prix
STR,52,02:47:01.301,00:01:17.350,SOFT,4,Monaco Grand Prix
STR,53,02:48:22.848,00:01:21.547,SOFT,5,Monaco Grand Prix
STR,54,02:49:43.419,00:01:20.571,SOFT,6,Monaco Grand Prix
STR,55,02:51:03.382,00:01:19.963,SOFT,7,Monaco Grand Prix
STR,56,02:52:20.661,00:01:17.279,SOFT,8,Monaco Grand Prix
STR,57,02:53:37.575,00:01:16.914,SOFT,9,Monaco Grand Prix
STR,58,02:54:54.731,00:01:17.156,SOFT,10,Monaco Grand Prix
