Time            ,Driver ,DriverNumber ,LapTime         ,LapNumber ,Stint ,PitOutTime      ,PitInTime       ,Sector1Time     ,Sector2Time     ,Sector3Time     ,Sector1SessionTime ,Sector2SessionTime ,Sector3SessionTime ,SpeedI1 ,SpeedI2 ,SpeedFL ,SpeedST ,IsPersonalBest ,Compound  ,TyreLife ,FreshTyre ,Team              ,LapStartTime    ,LapStartDate            ,TrackStatus ,Position ,Deleted ,DeletedReason                  ,FastF1Generated ,IsAccurate ,LapTimeSeconds ,AirTemp ,Humidity ,Pressure ,Rainfall ,TrackTemp ,WindDirection ,WindSpeed ,EventName          ,Year
00:20:17.350000 ,HAR    ,          28 ,                ,      1.0 ,  1.0 ,                ,                ,                ,                ,                ,                   ,                   ,                   ,        ,        ,        ,        ,False          ,SUPERSOFT ,     1.0 ,True      ,Toro Rosso        ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    16.0 ,False   ,                               ,True            ,False      ,       110.478 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:17.350000 ,RAI    ,           7 ,00:01:47.025000 ,      1.0 ,      ,                ,                ,                ,00:00:29.317000 ,00:00:48.145000 ,                   ,00:19:29.228000    ,00:20:17.476000    ,  310.0 ,  307.0 ,  212.0 ,  286.0 ,False          ,nan       ,         ,True      ,Ferrari           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     1.0 ,False   ,                               ,False           ,False      ,       107.025 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:20.803000 ,HAM    ,          44 ,00:01:50.478000 ,      1.0 ,      ,                ,                ,                ,00:00:30.140000 ,00:00:50.522000 ,                   ,00:19:30.337000    ,00:20:20.920000    ,  333.0 ,  323.0 ,  156.0 ,  297.0 ,False          ,nan       ,         ,True      ,Mercedes          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     3.0 ,False   ,                               ,False           ,False      ,       110.478 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:21.366000 ,VER    ,          33 ,00:01:51.041000 ,      1.0 ,      ,                ,                ,                ,00:00:30.492000 ,00:00:49.734000 ,                   ,00:19:32.820000    ,00:20:21.480000    ,  324.0 ,  316.0 ,  172.0 ,  294.0 ,False          ,nan       ,         ,True      ,Red Bull Racing   ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     4.0 ,False   ,                               ,False           ,False      ,       111.041 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:22.565000 ,BOT    ,          77 ,00:01:52.240000 ,      1.0 ,      ,                ,                ,                ,00:00:31.145000 ,00:00:49.794000 ,                   ,00:19:32.828000    ,00:20:22.682000    ,  320.0 ,  328.0 ,  168.0 ,  264.0 ,False          ,nan       ,         ,True      ,Mercedes          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     5.0 ,False   ,                               ,False           ,False      ,       112.24  ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:23.718000 ,GRO    ,           8 ,00:01:53.393000 ,      1.0 ,      ,                ,                ,                ,00:00:31.464000 ,00:00:50.665000 ,                   ,00:19:33.272000    ,00:20:23.837000    ,  326.0 ,  328.0 ,  165.0 ,  273.0 ,False          ,nan       ,         ,True      ,Haas F1 Team      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     6.0 ,False   ,                               ,False           ,False      ,       113.393 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:24.955000 ,SAI    ,          55 ,00:01:54.630000 ,      1.0 ,      ,                ,                ,                ,00:00:31.482000 ,00:00:51.742000 ,                   ,00:19:33.674000    ,00:20:25.073000    ,        ,  334.0 ,  158.0 ,  261.0 ,False          ,nan       ,         ,True      ,Renault           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     7.0 ,False   ,                               ,False           ,False      ,       114.63  ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:26.051000 ,OCO    ,          31 ,00:01:55.726000 ,      1.0 ,      ,                ,                ,                ,00:00:32.044000 ,00:00:52.118000 ,                   ,00:19:33.962000    ,00:20:26.198000    ,        ,  334.0 ,  175.0 ,  250.0 ,False          ,nan       ,         ,True      ,Racing Point      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     8.0 ,False   ,                               ,False           ,False      ,       115.726 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:26.840000 ,STR    ,          18 ,00:01:56.515000 ,      1.0 ,      ,                ,                ,                ,00:00:32.465000 ,00:00:52.353000 ,                   ,00:19:34.526000    ,00:20:26.951000    ,        ,  316.0 ,  211.0 ,  260.0 ,False          ,nan       ,         ,True      ,Williams          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    10.0 ,False   ,                               ,False           ,False      ,       116.515 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:27.779000 ,SIR    ,          35 ,00:01:57.454000 ,      1.0 ,      ,                ,                ,                ,00:00:32.466000 ,00:00:52.986000 ,                   ,00:19:34.826000    ,00:20:27.886000    ,  333.0 ,  323.0 ,  218.0 ,  254.0 ,False          ,nan       ,         ,True      ,Williams          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    12.0 ,False   ,                               ,False           ,False      ,       117.454 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:29.793000 ,ALO    ,          14 ,00:01:59.468000 ,      1.0 ,      ,                ,                ,                ,00:00:32.665000 ,00:00:54.452000 ,                   ,00:19:35.384000    ,00:20:29.918000    ,  340.0 ,  318.0 ,  217.0 ,  240.0 ,False          ,nan       ,         ,True      ,McLaren           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    13.0 ,False   ,                               ,False           ,False      ,       119.468 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:31.013000 ,GAS    ,          10 ,00:02:00.688000 ,      1.0 ,      ,                ,                ,                ,00:00:33.112000 ,00:00:55.266000 ,                   ,00:19:35.740000    ,00:20:31.136000    ,  325.0 ,  327.0 ,  221.0 ,  252.0 ,False          ,nan       ,         ,True      ,Toro Rosso        ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     9.0 ,False   ,                               ,False           ,False      ,       120.688 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:31.760000 ,MAG    ,          20 ,00:02:01.435000 ,      1.0 ,      ,                ,                ,                ,00:00:32.743000 ,00:00:55.814000 ,                   ,00:19:36.013000    ,00:20:31.886000    ,  324.0 ,  333.0 ,  234.0 ,  252.0 ,False          ,nan       ,         ,True      ,Haas F1 Team      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    11.0 ,False   ,                               ,False           ,False      ,       121.435 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:32.677000 ,PER    ,          11 ,00:02:02.352000 ,      1.0 ,      ,                ,                ,                ,00:00:33.092000 ,00:00:56.245000 ,                   ,00:19:36.495000    ,00:20:32.791000    ,  329.0 ,  336.0 ,  220.0 ,  248.0 ,False          ,nan       ,         ,True      ,Racing Point      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    14.0 ,False   ,                               ,False           ,False      ,       122.352 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:34.572000 ,LEC    ,          16 ,00:02:04.247000 ,      1.0 ,      ,                ,                ,                ,00:00:32.838000 ,00:00:57.881000 ,                   ,00:19:36.862000    ,00:20:34.668000    ,  328.0 ,  329.0 ,  230.0 ,  243.0 ,False          ,nan       ,         ,True      ,Sauber            ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    15.0 ,False   ,                               ,False           ,False      ,       124.247 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:37.071000 ,VAN    ,           2 ,00:02:06.746000 ,      1.0 ,      ,                ,                ,                ,00:00:33.362000 ,00:00:59.738000 ,                   ,00:19:38.687000    ,00:20:37.198000    ,  315.0 ,  327.0 ,  209.0 ,  236.0 ,False          ,nan       ,         ,True      ,McLaren           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    17.0 ,False   ,                               ,False           ,False      ,       126.746 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:38.469000 ,HUL    ,          27 ,00:02:08.144000 ,      1.0 ,      ,                ,00:20:38.510000 ,                ,00:00:32.725000 ,00:01:01.665000 ,                   ,00:19:37.057000    ,00:20:38.510000    ,  300.0 ,  331.0 ,        ,  239.0 ,False          ,nan       ,         ,True      ,Renault           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    20.0 ,False   ,                               ,False           ,False      ,       128.144 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:39.184000 ,RIC    ,           3 ,00:02:08.859000 ,      1.0 ,      ,                ,00:20:35.353000 ,                ,00:00:32.729000 ,00:01:02.183000 ,                   ,00:19:37.380000    ,00:20:39.246000    ,  320.0 ,  333.0 ,        ,  229.0 ,False          ,nan       ,         ,True      ,Red Bull Racing   ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    19.0 ,False   ,                               ,False           ,False      ,       128.859 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:40.893000 ,VET    ,           5 ,00:02:10.568000 ,      1.0 ,      ,                ,00:20:37.073000 ,                ,00:00:39.493000 ,00:01:01.357000 ,                   ,00:19:39.555000    ,00:20:40.984000    ,  327.0 ,  274.0 ,        ,  292.0 ,False          ,nan       ,         ,True      ,Ferrari           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     2.0 ,False   ,                               ,False           ,False      ,       130.568 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:20:54.291000 ,ERI    ,           9 ,00:02:23.966000 ,      1.0 ,      ,                ,00:20:50.588000 ,                ,00:00:50.101000 ,00:00:56.646000 ,                   ,00:19:57.744000    ,00:20:54.448000    ,  203.0 ,  174.0 ,        ,  227.0 ,False          ,nan       ,         ,True      ,Sauber            ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,       1267 ,    18.0 ,False   ,                               ,False           ,False      ,       143.966 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
00:22:34.917000 ,RAI    ,           7 ,00:02:17.567000 ,      2.0 ,      ,                ,                ,00:00:46.742000 ,00:00:44.879000 ,00:00:45.946000 ,00:21:04.092000    ,00:21:48.971000    ,00:22:34.917000    ,  124.0 ,  231.0 ,  182.0 ,  139.0 ,True           ,nan       ,         ,True      ,Ferrari           ,00:20:17.350000 ,2018-09-02 13:15:17.375 ,         67 ,     1.0 ,False   ,                               ,False           ,False      ,       137.567 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:36.554000 ,HAM    ,          44 ,00:02:15.751000 ,      2.0 ,  1.0 ,                ,                ,00:00:44.461000 ,00:00:44.951000 ,00:00:46.339000 ,00:21:05.284000    ,00:21:50.235000    ,00:22:36.574000    ,  106.0 ,  268.0 ,  238.0 ,  185.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Mercedes          ,00:20:20.803000 ,2018-09-02 13:15:20.828 ,         67 ,     2.0 ,False   ,                               ,False           ,False      ,       135.751 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:37.570000 ,VER    ,          33 ,00:02:16.204000 ,      2.0 ,  1.0 ,                ,                ,00:00:44.392000 ,00:00:46.029000 ,00:00:45.783000 ,00:21:05.771000    ,00:21:51.800000    ,00:22:37.583000    ,  128.0 ,  261.0 ,  211.0 ,  188.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Red Bull Racing   ,00:20:21.366000 ,2018-09-02 13:15:21.391 ,        674 ,     3.0 ,False   ,                               ,False           ,False      ,       136.204 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:39.609000 ,BOT    ,          77 ,00:02:17.044000 ,      2.0 ,  1.0 ,                ,                ,00:00:44.870000 ,00:00:45.550000 ,00:00:46.624000 ,00:21:07.461000    ,00:21:53.011000    ,00:22:39.635000    ,  132.0 ,  272.0 ,  203.0 ,  193.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Mercedes          ,00:20:22.565000 ,2018-09-02 13:15:22.590 ,        674 ,     4.0 ,False   ,                               ,False           ,False      ,       137.044 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:40.999000 ,GRO    ,           8 ,00:02:17.281000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.778000 ,00:00:45.391000 ,00:00:46.112000 ,00:21:09.532000    ,00:21:54.923000    ,00:22:41.035000    ,  122.0 ,  252.0 ,  203.0 ,  154.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Haas F1 Team      ,00:20:23.718000 ,2018-09-02 13:15:23.743 ,        674 ,     5.0 ,False   ,                               ,False           ,False      ,       137.281 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:42.204000 ,SAI    ,          55 ,00:02:17.249000 ,      2.0 ,  1.0 ,                ,                ,00:00:46.118000 ,00:00:45.533000 ,00:00:45.598000 ,00:21:11.088000    ,00:21:56.621000    ,00:22:42.219000    ,  106.0 ,  230.0 ,  201.0 ,  135.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Renault           ,00:20:24.955000 ,2018-09-02 13:15:24.980 ,        674 ,     6.0 ,False   ,                               ,False           ,False      ,       137.249 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:43.351000 ,OCO    ,          31 ,00:02:17.300000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.976000 ,00:00:46.006000 ,00:00:45.318000 ,00:21:12.030000    ,00:21:58.036000    ,00:22:43.354000    ,  112.0 ,  220.0 ,  204.0 ,  151.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Racing Point      ,00:20:26.051000 ,2018-09-02 13:15:26.076 ,        674 ,     7.0 ,False   ,                               ,False           ,False      ,       137.3   ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:44.861000 ,STR    ,          18 ,00:02:18.021000 ,      2.0 ,  1.0 ,                ,                ,00:00:46.273000 ,00:00:45.857000 ,00:00:45.891000 ,00:21:13.139000    ,00:21:58.996000    ,00:22:44.887000    ,  102.0 ,  186.0 ,  239.0 ,  123.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Williams          ,00:20:26.840000 ,2018-09-02 13:15:26.865 ,        674 ,     8.0 ,False   ,                               ,False           ,False      ,       138.021 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:45.258000 ,SIR    ,          35 ,00:02:17.479000 ,      2.0 ,  1.0 ,                ,                ,00:00:46.079000 ,00:00:46.175000 ,00:00:45.225000 ,00:21:13.868000    ,00:22:00.043000    ,00:22:45.268000    ,  120.0 ,  165.0 ,  246.0 ,  110.0 ,True           ,SUPERSOFT ,     1.0 ,True      ,Williams          ,00:20:27.779000 ,2018-09-02 13:15:27.804 ,        674 ,     9.0 ,False   ,                               ,False           ,False      ,       137.479 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:47.300000 ,ALO    ,          14 ,00:02:17.507000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.790000 ,00:00:46.072000 ,00:00:45.645000 ,00:21:15.618000    ,00:22:01.690000    ,00:22:47.335000    ,  105.0 ,  175.0 ,  227.0 ,  130.0 ,True           ,SUPERSOFT ,     1.0 ,True      ,McLaren           ,00:20:29.793000 ,2018-09-02 13:15:29.818 ,        674 ,    10.0 ,False   ,                               ,False           ,False      ,       137.507 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:48.384000 ,GAS    ,          10 ,00:02:17.371000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.449000 ,00:00:46.278000 ,00:00:45.644000 ,00:21:16.455000    ,00:22:02.733000    ,00:22:48.377000    ,  117.0 ,  198.0 ,  192.0 ,  123.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Toro Rosso        ,00:20:31.013000 ,2018-09-02 13:15:31.038 ,        674 ,    11.0 ,False   ,                               ,False           ,False      ,       137.371 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:49.678000 ,MAG    ,          20 ,00:02:17.918000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.840000 ,00:00:46.876000 ,00:00:45.202000 ,00:21:17.631000    ,00:22:04.507000    ,00:22:49.709000    ,  117.0 ,  208.0 ,  187.0 ,  130.0 ,True           ,SOFT      ,     1.0 ,True      ,Haas F1 Team      ,00:20:31.760000 ,2018-09-02 13:15:31.785 ,        674 ,    12.0 ,False   ,                               ,False           ,False      ,       137.918 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:50.822000 ,PER    ,          11 ,00:02:18.145000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.637000 ,00:00:46.731000 ,00:00:45.777000 ,00:21:18.312000    ,00:22:05.043000    ,00:22:50.820000    ,  115.0 ,  214.0 ,  167.0 ,  138.0 ,True           ,SUPERSOFT ,     1.0 ,True      ,Racing Point      ,00:20:32.677000 ,2018-09-02 13:15:32.702 ,        674 ,    13.0 ,False   ,                               ,False           ,False      ,       138.145 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:52.929000 ,LEC    ,          16 ,00:02:18.357000 ,      2.0 ,  1.0 ,                ,                ,00:00:45.499000 ,00:00:46.836000 ,00:00:46.022000 ,00:21:20.088000    ,00:22:06.924000    ,00:22:52.946000    ,  108.0 ,  215.0 ,  204.0 ,  139.0 ,True           ,SOFT      ,     1.0 ,True      ,Sauber            ,00:20:34.572000 ,2018-09-02 13:15:34.597 ,        674 ,    14.0 ,False   ,                               ,False           ,False      ,       138.357 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:55.385000 ,VAN    ,           2 ,00:02:18.314000 ,      2.0 ,  1.0 ,                ,                ,00:00:43.874000 ,00:00:47.829000 ,00:00:46.611000 ,00:21:20.974000    ,00:22:08.803000    ,00:22:55.414000    ,   79.0 ,  222.0 ,  209.0 ,  133.0 ,True           ,SUPERSOFT ,     1.0 ,True      ,McLaren           ,00:20:37.071000 ,2018-09-02 13:15:37.096 ,        674 ,    15.0 ,False   ,                               ,False           ,False      ,       138.314 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:56.650000 ,HUL    ,          27 ,00:02:18.181000 ,      2.0 ,  2.0 ,00:20:59.902000 ,                ,00:00:54.063000 ,00:00:38.556000 ,00:00:45.562000 ,00:21:32.532000    ,00:22:11.088000    ,00:22:56.650000    ,  287.0 ,  182.0 ,  159.0 ,  176.0 ,False          ,SOFT      ,     1.0 ,True      ,Renault           ,00:20:38.469000 ,2018-09-02 13:15:38.494 ,        674 ,    16.0 ,False   ,                               ,False           ,False      ,       138.181 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
00:22:57.632000 ,RIC    ,           3 ,00:02:18.448000 ,      2.0 ,  4.0 ,00:21:00.201000 ,                ,00:00:55.661000 ,00:00:37.963000 ,00:00:44.824000 ,00:21:34.867000    ,00:22:12.830000    ,00:22:57.654000    ,  289.0 ,  157.0 ,  129.0 ,  173.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Red Bull Racing   ,00:20:39.184000 ,2018-09-02 13:15:39.209 ,        674 ,    17.0 ,False   ,                               ,False           ,False      ,       138.448 ,   21.8 ,    66.2 ,   995.4 ,False    ,     30.3 ,          187 ,      0.8 ,Italian Grand Prix ,2018
00:22:58.721000 ,VET    ,           5 ,00:02:17.828000 ,      2.0 ,  2.0 ,00:21:09.294000 ,                ,00:01:00.779000 ,00:00:33.590000 ,00:00:43.459000 ,00:21:41.676000    ,00:22:15.266000    ,00:22:58.725000    ,  289.0 ,  174.0 ,  134.0 ,  209.0 ,False          ,SOFT      ,     1.0 ,True      ,Ferrari           ,00:20:40.893000 ,2018-09-02 13:15:40.918 ,        674 ,    18.0 ,False   ,                               ,False           ,False      ,       137.828 ,   21.8 ,    66.2 ,   995.4 ,False    ,     30.3 ,          187 ,      0.8 ,Italian Grand Prix ,2018
00:23:02.410000 ,ERI    ,           9 ,00:02:08.119000 ,      2.0 ,  2.0 ,00:21:20.498000 ,                ,00:01:00.407000 ,00:00:33.367000 ,00:00:34.345000 ,00:21:54.703000    ,00:22:28.070000    ,00:23:02.415000    ,  282.0 ,  287.0 ,  140.0 ,  225.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Sauber            ,00:20:54.291000 ,2018-09-02 13:15:54.316 ,         74 ,    19.0 ,False   ,                               ,False           ,False      ,       128.119 ,   21.8 ,    66.2 ,   995.4 ,False    ,     30.3 ,          187 ,      0.8 ,Italian Grand Prix ,2018
00:24:44.180000 ,RAI    ,           7 ,00:02:09.263000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.739000 ,00:00:45.197000 ,00:00:38.327000 ,00:23:20.656000    ,00:24:05.853000    ,00:24:44.180000    ,  200.0 ,   97.0 ,  306.0 ,  115.0 ,True           ,SUPERSOFT ,     4.0 ,False     ,Ferrari           ,00:22:34.917000 ,2018-09-02 13:17:34.942 ,        741 ,     1.0 ,False   ,                               ,False           ,False      ,       129.263 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:44.458000 ,HAM    ,          44 ,00:02:07.904000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.471000 ,00:00:44.529000 ,00:00:37.904000 ,00:23:22.045000    ,00:24:06.574000    ,00:24:44.478000    ,  216.0 ,  107.0 ,  316.0 ,  128.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Mercedes          ,00:22:36.554000 ,2018-09-02 13:17:36.579 ,        741 ,     2.0 ,False   ,                               ,False           ,False      ,       127.904 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:45.100000 ,VER    ,          33 ,00:02:07.530000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.402000 ,00:00:44.745000 ,00:00:37.383000 ,00:23:22.985000    ,00:24:07.730000    ,00:24:45.113000    ,  221.0 ,  132.0 ,  313.0 ,  107.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Red Bull Racing   ,00:22:37.570000 ,2018-09-02 13:17:37.595 ,         41 ,     3.0 ,False   ,                               ,False           ,False      ,       127.53  ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:45.776000 ,BOT    ,          77 ,00:02:06.167000 ,      3.0 ,  1.0 ,                ,                ,00:00:44.905000 ,00:00:44.582000 ,00:00:36.680000 ,00:23:24.540000    ,00:24:09.122000    ,00:24:45.802000    ,  168.0 ,  129.0 ,  315.0 ,  118.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Mercedes          ,00:22:39.609000 ,2018-09-02 13:17:39.634 ,         41 ,     4.0 ,False   ,                               ,False           ,False      ,       126.167 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:46.601000 ,GRO    ,           8 ,00:02:05.602000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.169000 ,00:00:44.029000 ,00:00:36.404000 ,00:23:26.204000    ,00:24:10.233000    ,00:24:46.637000    ,  144.0 ,  130.0 ,  312.0 ,   92.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Haas F1 Team      ,00:22:40.999000 ,2018-09-02 13:17:41.024 ,         41 ,     5.0 ,False   ,                               ,False           ,False      ,       125.602 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:46.656000 ,SAI    ,          55 ,00:02:04.452000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.770000 ,00:00:42.851000 ,00:00:35.831000 ,00:23:27.989000    ,00:24:10.840000    ,00:24:46.671000    ,  121.0 ,  136.0 ,  323.0 ,   92.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Renault           ,00:22:42.204000 ,2018-09-02 13:17:42.229 ,         41 ,     6.0 ,False   ,                               ,False           ,False      ,       124.452 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:47.279000 ,OCO    ,          31 ,00:02:03.928000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.787000 ,00:00:42.346000 ,00:00:35.795000 ,00:23:29.141000    ,00:24:11.487000    ,00:24:47.282000    ,  142.0 ,  139.0 ,  315.0 ,   95.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Racing Point      ,00:22:43.351000 ,2018-09-02 13:17:43.376 ,         41 ,     7.0 ,False   ,                               ,False           ,False      ,       123.928 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
00:24:47.579000 ,STR    ,          18 ,00:02:02.718000 ,      3.0 ,  1.0 ,                ,                ,00:00:45.233000 ,00:00:42.414000 ,00:00:35.071000 ,00:23:30.120000    ,00:24:12.534000    ,00:24:47.605000    ,  182.0 ,  137.0 ,  315.0 ,   88.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Williams          ,00:22:44.861000 ,2018-09-02 13:17:44.886 ,         41 ,     8.0 ,False   ,                               ,False           ,False      ,       122.718 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
