Time,TrackTemp,Rainfall,Circuit
0 days 01:05:26.558000,45.5,False,Miami Grand Prix
0 days 01:06:26.559000,46.4,False,Miami Grand Prix
0 days 01:07:26.558000,46.8,False,Miami Grand Prix
0 days 01:08:26.557000,46.8,False,Miami Grand Prix
0 days 01:09:26.561000,46.5,False,Miami Grand Prix
0 days 01:10:26.561000,44.7,False,Miami Grand Prix
0 days 01:11:26.561000,44.7,False,Miami Grand Prix
0 days 01:12:26.559000,44.7,False,Miami Grand Prix
0 days 01:13:26.562000,45.1,False,Miami Grand Prix
0 days 01:14:26.563000,45.5,False,Miami Grand Prix
0 days 01:15:26.568000,45.2,False,Miami Grand Prix
0 days 01:16:26.565000,45.4,False,Miami Grand Prix
0 days 01:17:26.569000,45.5,False,Miami Grand Prix
0 days 01:18:26.566000,46.1,False,Miami Grand Prix
0 days 01:19:26.567000,45.5,False,Miami Grand Prix
0 days 01:20:26.568000,46.5,False,Miami Grand Prix
0 days 01:21:26.572000,47.4,False,Miami Grand Prix
0 days 01:22:26.574000,47.5,False,Miami Grand Prix
0 days 01:23:26.570000,47.5,False,Miami Grand Prix
0 days 01:24:26.570000,46.1,False,Miami Grand Prix
0 days 01:25:26.570000,44.7,False,Miami Grand Prix
0 days 01:26:26.572000,44.5,False,Miami Grand Prix
0 days 01:27:26.575000,44.5,False,Miami Grand Prix
0 days 01:28:26.576000,45.7,False,Miami Grand Prix
0 days 01:29:26.575000,45.7,False,Miami Grand Prix
0 days 01:30:26.588000,45.7,False,Miami Grand Prix
0 days 01:31:26.565000,45.4,False,Miami Grand Prix
0 days 01:32:26.579000,45.4,False,Miami Grand Prix
0 days 01:33:26.577000,45.5,False,Miami Grand Prix
0 days 01:34:26.577000,45.6,False,Miami Grand Prix
0 days 01:35:26.579000,45.6,False,Miami Grand Prix
0 days 01:36:26.580000,45.4,False,Miami Grand Prix
0 days 01:37:26.579000,44.4,False,Miami Grand Prix
0 days 01:38:26.581000,44.2,False,Miami Grand Prix
0 days 01:39:26.578000,44.6,False,Miami Grand Prix
0 days 01:40:26.581000,45.1,False,Miami Grand Prix
0 days 01:41:26.580000,44.9,False,Miami Grand Prix
0 days 01:42:26.571000,44.6,False,Miami Grand Prix
0 days 01:43:26.587000,43.2,False,Miami Grand Prix
0 days 01:44:26.584000,42.1,False,Miami Grand Prix
0 days 01:45:26.583000,42.1,False,Miami Grand Prix
0 days 01:46:26.603000,43.6,False,Miami Grand Prix
0 days 01:47:26.583000,44.0,False,Miami Grand Prix
0 days 01:48:26.584000,44.5,False,Miami Grand Prix
0 days 01:49:26.588000,44.5,False,Miami Grand Prix
0 days 01:50:26.590000,42.6,False,Miami Grand Prix
0 days 01:51:26.597000,42.6,False,Miami Grand Prix
0 days 01:52:26.588000,42.7,False,Miami Grand Prix
0 days 01:53:26.596000,42.8,False,Miami Grand Prix
0 days 01:54:26.591000,42.3,False,Miami Grand Prix
0 days 01:55:26.589000,41.2,False,Miami Grand Prix
0 days 01:56:26.591000,40.6,False,Miami Grand Prix
0 days 01:57:26.591000,40.2,False,Miami Grand Prix
0 days 01:58:26.594000,40.9,False,Miami Grand Prix
0 days 01:59:26.594000,41.6,False,Miami Grand Prix
0 days 02:00:26.594000,42.4,False,Miami Grand Prix
0 days 02:01:26.594000,42.6,False,Miami Grand Prix
0 days 02:02:26.595000,42.6,False,Miami Grand Prix
0 days 02:03:26.589000,43.2,False,Miami Grand Prix
0 days 02:04:26.588000,42.3,False,Miami Grand Prix
0 days 02:05:26.597000,41.6,False,Miami Grand Prix
0 days 02:06:26.596000,41.2,False,Miami Grand Prix
0 days 02:07:26.598000,41.2,False,Miami Grand Prix
0 days 02:08:26.599000,41.6,False,Miami Grand Prix
0 days 02:09:26.599000,41.9,False,Miami Grand Prix
0 days 02:10:26.602000,41.8,False,Miami Grand Prix
0 days 02:11:26.606000,41.0,False,Miami Grand Prix
0 days 02:12:26.603000,40.6,False,Miami Grand Prix
0 days 02:13:26.602000,40.7,False,Miami Grand Prix
0 days 02:14:26.603000,39.8,False,Miami Grand Prix
0 days 02:15:26.605000,39.3,False,Miami Grand Prix
0 days 02:16:26.604000,39.3,False,Miami Grand Prix
0 days 02:17:26.606000,40.3,False,Miami Grand Prix
0 days 02:18:26.605000,40.4,False,Miami Grand Prix
0 days 02:19:26.612000,41.0,False,Miami Grand Prix
0 days 02:20:26.607000,41.0,False,Miami Grand Prix
0 days 02:21:26.611000,41.0,False,Miami Grand Prix
0 days 02:22:26.609000,41.2,False,Miami Grand Prix
0 days 02:23:26.671000,41.3,False,Miami Grand Prix
0 days 02:24:26.615000,41.1,False,Miami Grand Prix
0 days 02:25:26.642000,40.6,False,Miami Grand Prix
0 days 02:26:26.642000,40.6,False,Miami Grand Prix
0 days 02:27:26.643000,40.3,False,Miami Grand Prix
0 days 02:28:26.659000,40.5,False,Miami Grand Prix
0 days 02:29:26.666000,40.5,False,Miami Grand Prix
0 days 00:00:59.203000,43.4,False,Emilia Romagna Grand Prix
0 days 00:01:59.196000,43.1,False,Emilia Romagna Grand Prix
0 days 00:02:59.230000,43.3,False,Emilia Romagna Grand Prix
0 days 00:03:59.228000,43.3,False,Emilia Romagna Grand Prix
0 days 00:04:59.233000,42.9,False,Emilia Romagna Grand Prix
0 days 00:05:59.205000,42.6,False,Emilia Romagna Grand Prix
0 days 00:06:59.234000,42.4,False,Emilia Romagna Grand Prix
0 days 00:07:59.241000,41.8,False,Emilia Romagna Grand Prix
0 days 00:08:59.245000,41.4,False,Emilia Romagna Grand Prix
0 days 00:09:59.252000,41.4,False,Emilia Romagna Grand Prix
0 days 00:10:59.251000,41.1,False,Emilia Romagna Grand Prix
0 days 00:11:59.257000,41.1,False,Emilia Romagna Grand Prix
0 days 00:12:59.254000,41.3,False,Emilia Romagna Grand Prix
0 days 00:13:59.271000,40.8,False,Emilia Romagna Grand Prix
0 days 00:14:59.290000,40.8,False,Emilia Romagna Grand Prix
0 days 00:15:59.292000,40.9,False,Emilia Romagna Grand Prix
0 days 00:16:59.304000,40.9,False,Emilia Romagna Grand Prix
0 days 00:17:59.313000,41.2,False,Emilia Romagna Grand Prix
0 days 00:18:59.300000,42.0,False,Emilia Romagna Grand Prix
0 days 00:19:59.308000,42.6,False,Emilia Romagna Grand Prix
0 days 00:20:59.321000,42.8,False,Emilia Romagna Grand Prix
0 days 00:21:59.322000,43.1,False,Emilia Romagna Grand Prix
0 days 00:22:59.328000,43.7,False,Emilia Romagna Grand Prix
0 days 00:23:59.331000,44.0,False,Emilia Romagna Grand Prix
0 days 00:24:59.329000,43.6,False,Emilia Romagna Grand Prix
0 days 00:25:59.353000,43.6,False,Emilia Romagna Grand Prix
0 days 00:26:59.357000,43.7,False,Emilia Romagna Grand Prix
0 days 00:27:59.374000,43.8,False,Emilia Romagna Grand Prix
0 days 00:28:59.377000,43.8,False,Emilia Romagna Grand Prix
0 days 00:29:59.375000,43.7,False,Emilia Romagna Grand Prix
0 days 00:30:59.371000,43.2,False,Emilia Romagna Grand Prix
0 days 00:31:59.408000,42.5,False,Emilia Romagna Grand Prix
0 days 00:32:59.404000,41.4,False,Emilia Romagna Grand Prix
0 days 00:33:59.409000,40.3,False,Emilia Romagna Grand Prix
0 days 00:34:59.426000,40.8,False,Emilia Romagna Grand Prix
0 days 00:35:59.412000,41.3,False,Emilia Romagna Grand Prix
0 days 00:36:59.424000,42.7,False,Emilia Romagna Grand Prix
0 days 00:37:59.422000,42.7,False,Emilia Romagna Grand Prix
0 days 00:38:59.414000,42.7,False,Emilia Romagna Grand Prix
0 days 00:39:59.409000,43.3,False,Emilia Romagna Grand Prix
0 days 00:40:59.478000,43.9,False,Emilia Romagna Grand Prix
0 days 00:41:59.448000,44.8,False,Emilia Romagna Grand Prix
0 days 00:42:59.449000,44.4,False,Emilia Romagna Grand Prix
0 days 00:43:59.449000,44.0,False,Emilia Romagna Grand Prix
0 days 00:44:59.451000,44.0,False,Emilia Romagna Grand Prix
0 days 00:45:59.454000,44.1,False,Emilia Romagna Grand Prix
0 days 00:46:59.455000,44.4,False,Emilia Romagna Grand Prix
0 days 00:47:59.466000,44.4,False,Emilia Romagna Grand Prix
0 days 00:48:59.459000,44.7,False,Emilia Romagna Grand Prix
0 days 00:49:59.467000,45.3,False,Emilia Romagna Grand Prix
0 days 00:50:59.469000,45.3,False,Emilia Romagna Grand Prix
0 days 00:51:59.466000,45.3,False,Emilia Romagna Grand Prix
0 days 00:52:59.470000,45.3,False,Emilia Romagna Grand Prix
0 days 00:53:59.466000,46.0,False,Emilia Romagna Grand Prix
0 days 00:54:59.448000,44.5,False,Emilia Romagna Grand Prix
0 days 00:55:59.475000,44.5,False,Emilia Romagna Grand Prix
0 days 00:56:59.467000,45.3,False,Emilia Romagna Grand Prix
0 days 00:57:59.472000,45.5,False,Emilia Romagna Grand Prix
0 days 00:58:59.484000,45.3,False,Emilia Romagna Grand Prix
0 days 00:59:59.500000,45.2,False,Emilia Romagna Grand Prix
0 days 01:00:59.504000,44.9,False,Emilia Romagna Grand Prix
0 days 01:01:59.517000,43.6,False,Emilia Romagna Grand Prix
0 days 01:02:59.523000,42.7,False,Emilia Romagna Grand Prix
0 days 01:03:59.524000,41.7,False,Emilia Romagna Grand Prix
0 days 01:04:59.518000,40.7,False,Emilia Romagna Grand Prix
0 days 01:05:59.523000,40.5,False,Emilia Romagna Grand Prix
0 days 01:06:59.515000,40.4,False,Emilia Romagna Grand Prix
0 days 01:07:59.522000,40.1,False,Emilia Romagna Grand Prix
0 days 01:08:59.533000,40.1,False,Emilia Romagna Grand Prix
0 days 01:09:59.513000,39.6,False,Emilia Romagna Grand Prix
0 days 01:10:59.529000,39.4,False,Emilia Romagna Grand Prix
0 days 01:11:59.542000,39.4,False,Emilia Romagna Grand Prix
0 days 01:12:59.537000,39.8,False,Emilia Romagna Grand Prix
0 days 01:13:59.557000,40.1,False,Emilia Romagna Grand Prix
0 days 01:14:59.598000,41.0,False,Emilia Romagna Grand Prix
0 days 01:15:59.595000,41.3,False,Emilia Romagna Grand Prix
0 days 01:16:59.579000,41.3,False,Emilia Romagna Grand Prix
0 days 01:17:59.577000,42.0,False,Emilia Romagna Grand Prix
0 days 01:18:59.576000,42.0,False,Emilia Romagna Grand Prix
0 days 01:19:59.613000,41.9,False,Emilia Romagna Grand Prix
0 days 01:20:59.647000,42.2,False,Emilia Romagna Grand Prix
0 days 01:21:59.631000,42.3,False,Emilia Romagna Grand Prix
0 days 01:22:59.663000,42.2,False,Emilia Romagna Grand Prix
0 days 01:23:59.665000,42.0,False,Emilia Romagna Grand Prix
0 days 01:24:59.663000,41.8,False,Emilia Romagna Grand Prix
0 days 01:25:59.692000,42.2,False,Emilia Romagna Grand Prix
0 days 01:26:59.713000,42.4,False,Emilia Romagna Grand Prix
0 days 01:27:59.723000,42.3,False,Emilia Romagna Grand Prix
0 days 01:28:59.721000,42.1,False,Emilia Romagna Grand Prix
0 days 01:29:59.739000,42.2,False,Emilia Romagna Grand Prix
0 days 01:30:59.764000,42.6,False,Emilia Romagna Grand Prix
0 days 01:31:59.779000,43.0,False,Emilia Romagna Grand Prix
0 days 01:32:59.781000,42.0,False,Emilia Romagna Grand Prix
0 days 01:33:59.782000,41.9,False,Emilia Romagna Grand Prix
0 days 01:34:59.803000,42.6,False,Emilia Romagna Grand Prix
0 days 01:35:59.810000,42.5,False,Emilia Romagna Grand Prix
0 days 01:36:59.830000,42.4,False,Emilia Romagna Grand Prix
0 days 01:37:59.819000,42.4,False,Emilia Romagna Grand Prix
0 days 01:38:59.848000,42.3,False,Emilia Romagna Grand Prix
0 days 01:39:59.833000,42.5,False,Emilia Romagna Grand Prix
0 days 01:40:59.854000,42.6,False,Emilia Romagna Grand Prix
0 days 01:41:59.837000,42.9,False,Emilia Romagna Grand Prix
0 days 01:42:59.866000,42.6,False,Emilia Romagna Grand Prix
0 days 01:43:59.853000,42.6,False,Emilia Romagna Grand Prix
0 days 01:44:59.862000,42.1,False,Emilia Romagna Grand Prix
0 days 01:45:59.861000,42.3,False,Emilia Romagna Grand Prix
0 days 01:46:59.867000,42.4,False,Emilia Romagna Grand Prix
0 days 01:47:59.876000,42.6,False,Emilia Romagna Grand Prix
0 days 01:48:59.889000,42.5,False,Emilia Romagna Grand Prix
0 days 01:49:59.919000,42.0,False,Emilia Romagna Grand Prix
0 days 01:50:59.931000,42.0,False,Emilia Romagna Grand Prix
0 days 01:51:59.919000,42.0,False,Emilia Romagna Grand Prix
0 days 01:52:59.943000,41.8,False,Emilia Romagna Grand Prix
0 days 01:53:59.922000,41.6,False,Emilia Romagna Grand Prix
0 days 01:54:59.926000,41.6,False,Emilia Romagna Grand Prix
0 days 01:55:59.920000,42.1,False,Emilia Romagna Grand Prix
0 days 01:56:59.946000,42.1,False,Emilia Romagna Grand Prix
0 days 01:57:59.927000,42.0,False,Emilia Romagna Grand Prix
0 days 01:58:59.948000,41.5,False,Emilia Romagna Grand Prix
0 days 01:59:59.968000,40.5,False,Emilia Romagna Grand Prix
0 days 02:00:59.971000,40.1,False,Emilia Romagna Grand Prix
0 days 02:01:59.988000,39.7,False,Emilia Romagna Grand Prix
0 days 02:02:59.982000,39.5,False,Emilia Romagna Grand Prix
0 days 02:04:00.016000,39.3,False,Emilia Romagna Grand Prix
0 days 02:05:00.010000,39.1,False,Emilia Romagna Grand Prix
0 days 02:06:00.040000,39.1,False,Emilia Romagna Grand Prix
0 days 02:07:00.058000,39.1,False,Emilia Romagna Grand Prix
0 days 02:08:00.060000,39.0,False,Emilia Romagna Grand Prix
0 days 02:09:00.054000,39.4,False,Emilia Romagna Grand Prix
0 days 02:10:00.065000,39.1,False,Emilia Romagna Grand Prix
0 days 02:11:00.057000,38.6,False,Emilia Romagna Grand Prix
0 days 02:12:00.078000,38.9,False,Emilia Romagna Grand Prix
0 days 02:13:00.079000,38.9,False,Emilia Romagna Grand Prix
0 days 02:14:00.112000,38.9,False,Emilia Romagna Grand Prix
0 days 02:15:00.121000,38.9,False,Emilia Romagna Grand Prix
0 days 02:16:00.126000,38.8,False,Emilia Romagna Grand Prix
0 days 02:17:00.155000,38.7,False,Emilia Romagna Grand Prix
0 days 02:18:00.125000,39.1,False,Emilia Romagna Grand Prix
0 days 02:19:00.164000,40.2,False,Emilia Romagna Grand Prix
0 days 02:20:00.141000,40.6,False,Emilia Romagna Grand Prix
0 days 02:21:00.147000,40.6,False,Emilia Romagna Grand Prix
0 days 02:22:00.147000,41.1,False,Emilia Romagna Grand Prix
0 days 02:23:00.163000,41.3,False,Emilia Romagna Grand Prix
0 days 00:00:54.094000,49.4,False,Monaco Grand Prix
0 days 00:01:54.088000,49.5,False,Monaco Grand Prix
0 days 00:02:54.095000,50.0,False,Monaco Grand Prix
0 days 00:03:54.083000,48.3,False,Monaco Grand Prix
0 days 00:04:54.095000,48.4,False,Monaco Grand Prix
0 days 00:05:54.092000,48.4,False,Monaco Grand Prix
0 days 00:06:54.098000,48.0,False,Monaco Grand Prix
0 days 00:07:54.090000,47.8,False,Monaco Grand Prix
0 days 00:08:54.117000,48.0,False,Monaco Grand Prix
0 days 00:09:54.110000,48.0,False,Monaco Grand Prix
0 days 00:10:54.129000,48.0,False,Monaco Grand Prix
0 days 00:11:54.124000,48.4,False,Monaco Grand Prix
0 days 00:12:54.123000,48.0,False,Monaco Grand Prix
0 days 00:13:54.175000,48.3,False,Monaco Grand Prix
0 days 00:14:54.163000,48.1,False,Monaco Grand Prix
0 days 00:15:54.181000,48.3,False,Monaco Grand Prix
0 days 00:16:54.191000,48.3,False,Monaco Grand Prix
0 days 00:17:54.203000,48.1,False,Monaco Grand Prix
0 days 00:18:54.199000,48.1,False,Monaco Grand Prix
0 days 00:19:54.200000,48.7,False,Monaco Grand Prix
0 days 00:20:54.224000,48.7,False,Monaco Grand Prix
0 days 00:21:54.231000,48.5,False,Monaco Grand Prix
0 days 00:22:54.229000,48.5,False,Monaco Grand Prix
0 days 00:23:54.221000,45.8,False,Monaco Grand Prix
0 days 00:24:54.224000,45.8,False,Monaco Grand Prix
0 days 00:25:54.231000,45.8,False,Monaco Grand Prix
0 days 00:26:54.229000,46.4,False,Monaco Grand Prix
0 days 00:27:54.238000,46.6,False,Monaco Grand Prix
0 days 00:28:54.230000,46.6,False,Monaco Grand Prix
0 days 00:29:54.230000,47.3,False,Monaco Grand Prix
0 days 00:30:54.232000,47.9,False,Monaco Grand Prix
0 days 00:31:54.231000,47.3,False,Monaco Grand Prix
0 days 00:32:54.228000,47.4,False,Monaco Grand Prix
0 days 00:33:54.237000,47.4,False,Monaco Grand Prix
0 days 00:34:54.239000,47.7,False,Monaco Grand Prix
0 days 00:35:54.235000,48.6,False,Monaco Grand Prix
0 days 00:36:54.240000,49.2,False,Monaco Grand Prix
0 days 00:37:54.234000,48.9,False,Monaco Grand Prix
0 days 00:38:54.242000,48.5,False,Monaco Grand Prix
0 days 00:39:54.241000,48.7,False,Monaco Grand Prix
0 days 00:40:54.231000,48.7,False,Monaco Grand Prix
0 days 00:41:54.246000,48.8,False,Monaco Grand Prix
0 days 00:42:54.245000,48.4,False,Monaco Grand Prix
0 days 00:43:54.245000,48.3,False,Monaco Grand Prix
0 days 00:44:54.248000,48.0,False,Monaco Grand Prix
0 days 00:45:54.241000,48.0,False,Monaco Grand Prix
0 days 00:46:54.254000,47.4,False,Monaco Grand Prix
0 days 00:47:54.271000,47.0,False,Monaco Grand Prix
0 days 00:48:54.261000,47.6,False,Monaco Grand Prix
0 days 00:49:54.257000,47.0,False,Monaco Grand Prix
0 days 00:50:54.286000,46.9,False,Monaco Grand Prix
0 days 00:51:54.300000,47.0,False,Monaco Grand Prix
0 days 00:52:54.299000,47.3,False,Monaco Grand Prix
0 days 00:53:54.300000,48.1,False,Monaco Grand Prix
0 days 00:54:54.301000,48.4,False,Monaco Grand Prix
0 days 00:55:54.299000,48.4,False,Monaco Grand Prix
0 days 00:56:54.341000,48.0,False,Monaco Grand Prix
0 days 00:57:54.329000,48.3,False,Monaco Grand Prix
0 days 00:58:54.353000,48.3,False,Monaco Grand Prix
0 days 00:59:54.346000,48.1,False,Monaco Grand Prix
0 days 01:00:54.358000,47.7,False,Monaco Grand Prix
0 days 01:01:54.372000,47.7,False,Monaco Grand Prix
0 days 01:02:54.377000,48.1,False,Monaco Grand Prix
0 days 01:03:54.373000,47.9,False,Monaco Grand Prix
0 days 01:04:54.424000,47.2,False,Monaco Grand Prix
0 days 01:05:54.381000,47.1,False,Monaco Grand Prix
0 days 01:06:54.383000,47.3,False,Monaco Grand Prix
0 days 01:07:54.375000,47.5,False,Monaco Grand Prix
0 days 01:08:54.382000,47.7,False,Monaco Grand Prix
0 days 01:09:54.382000,48.2,False,Monaco Grand Prix
0 days 01:10:54.386000,49.3,False,Monaco Grand Prix
0 days 01:11:54.381000,49.5,False,Monaco Grand Prix
0 days 01:12:54.386000,49.5,False,Monaco Grand Prix
0 days 01:13:54.384000,49.4,False,Monaco Grand Prix
0 days 01:14:54.382000,49.2,False,Monaco Grand Prix
0 days 01:15:54.395000,49.4,False,Monaco Grand Prix
0 days 01:16:54.395000,49.9,False,Monaco Grand Prix
0 days 01:17:54.382000,49.5,False,Monaco Grand Prix
0 days 01:18:54.433000,49.8,False,Monaco Grand Prix
0 days 01:19:54.411000,49.6,False,Monaco Grand Prix
0 days 01:20:54.404000,49.6,False,Monaco Grand Prix
0 days 01:21:54.421000,49.9,False,Monaco Grand Prix
0 days 01:22:54.431000,49.7,False,Monaco Grand Prix
0 days 01:23:54.453000,49.1,False,Monaco Grand Prix
0 days 01:24:54.436000,48.4,False,Monaco Grand Prix
0 days 01:25:54.487000,48.8,False,Monaco Grand Prix
0 days 01:26:54.466000,49.5,False,Monaco Grand Prix
0 days 01:27:54.455000,49.0,False,Monaco Grand Prix
0 days 01:28:54.479000,48.6,False,Monaco Grand Prix
0 days 01:29:54.480000,48.5,False,Monaco Grand Prix
0 days 01:30:54.496000,48.5,False,Monaco Grand Prix
0 days 01:31:54.491000,49.4,False,Monaco Grand Prix
0 days 01:32:54.501000,49.4,False,Monaco Grand Prix
0 days 01:33:54.516000,49.4,False,Monaco Grand Prix
0 days 01:34:54.525000,49.3,False,Monaco Grand Prix
0 days 01:35:54.524000,49.3,False,Monaco Grand Prix
0 days 01:36:54.533000,48.1,False,Monaco Grand Prix
0 days 01:37:54.533000,48.1,False,Monaco Grand Prix
0 days 01:38:54.534000,48.6,False,Monaco Grand Prix
0 days 01:39:54.540000,49.2,False,Monaco Grand Prix
0 days 01:40:54.540000,49.2,False,Monaco Grand Prix
0 days 01:41:54.532000,48.8,False,Monaco Grand Prix
0 days 01:42:54.539000,48.2,False,Monaco Grand Prix
0 days 01:43:54.538000,48.2,False,Monaco Grand Prix
0 days 01:44:54.534000,48.7,False,Monaco Grand Prix
0 days 01:45:54.536000,48.0,False,Monaco Grand Prix
0 days 01:46:54.538000,47.9,False,Monaco Grand Prix
0 days 01:47:54.523000,47.9,False,Monaco Grand Prix
0 days 01:48:54.541000,47.4,False,Monaco Grand Prix
0 days 01:49:54.529000,47.9,False,Monaco Grand Prix
0 days 01:50:54.531000,47.9,False,Monaco Grand Prix
0 days 01:51:54.544000,47.3,False,Monaco Grand Prix
0 days 01:52:54.535000,47.2,False,Monaco Grand Prix
0 days 01:53:54.550000,47.1,False,Monaco Grand Prix
0 days 01:54:54.541000,47.1,False,Monaco Grand Prix
0 days 01:55:54.537000,47.1,False,Monaco Grand Prix
0 days 01:56:54.541000,46.0,False,Monaco Grand Prix
0 days 01:57:54.549000,46.1,False,Monaco Grand Prix
0 days 01:58:54.543000,46.7,False,Monaco Grand Prix
0 days 01:59:54.551000,47.2,False,Monaco Grand Prix
0 days 02:00:54.548000,46.7,False,Monaco Grand Prix
0 days 02:01:54.547000,46.6,False,Monaco Grand Prix
0 days 02:02:54.542000,45.8,False,Monaco Grand Prix
0 days 02:03:54.543000,45.8,False,Monaco Grand Prix
0 days 02:04:54.544000,45.9,False,Monaco Grand Prix
0 days 02:05:54.554000,45.9,False,Monaco Grand Prix
0 days 02:06:54.543000,46.1,False,Monaco Grand Prix
0 days 02:07:54.545000,46.3,False,Monaco Grand Prix
0 days 02:08:54.553000,45.7,False,Monaco Grand Prix
0 days 02:09:54.562000,45.7,False,Monaco Grand Prix
0 days 02:10:54.559000,46.0,False,Monaco Grand Prix
0 days 02:11:54.558000,46.0,False,Monaco Grand Prix
0 days 02:12:54.548000,46.0,False,Monaco Grand Prix
0 days 02:13:54.560000,45.6,False,Monaco Grand Prix
0 days 02:14:54.551000,45.9,False,Monaco Grand Prix
0 days 02:15:54.549000,46.4,False,Monaco Grand Prix
0 days 02:16:54.551000,45.5,False,Monaco Grand Prix
0 days 02:17:54.557000,45.5,False,Monaco Grand Prix
0 days 02:18:54.573000,45.6,False,Monaco Grand Prix
0 days 02:19:54.575000,45.9,False,Monaco Grand Prix
0 days 02:20:54.594000,45.9,False,Monaco Grand Prix
0 days 02:21:54.610000,45.1,False,Monaco Grand Prix
0 days 02:22:54.602000,44.5,False,Monaco Grand Prix
0 days 02:23:54.612000,44.4,False,Monaco Grand Prix
0 days 02:24:54.613000,44.4,False,Monaco Grand Prix
0 days 02:25:54.617000,44.5,False,Monaco Grand Prix
0 days 02:26:54.635000,44.8,False,Monaco Grand Prix
0 days 02:27:54.648000,44.7,False,Monaco Grand Prix
0 days 02:28:54.646000,44.4,False,Monaco Grand Prix
0 days 02:29:54.675000,44.4,False,Monaco Grand Prix
0 days 02:30:54.676000,44.4,False,Monaco Grand Prix
0 days 02:31:54.677000,44.7,False,Monaco Grand Prix
0 days 02:32:54.683000,44.8,False,Monaco Grand Prix
0 days 02:33:54.684000,44.8,False,Monaco Grand Prix
0 days 02:34:54.708000,44.5,False,Monaco Grand Prix
0 days 02:35:54.692000,44.2,False,Monaco Grand Prix
0 days 02:36:54.696000,44.5,False,Monaco Grand Prix
0 days 02:37:54.700000,44.5,False,Monaco Grand Prix
0 days 02:38:54.736000,43.8,False,Monaco Grand Prix
0 days 02:39:54.713000,43.8,False,Monaco Grand Prix
0 days 02:40:54.715000,43.7,False,Monaco Grand Prix
0 days 02:41:54.711000,43.7,False,Monaco Grand Prix
0 days 02:42:54.715000,43.7,False,Monaco Grand Prix
0 days 02:43:54.736000,43.0,False,Monaco Grand Prix
0 days 02:44:54.744000,43.2,False,Monaco Grand Prix
0 days 02:45:54.756000,43.2,False,Monaco Grand Prix
0 days 02:46:54.745000,43.0,False,Monaco Grand Prix
0 days 02:47:54.762000,42.8,False,Monaco Grand Prix
0 days 02:48:54.750000,42.5,False,Monaco Grand Prix
0 days 02:49:54.749000,42.4,False,Monaco Grand Prix
0 days 02:50:54.764000,42.2,False,Monaco Grand Prix
0 days 02:51:54.774000,42.4,False,Monaco Grand Prix
0 days 02:52:54.793000,42.2,False,Monaco Grand Prix
0 days 02:53:54.807000,41.9,False,Monaco Grand Prix
0 days 02:54:54.803000,42.3,False,Monaco Grand Prix
0 days 02:55:54.798000,42.3,False,Monaco Grand Prix
0 days 02:56:54.806000,42.0,False,Monaco Grand Prix
0 days 02:57:54.815000,42.0,False,Monaco Grand Prix
0 days 02:58:54.835000,42.0,False,Monaco Grand Prix
0 days 02:59:54.845000,41.2,False,Monaco Grand Prix
0 days 03:00:54.842000,42.0,False,Monaco Grand Prix
0 days 03:01:54.848000,41.7,False,Monaco Grand Prix
0 days 03:02:54.840000,41.7,False,Monaco Grand Prix
0 days 03:03:54.830000,41.6,False,Monaco Grand Prix
0 days 03:04:54.832000,40.9,False,Monaco Grand Prix
0 days 03:05:54.842000,41.1,False,Monaco Grand Prix
0 days 03:06:54.847000,41.6,False,Monaco Grand Prix
0 days 03:07:54.840000,41.6,False,Monaco Grand Prix
0 days 03:08:54.838000,41.1,False,Monaco Grand Prix
0 days 03:09:54.843000,41.0,False,Monaco Grand Prix
0 days 03:10:54.846000,40.5,False,Monaco Grand Prix
0 days 03:11:54.852000,40.5,False,Monaco Grand Prix
0 days 03:12:54.846000,40.8,False,Monaco Grand Prix
0 days 03:13:54.853000,40.8,False,Monaco Grand Prix
0 days 03:14:54.871000,40.6,False,Monaco Grand Prix
0 days 03:15:54.885000,40.6,False,Monaco Grand Prix
0 days 03:16:54.899000,40.9,False,Monaco Grand Prix
0 days 03:17:54.901000,40.9,False,Monaco Grand Prix
0 days 03:18:54.896000,40.2,False,Monaco Grand Prix
0 days 03:19:54.900000,40.3,False,Monaco Grand Prix
0 days 00:00:06.617000,21.1,True,Canadian Grand Prix
0 days 00:01:06.635000,21.2,True,Canadian Grand Prix
0 days 00:02:06.625000,21.0,True,Canadian Grand Prix
0 days 00:03:06.626000,20.8,True,Canadian Grand Prix
0 days 00:04:06.621000,20.7,True,Canadian Grand Prix
0 days 00:05:06.641000,20.7,True,Canadian Grand Prix
0 days 00:06:06.633000,20.7,True,Canadian Grand Prix
0 days 00:07:06.638000,20.6,True,Canadian Grand Prix
0 days 00:08:06.658000,20.4,True,Canadian Grand Prix
0 days 00:09:06.675000,20.0,True,Canadian Grand Prix
0 days 00:10:06.679000,19.9,True,Canadian Grand Prix
0 days 00:11:06.688000,19.9,True,Canadian Grand Prix
0 days 00:12:06.706000,19.9,True,Canadian Grand Prix
0 days 00:13:06.706000,20.0,True,Canadian Grand Prix
0 days 00:14:06.696000,20.1,True,Canadian Grand Prix
0 days 00:15:06.701000,20.3,True,Canadian Grand Prix
0 days 00:16:06.694000,20.5,True,Canadian Grand Prix
0 days 00:17:06.709000,23.0,True,Canadian Grand Prix
0 days 00:18:06.712000,23.8,True,Canadian Grand Prix
0 days 00:19:06.707000,24.5,False,Canadian Grand Prix
0 days 00:20:06.712000,24.8,False,Canadian Grand Prix
