Driver,LapNumber,LapTime,Compound,TyreLife,Circuit
HAM,11.0,0 days 00:01:38.236000,SOFT,14.0,Bahrain Grand Prix
HAM,12.0,0 days 00:01:40.889000,SOFT,15.0,Bahrain Grand Prix
HAM,14.0,0 days 00:01:37.178000,HARD,2.0,Bahrain Grand Prix
HAM,15.0,0 days 00:01:37.264000,HARD,3.0,Bahrain Grand Prix
HAM,16.0,0 days 00:01:37.091000,HARD,4.0,Bahrain Grand Prix
HAM,17.0,0 days 00:01:37.111000,HARD,5.0,Bahrain Grand Prix
HAM,18.0,0 days 00:01:36.850000,HARD,6.0,Bahrain Grand Prix
HAM,19.0,0 days 00:01:36.694000,HARD,7.0,Bahrain Grand Prix
HAM,20.0,0 days 00:01:36.264000,HARD,8.0,Bahrain Grand Prix
HAM,21.0,0 days 00:01:36.510000,HARD,9.0,Bahrain Grand Prix
HAM,22.0,0 days 00:01:36.633000,HARD,10.0,Bahrain Grand Prix
HAM,23.0,0 days 00:01:36.717000,HARD,11.0,Bahrain Grand Prix
HAM,24.0,0 days 00:01:36.666000,HARD,12.0,Bahrain Grand Prix
HAM,25.0,0 days 00:01:36.919000,HARD,13.0,Bahrain Grand Prix
HAM,26.0,0 days 00:01:36.714000,HARD,14.0,Bahrain Grand Prix
HAM,27.0,0 days 00:01:37.201000,HARD,15.0,Bahrain Grand Prix
HAM,28.0,0 days 00:01:36.692000,HARD,16.0,Bahrain Grand Prix
HAM,29.0,0 days 00:01:36.786000,HARD,17.0,Bahrain Grand Prix
HAM,30.0,0 days 00:01:37.244000,HARD,18.0,Bahrain Grand Prix
HAM,31.0,0 days 00:01:36.975000,HARD,19.0,Bahrain Grand Prix
HAM,32.0,0 days 00:01:37.325000,HARD,20.0,Bahrain Grand Prix
HAM,33.0,0 days 00:01:39.696000,HARD,21.0,Bahrain Grand Prix
HAM,35.0,0 days 00:01:35.489000,HARD,2.0,Bahrain Grand Prix
HAM,36.0,0 days 00:01:35.279000,HARD,3.0,Bahrain Grand Prix
HAM,37.0,0 days 00:01:35.597000,HARD,4.0,Bahrain Grand Prix
HAM,38.0,0 days 00:01:34.966000,HARD,5.0,Bahrain Grand Prix
HAM,39.0,0 days 00:01:34.722000,HARD,6.0,Bahrain Grand Prix
HAM,40.0,0 days 00:01:35.041000,HARD,7.0,Bahrain Grand Prix
HAM,41.0,0 days 00:01:34.940000,HARD,8.0,Bahrain Grand Prix
HAM,42.0,0 days 00:01:34.996000,HARD,9.0,Bahrain Grand Prix
HAM,43.0,0 days 00:01:34.935000,HARD,10.0,Bahrain Grand Prix
HAM,44.0,0 days 00:01:35.169000,HARD,11.0,Bahrain Grand Prix
HAM,45.0,0 days 00:01:35.184000,HARD,12.0,Bahrain Grand Prix
HAM,46.0,0 days 00:01:35.285000,HARD,13.0,Bahrain Grand Prix
HAM,47.0,0 days 00:01:35.226000,HARD,14.0,Bahrain Grand Prix
HAM,48.0,0 days 00:01:36.165000,HARD,15.0,Bahrain Grand Prix
HAM,49.0,0 days 00:01:35.914000,HARD,16.0,Bahrain Grand Prix
HAM,50.0,0 days 00:01:35.612000,HARD,17.0,Bahrain Grand Prix
HAM,51.0,0 days 00:01:35.532000,HARD,18.0,Bahrain Grand Prix
HAM,52.0,0 days 00:01:35.479000,HARD,19.0,Bahrain Grand Prix
HAM,53.0,0 days 00:01:35.550000,HARD,20.0,Bahrain Grand Prix
HAM,54.0,0 days 00:01:35.974000,HARD,21.0,Bahrain Grand Prix
HAM,55.0,0 days 00:01:35.633000,HARD,22.0,Bahrain Grand Prix
HAM,56.0,0 days 00:01:35.706000,HARD,23.0,Bahrain Grand Prix
HAM,57.0,0 days 00:01:36.138000,HARD,24.0,Bahrain Grand Prix
PIA,1.0,0 days 00:01:42.523000,SOFT,4.0,Bahrain Grand Prix
PIA,2.0,0 days 00:01:38.382000,SOFT,5.0,Bahrain Grand Prix
PIA,3.0,0 days 00:01:38.258000,SOFT,6.0,Bahrain Grand Prix
PIA,4.0,0 days 00:01:37.897000,SOFT,7.0,Bahrain Grand Prix
PIA,5.0,0 days 00:01:37.859000,SOFT,8.0,Bahrain Grand Prix
PIA,6.0,0 days 00:01:37.955000,SOFT,9.0,Bahrain Grand Prix
PIA,7.0,0 days 00:01:37.984000,SOFT,10.0,Bahrain Grand Prix
PIA,8.0,0 days 00:01:37.956000,SOFT,11.0,Bahrain Grand Prix
PIA,9.0,0 days 00:01:38.096000,SOFT,12.0,Bahrain Grand Prix
PIA,10.0,0 days 00:01:38.073000,SOFT,13.0,Bahrain Grand Prix
PIA,11.0,0 days 00:01:38.397000,SOFT,14.0,Bahrain Grand Prix
PIA,12.0,0 days 00:01:40.739000,SOFT,15.0,Bahrain Grand Prix
PIA,14.0,0 days 00:01:36.796000,HARD,2.0,Bahrain Grand Prix
PIA,15.0,0 days 00:01:36.823000,HARD,3.0,Bahrain Grand Prix
PIA,16.0,0 days 00:01:36.427000,HARD,4.0,Bahrain Grand Prix
PIA,17.0,0 days 00:01:36.872000,HARD,5.0,Bahrain Grand Prix
PIA,18.0,0 days 00:01:37.095000,HARD,6.0,Bahrain Grand Prix
PIA,19.0,0 days 00:01:36.577000,HARD,7.0,Bahrain Grand Prix
PIA,20.0,0 days 00:01:36.644000,HARD,8.0,Bahrain Grand Prix
PIA,21.0,0 days 00:01:36.733000,HARD,9.0,Bahrain Grand Prix
PIA,22.0,0 days 00:01:36.555000,HARD,10.0,Bahrain Grand Prix
PIA,23.0,0 days 00:01:36.680000,HARD,11.0,Bahrain Grand Prix
PIA,24.0,0 days 00:01:36.884000,HARD,12.0,Bahrain Grand Prix
PIA,25.0,0 days 00:01:37.008000,HARD,13.0,Bahrain Grand Prix
PIA,26.0,0 days 00:01:36.882000,HARD,14.0,Bahrain Grand Prix
PIA,27.0,0 days 00:01:36.905000,HARD,15.0,Bahrain Grand Prix
PIA,28.0,0 days 00:01:36.905000,HARD,16.0,Bahrain Grand Prix
PIA,29.0,0 days 00:01:37.179000,HARD,17.0,Bahrain Grand Prix
PIA,30.0,0 days 00:01:37.177000,HARD,18.0,Bahrain Grand Prix
PIA,31.0,0 days 00:01:37.570000,HARD,19.0,Bahrain Grand Prix
PIA,32.0,0 days 00:01:37.163000,HARD,20.0,Bahrain Grand Prix
PIA,33.0,0 days 00:01:37.088000,HARD,21.0,Bahrain Grand Prix
PIA,34.0,0 days 00:01:39.211000,HARD,22.0,Bahrain Grand Prix
PIA,36.0,0 days 00:01:35.153000,HARD,2.0,Bahrain Grand Prix
PIA,37.0,0 days 00:01:34.774000,HARD,3.0,Bahrain Grand Prix
PIA,38.0,0 days 00:01:35.298000,HARD,4.0,Bahrain Grand Prix
PIA,39.0,0 days 00:01:34.983000,HARD,5.0,Bahrain Grand Prix
PIA,40.0,0 days 00:01:35.005000,HARD,6.0,Bahrain Grand Prix
PIA,41.0,0 days 00:01:35.109000,HARD,7.0,Bahrain Grand Prix
PIA,42.0,0 days 00:01:35.341000,HARD,8.0,Bahrain Grand Prix
PIA,43.0,0 days 00:01:35.258000,HARD,9.0,Bahrain Grand Prix
PIA,44.0,0 days 00:01:35.238000,HARD,10.0,Bahrain Grand Prix
PIA,45.0,0 days 00:01:35.306000,HARD,11.0,Bahrain Grand Prix
PIA,46.0,0 days 00:01:35.296000,HARD,12.0,Bahrain Grand Prix
PIA,47.0,0 days 00:01:35.376000,HARD,13.0,Bahrain Grand Prix
PIA,48.0,0 days 00:01:35.702000,HARD,14.0,Bahrain Grand Prix
PIA,49.0,0 days 00:01:35.653000,HARD,15.0,Bahrain Grand Prix
PIA,50.0,0 days 00:01:35.984000,HARD,16.0,Bahrain Grand Prix
PIA,51.0,0 days 00:01:35.800000,HARD,17.0,Bahrain Grand Prix
PIA,52.0,0 days 00:01:36.024000,HARD,18.0,Bahrain Grand Prix
PIA,53.0,0 days 00:01:35.739000,HARD,19.0,Bahrain Grand Prix
PIA,54.0,0 days 00:01:36.107000,HARD,20.0,Bahrain Grand Prix
PIA,55.0,0 days 00:01:35.973000,HARD,21.0,Bahrain Grand Prix
PIA,56.0,0 days 00:01:36.100000,HARD,22.0,Bahrain Grand Prix
PIA,57.0,0 days 00:01:35.920000,HARD,23.0,Bahrain Grand Prix
ALO,1.0,0 days 00:01:41.679000,SOFT,4.0,Bahrain Grand Prix
ALO,2.0,0 days 00:01:38.020000,SOFT,5.0,Bahrain Grand Prix
ALO,3.0,0 days 00:01:39.046000,SOFT,6.0,Bahrain Grand Prix
ALO,4.0,0 days 00:01:37.776000,SOFT,7.0,Bahrain Grand Prix
ALO,5.0,0 days 00:01:39.292000,SOFT,8.0,Bahrain Grand Prix
ALO,6.0,0 days 00:01:38.053000,SOFT,9.0,Bahrain Grand Prix
ALO,7.0,0 days 00:01:38.008000,SOFT,10.0,Bahrain Grand Prix
ALO,8.0,0 days 00:01:38.103000,SOFT,11.0,Bahrain Grand Prix
ALO,9.0,0 days 00:01:38.896000,SOFT,12.0,Bahrain Grand Prix
ALO,10.0,0 days 00:01:39.325000,SOFT,13.0,Bahrain Grand Prix
ALO,11.0,0 days 00:01:38.554000,SOFT,14.0,Bahrain Grand Prix
ALO,12.0,0 days 00:01:38.543000,SOFT,15.0,Bahrain Grand Prix
ALO,13.0,0 days 00:01:38.587000,SOFT,16.0,Bahrain Grand Prix
ALO,14.0,0 days 00:01:38.612000,SOFT,17.0,Bahrain Grand Prix
ALO,15.0,0 days 00:01:41.101000,SOFT,18.0,Bahrain Grand Prix
ALO,17.0,0 days 00:01:36.970000,HARD,2.0,Bahrain Grand Prix
ALO,18.0,0 days 00:01:37.361000,HARD,3.0,Bahrain Grand Prix
ALO,19.0,0 days 00:01:37.072000,HARD,4.0,Bahrain Grand Prix
ALO,20.0,0 days 00:01:37.357000,HARD,5.0,Bahrain Grand Prix
ALO,21.0,0 days 00:01:37.342000,HARD,6.0,Bahrain Grand Prix
ALO,22.0,0 days 00:01:37.122000,HARD,7.0,Bahrain Grand Prix
ALO,23.0,0 days 00:01:37.265000,HARD,8.0,Bahrain Grand Prix
ALO,24.0,0 days 00:01:37.046000,HARD,9.0,Bahrain Grand Prix
ALO,25.0,0 days 00:01:37.179000,HARD,10.0,Bahrain Grand Prix
ALO,26.0,0 days 00:01:37.638000,HARD,11.0,Bahrain Grand Prix
ALO,27.0,0 days 00:01:36.945000,HARD,12.0,Bahrain Grand Prix
ALO,28.0,0 days 00:01:37.256000,HARD,13.0,Bahrain Grand Prix
ALO,29.0,0 days 00:01:37.104000,HARD,14.0,Bahrain Grand Prix
ALO,30.0,0 days 00:01:36.982000,HARD,15.0,Bahrain Grand Prix
ALO,31.0,0 days 00:01:36.957000,HARD,16.0,Bahrain Grand Prix
ALO,32.0,0 days 00:01:37.056000,HARD,17.0,Bahrain Grand Prix
ALO,33.0,0 days 00:01:37.202000,HARD,18.0,Bahrain Grand Prix
ALO,34.0,0 days 00:01:37.601000,HARD,19.0,Bahrain Grand Prix
ALO,35.0,0 days 00:01:37.273000,HARD,20.0,Bahrain Grand Prix
ALO,36.0,0 days 00:01:38.343000,HARD,21.0,Bahrain Grand Prix
ALO,37.0,0 days 00:01:36.799000,HARD,22.0,Bahrain Grand Prix
ALO,38.0,0 days 00:01:37.297000,HARD,23.0,Bahrain Grand Prix
ALO,39.0,0 days 00:01:37.946000,HARD,24.0,Bahrain Grand Prix
ALO,40.0,0 days 00:01:38.061000,HARD,25.0,Bahrain Grand Prix
ALO,41.0,0 days 00:01:40.261000,HARD,26.0,Bahrain Grand Prix
ALO,43.0,0 days 00:01:35.107000,HARD,2.0,Bahrain Grand Prix
ALO,44.0,0 days 00:01:34.981000,HARD,3.0,Bahrain Grand Prix
ALO,45.0,0 days 00:01:34.872000,HARD,4.0,Bahrain Grand Prix
ALO,46.0,0 days 00:01:35.126000,HARD,5.0,Bahrain Grand Prix
ALO,47.0,0 days 00:01:35.225000,HARD,6.0,Bahrain Grand Prix
ALO,48.0,0 days 00:01:34.199000,HARD,7.0,Bahrain Grand Prix
ALO,49.0,0 days 00:01:34.571000,HARD,8.0,Bahrain Grand Prix
ALO,50.0,0 days 00:01:34.677000,HARD,9.0,Bahrain Grand Prix
ALO,51.0,0 days 00:01:34.916000,HARD,10.0,Bahrain Grand Prix
ALO,52.0,0 days 00:01:34.862000,HARD,11.0,Bahrain Grand Prix
ALO,53.0,0 days 00:01:35.249000,HARD,12.0,Bahrain Grand Prix
ALO,54.0,0 days 00:01:35.745000,HARD,13.0,Bahrain Grand Prix
ALO,55.0,0 days 00:01:35.066000,HARD,14.0,Bahrain Grand Prix
ALO,56.0,0 days 00:01:35.014000,HARD,15.0,Bahrain Grand Prix
ALO,57.0,0 days 00:01:35.276000,HARD,16.0,Bahrain Grand Prix
STR,2.0,0 days 00:01:37.987000,SOFT,2.0,Bahrain Grand Prix
STR,3.0,0 days 00:01:38.279000,SOFT,3.0,Bahrain Grand Prix
STR,4.0,0 days 00:01:38.364000,SOFT,4.0,Bahrain Grand Prix
STR,5.0,0 days 00:01:38.725000,SOFT,5.0,Bahrain Grand Prix
STR,6.0,0 days 00:01:38.925000,SOFT,6.0,Bahrain Grand Prix
STR,7.0,0 days 00:01:38.769000,SOFT,7.0,Bahrain Grand Prix
STR,8.0,0 days 00:01:38.857000,SOFT,8.0,Bahrain Grand Prix
STR,9.0,0 days 00:01:42.112000,SOFT,9.0,Bahrain Grand Prix
STR,11.0,0 days 00:01:36.494000,HARD,2.0,Bahrain Grand Prix
STR,12.0,0 days 00:01:37.175000,HARD,3.0,Bahrain Grand Prix
STR,13.0,0 days 00:01:37.289000,HARD,4.0,Bahrain Grand Prix
STR,14.0,0 days 00:01:37.624000,HARD,5.0,Bahrain Grand Prix
STR,15.0,0 days 00:01:37.533000,HARD,6.0,Bahrain Grand Prix
STR,16.0,0 days 00:01:38.027000,HARD,7.0,Bahrain Grand Prix
STR,17.0,0 days 00:01:38.777000,HARD,8.0,Bahrain Grand Prix
STR,18.0,0 days 00:01:37.417000,HARD,9.0,Bahrain Grand Prix
STR,19.0,0 days 00:01:37.554000,HARD,10.0,Bahrain Grand Prix
STR,20.0,0 days 00:01:37.859000,HARD,11.0,Bahrain Grand Prix
STR,21.0,0 days 00:01:38.022000,HARD,12.0,Bahrain Grand Prix
STR,22.0,0 days 00:01:38.175000,HARD,13.0,Bahrain Grand Prix
STR,23.0,0 days 00:01:37.826000,HARD,14.0,Bahrain Grand Prix
STR,24.0,0 days 00:01:38.138000,HARD,15.0,Bahrain Grand Prix
STR,25.0,0 days 00:01:37.994000,HARD,16.0,Bahrain Grand Prix
STR,26.0,0 days 00:01:38.133000,HARD,17.0,Bahrain Grand Prix
STR,27.0,0 days 00:01:40.710000,HARD,18.0,Bahrain Grand Prix
STR,29.0,0 days 00:01:35.854000,HARD,2.0,Bahrain Grand Prix
STR,30.0,0 days 00:01:35.632000,HARD,3.0,Bahrain Grand Prix
STR,31.0,0 days 00:01:36.202000,HARD,4.0,Bahrain Grand Prix
STR,32.0,0 days 00:01:35.821000,HARD,5.0,Bahrain Grand Prix
STR,33.0,0 days 00:01:36.349000,HARD,6.0,Bahrain Grand Prix
STR,34.0,0 days 00:01:36.332000,HARD,7.0,Bahrain Grand Prix
STR,35.0,0 days 00:01:36.242000,HARD,8.0,Bahrain Grand Prix
STR,36.0,0 days 00:01:36.086000,HARD,9.0,Bahrain Grand Prix
STR,37.0,0 days 00:01:35.987000,HARD,10.0,Bahrain Grand Prix
STR,38.0,0 days 00:01:36.364000,HARD,11.0,Bahrain Grand Prix
STR,39.0,0 days 00:01:36.353000,HARD,12.0,Bahrain Grand Prix
STR,40.0,0 days 00:01:36.485000,HARD,13.0,Bahrain Grand Prix
STR,41.0,0 days 00:01:36.322000,HARD,14.0,Bahrain Grand Prix
STR,42.0,0 days 00:01:36.343000,HARD,15.0,Bahrain Grand Prix
STR,43.0,0 days 00:01:36.304000,HARD,16.0,Bahrain Grand Prix
STR,44.0,0 days 00:01:36.564000,HARD,17.0,Bahrain Grand Prix
STR,45.0,0 days 00:01:36.243000,HARD,18.0,Bahrain Grand Prix
STR,46.0,0 days 00:01:36.379000,HARD,19.0,Bahrain Grand Prix
STR,47.0,0 days 00:01:36.298000,HARD,20.0,Bahrain Grand Prix
STR,48.0,0 days 00:01:37.325000,HARD,21.0,Bahrain Grand Prix
STR,49.0,0 days 00:01:36.871000,HARD,22.0,Bahrain Grand Prix
STR,50.0,0 days 00:01:36.541000,HARD,23.0,Bahrain Grand Prix
STR,51.0,0 days 00:01:36.763000,HARD,24.0,Bahrain Grand Prix
STR,52.0,0 days 00:01:36.934000,HARD,25.0,Bahrain Grand Prix
STR,53.0,0 days 00:01:36.640000,HARD,26.0,Bahrain Grand Prix
STR,54.0,0 days 00:01:36.693000,HARD,27.0,Bahrain Grand Prix
STR,55.0,0 days 00:01:36.680000,HARD,28.0,Bahrain Grand Prix
STR,56.0,0 days 00:01:36.582000,HARD,29.0,Bahrain Grand Prix
STR,57.0,0 days 00:01:37.335000,HARD,30.0,Bahrain Grand Prix
ZHO,1.0,0 days 00:01:44.801000,SOFT,1.0,Bahrain Grand Prix
ZHO,2.0,0 days 00:01:38.920000,SOFT,2.0,Bahrain Grand Prix
ZHO,3.0,0 days 00:01:38.582000,SOFT,3.0,Bahrain Grand Prix
ZHO,4.0,0 days 00:01:38.428000,SOFT,4.0,Bahrain Grand Prix
ZHO,5.0,0 days 00:01:38.798000,SOFT,5.0,Bahrain Grand Prix
ZHO,6.0,0 days 00:01:38.488000,SOFT,6.0,Bahrain Grand Prix
ZHO,7.0,0 days 00:01:39.517000,SOFT,7.0,Bahrain Grand Prix
ZHO,8.0,0 days 00:01:39.646000,SOFT,8.0,Bahrain Grand Prix
ZHO,9.0,0 days 00:01:41.849000,SOFT,9.0,Bahrain Grand Prix
ZHO,11.0,0 days 00:01:36.365000,HARD,2.0,Bahrain Grand Prix
ZHO,12.0,0 days 00:01:36.995000,HARD,3.0,Bahrain Grand Prix
ZHO,13.0,0 days 00:01:37.436000,HARD,4.0,Bahrain Grand Prix
ZHO,14.0,0 days 00:01:37.482000,HARD,5.0,Bahrain Grand Prix
ZHO,15.0,0 days 00:01:37.500000,HARD,6.0,Bahrain Grand Prix
ZHO,16.0,0 days 00:01:37.659000,HARD,7.0,Bahrain Grand Prix
ZHO,17.0,0 days 00:01:38.475000,HARD,8.0,Bahrain Grand Prix
ZHO,18.0,0 days 00:01:37.552000,HARD,9.0,Bahrain Grand Prix
ZHO,19.0,0 days 00:01:37.652000,HARD,10.0,Bahrain Grand Prix
ZHO,20.0,0 days 00:01:37.749000,HARD,11.0,Bahrain Grand Prix
ZHO,21.0,0 days 00:01:37.947000,HARD,12.0,Bahrain Grand Prix
ZHO,22.0,0 days 00:01:37.852000,HARD,13.0,Bahrain Grand Prix
ZHO,23.0,0 days 00:01:37.788000,HARD,14.0,Bahrain Grand Prix
ZHO,24.0,0 days 00:01:37.894000,HARD,15.0,Bahrain Grand Prix
ZHO,25.0,0 days 00:01:37.883000,HARD,16.0,Bahrain Grand Prix
ZHO,26.0,0 days 00:01:37.995000,HARD,17.0,Bahrain Grand Prix
ZHO,27.0,0 days 00:01:38.053000,HARD,18.0,Bahrain Grand Prix
ZHO,28.0,0 days 00:01:40.675000,HARD,19.0,Bahrain Grand Prix
ZHO,30.0,0 days 00:01:35.458000,HARD,2.0,Bahrain Grand Prix
ZHO,31.0,0 days 00:01:36.297000,HARD,3.0,Bahrain Grand Prix
ZHO,32.0,0 days 00:01:36.048000,HARD,4.0,Bahrain Grand Prix
ZHO,33.0,0 days 00:01:37.971000,HARD,5.0,Bahrain Grand Prix
ZHO,34.0,0 days 00:01:36.518000,HARD,6.0,Bahrain Grand Prix
ZHO,35.0,0 days 00:01:36.546000,HARD,7.0,Bahrain Grand Prix
ZHO,36.0,0 days 00:01:36.931000,HARD,8.0,Bahrain Grand Prix
ZHO,37.0,0 days 00:01:36.805000,HARD,9.0,Bahrain Grand Prix
ZHO,38.0,0 days 00:01:36.857000,HARD,10.0,Bahrain Grand Prix
ZHO,39.0,0 days 00:01:36.637000,HARD,11.0,Bahrain Grand Prix
ZHO,40.0,0 days 00:01:36.683000,HARD,12.0,Bahrain Grand Prix
ZHO,41.0,0 days 00:01:36.695000,HARD,13.0,Bahrain Grand Prix
ZHO,42.0,0 days 00:01:36.652000,HARD,14.0,Bahrain Grand Prix
ZHO,43.0,0 days 00:01:36.771000,HARD,15.0,Bahrain Grand Prix
ZHO,44.0,0 days 00:01:37.417000,HARD,16.0,Bahrain Grand Prix
ZHO,45.0,0 days 00:01:36.680000,HARD,17.0,Bahrain Grand Prix
ZHO,46.0,0 days 00:01:36.741000,HARD,18.0,Bahrain Grand Prix
ZHO,47.0,0 days 00:01:36.561000,HARD,19.0,Bahrain Grand Prix
ZHO,48.0,0 days 00:01:36.654000,HARD,20.0,Bahrain Grand Prix
ZHO,49.0,0 days 00:01:36.720000,HARD,21.0,Bahrain Grand Prix
ZHO,50.0,0 days 00:01:36.792000,HARD,22.0,Bahrain Grand Prix
ZHO,51.0,0 days 00:01:37.042000,HARD,23.0,Bahrain Grand Prix
ZHO,52.0,0 days 00:01:37.394000,HARD,24.0,Bahrain Grand Prix
ZHO,53.0,0 days 00:01:37.141000,HARD,25.0,Bahrain Grand Prix
ZHO,54.0,0 days 00:01:38.389000,HARD,26.0,Bahrain Grand Prix
ZHO,55.0,0 days 00:01:37.383000,HARD,27.0,Bahrain Grand Prix
ZHO,56.0,0 days 00:01:37.333000,HARD,28.0,Bahrain Grand Prix
MAG,1.0,0 days 00:01:44.349000,SOFT,1.0,Bahrain Grand Prix
MAG,2.0,0 days 00:01:38.911000,SOFT,2.0,Bahrain Grand Prix
MAG,3.0,0 days 00:01:38.399000,SOFT,3.0,Bahrain Grand Prix
MAG,4.0,0 days 00:01:38.497000,SOFT,4.0,Bahrain Grand Prix
MAG,5.0,0 days 00:01:38.576000,SOFT,5.0,Bahrain Grand Prix
MAG,6.0,0 days 00:01:38.529000,SOFT,6.0,Bahrain Grand Prix
MAG,7.0,0 days 00:01:40.058000,SOFT,7.0,Bahrain Grand Prix
MAG,8.0,0 days 00:01:39.172000,SOFT,8.0,Bahrain Grand Prix
MAG,9.0,0 days 00:01:38.861000,SOFT,9.0,Bahrain Grand Prix
MAG,10.0,0 days 00:01:38.747000,SOFT,10.0,Bahrain Grand Prix
MAG,11.0,0 days 00:01:41.088000,SOFT,11.0,Bahrain Grand Prix
MAG,13.0,0 days 00:01:36.890000,HARD,2.0,Bahrain Grand Prix
MAG,14.0,0 days 00:01:37.590000,HARD,3.0,Bahrain Grand Prix
MAG,15.0,0 days 00:01:38.332000,HARD,4.0,Bahrain Grand Prix
MAG,16.0,0 days 00:01:37.749000,HARD,5.0,Bahrain Grand Prix
MAG,17.0,0 days 00:01:38.282000,HARD,6.0,Bahrain Grand Prix
MAG,18.0,0 days 00:01:37.583000,HARD,7.0,Bahrain Grand Prix
MAG,19.0,0 days 00:01:37.792000,HARD,8.0,Bahrain Grand Prix
MAG,20.0,0 days 00:01:38.062000,HARD,9.0,Bahrain Grand Prix
MAG,21.0,0 days 00:01:38.010000,HARD,10.0,Bahrain Grand Prix
MAG,22.0,0 days 00:01:38.147000,HARD,11.0,Bahrain Grand Prix
MAG,23.0,0 days 00:01:38.293000,HARD,12.0,Bahrain Grand Prix
MAG,24.0,0 days 00:01:38.156000,HARD,13.0,Bahrain Grand Prix
MAG,25.0,0 days 00:01:38.290000,HARD,14.0,Bahrain Grand Prix
MAG,26.0,0 days 00:01:38.093000,HARD,15.0,Bahrain Grand Prix
MAG,27.0,0 days 00:01:38.226000,HARD,16.0,Bahrain Grand Prix
MAG,28.0,0 days 00:01:37.936000,HARD,17.0,Bahrain Grand Prix
MAG,29.0,0 days 00:01:37.965000,HARD,18.0,Bahrain Grand Prix
MAG,30.0,0 days 00:01:38.040000,HARD,19.0,Bahrain Grand Prix
MAG,31.0,0 days 00:01:38,HARD,20.0,Bahrain Grand Prix
MAG,32.0,0 days 00:01:40.565000,HARD,21.0,Bahrain Grand Prix
MAG,34.0,0 days 00:01:35.570000,HARD,2.0,Bahrain Grand Prix
MAG,35.0,0 days 00:01:35.698000,HARD,3.0,Bahrain Grand Prix
MAG,36.0,0 days 00:01:35.851000,HARD,4.0,Bahrain Grand Prix
MAG,37.0,0 days 00:01:35.741000,HARD,5.0,Bahrain Grand Prix
MAG,38.0,0 days 00:01:36.042000,HARD,6.0,Bahrain Grand Prix
MAG,39.0,0 days 00:01:35.876000,HARD,7.0,Bahrain Grand Prix
MAG,40.0,0 days 00:01:36.071000,HARD,8.0,Bahrain Grand Prix
MAG,41.0,0 days 00:01:36.340000,HARD,9.0,Bahrain Grand Prix
MAG,42.0,0 days 00:01:36.310000,HARD,10.0,Bahrain Grand Prix
MAG,43.0,0 days 00:01:36.232000,HARD,11.0,Bahrain Grand Prix
MAG,44.0,0 days 00:01:36.249000,HARD,12.0,Bahrain Grand Prix
MAG,45.0,0 days 00:01:36.349000,HARD,13.0,Bahrain Grand Prix
MAG,46.0,0 days 00:01:36.446000,HARD,14.0,Bahrain Grand Prix
MAG,47.0,0 days 00:01:36.454000,HARD,15.0,Bahrain Grand Prix
MAG,48.0,0 days 00:01:36.679000,HARD,16.0,Bahrain Grand Prix
MAG,49.0,0 days 00:01:36.842000,HARD,17.0,Bahrain Grand Prix
MAG,50.0,0 days 00:01:37.035000,HARD,18.0,Bahrain Grand Prix
MAG,51.0,0 days 00:01:36.929000,HARD,19.0,Bahrain Grand Prix
MAG,52.0,0 days 00:01:36.930000,HARD,20.0,Bahrain Grand Prix
MAG,53.0,0 days 00:01:37.958000,HARD,21.0,Bahrain Grand Prix
MAG,54.0,0 days 00:01:36.890000,HARD,22.0,Bahrain Grand Prix
MAG,55.0,0 days 00:01:37.457000,HARD,23.0,Bahrain Grand Prix
MAG,56.0,0 days 00:01:37.584000,HARD,24.0,Bahrain Grand Prix
RIC,2.0,0 days 00:01:39.509000,SOFT,5.0,Bahrain Grand Prix
RIC,3.0,0 days 00:01:38.760000,SOFT,6.0,Bahrain Grand Prix
RIC,4.0,0 days 00:01:38.610000,SOFT,7.0,Bahrain Grand Prix
RIC,5.0,0 days 00:01:38.704000,SOFT,8.0,Bahrain Grand Prix
RIC,6.0,0 days 00:01:38.689000,SOFT,9.0,Bahrain Grand Prix
RIC,7.0,0 days 00:01:39.193000,SOFT,10.0,Bahrain Grand Prix
RIC,8.0,0 days 00:01:39.529000,SOFT,11.0,Bahrain Grand Prix
RIC,9.0,0 days 00:01:39.338000,SOFT,12.0,Bahrain Grand Prix
RIC,10.0,0 days 00:01:38.782000,SOFT,13.0,Bahrain Grand Prix
RIC,11.0,0 days 00:01:39.033000,SOFT,14.0,Bahrain Grand Prix
RIC,12.0,0 days 00:01:38.893000,SOFT,15.0,Bahrain Grand Prix
RIC,13.0,0 days 00:01:42.173000,SOFT,16.0,Bahrain Grand Prix
RIC,15.0,0 days 00:01:37.070000,HARD,2.0,Bahrain Grand Prix
RIC,16.0,0 days 00:01:37.176000,HARD,3.0,Bahrain Grand Prix
RIC,17.0,0 days 00:01:37.290000,HARD,4.0,Bahrain Grand Prix
RIC,18.0,0 days 00:01:37.700000,HARD,5.0,Bahrain Grand Prix
RIC,19.0,0 days 00:01:38.350000,HARD,6.0,Bahrain Grand Prix
RIC,20.0,0 days 00:01:37.865000,HARD,7.0,Bahrain Grand Prix
RIC,21.0,0 days 00:01:37.392000,HARD,8.0,Bahrain Grand Prix
RIC,22.0,0 days 00:01:37.750000,HARD,9.0,Bahrain Grand Prix
RIC,23.0,0 days 00:01:37.772000,HARD,10.0,Bahrain Grand Prix
RIC,24.0,0 days 00:01:37.766000,HARD,11.0,Bahrain Grand Prix
