raceId,driverId,lap,position,time,milliseconds
853,4,1,1,1:59.584,119584
853,4,2,1,2:21.991,141991
853,4,3,1,2:19.393,139393
853,4,4,1,1:30.838,90838
853,4,5,2,1:31.504,91504
853,4,6,2,1:31.393,91393
853,4,7,2,1:29.578,89578
853,4,8,2,1:29.256,89256
853,4,9,2,1:29.296,89296
853,4,10,2,1:29.224,89224
853,4,11,2,1:29.450,89450
853,4,12,2,1:29.305,89305
853,4,13,2,1:29.054,89054
853,4,14,2,1:29.072,89072
853,4,15,2,1:29.291,89291
853,4,16,2,1:29.355,89355
853,4,17,2,1:29.125,89125
853,4,18,2,1:29.180,89180
853,4,19,2,1:32.944,92944
853,4,20,3,1:47.383,107383
853,4,21,2,1:28.559,88559
853,4,22,2,1:28.288,88288
853,4,23,2,1:28.254,88254
853,4,24,2,1:28.134,88134
853,4,25,2,1:28.068,88068
853,4,26,2,1:27.972,87972
853,4,27,2,1:27.981,87981
853,4,28,2,1:27.763,87763
853,4,29,2,1:27.959,87959
853,4,30,2,1:27.414,87414
853,4,31,2,1:27.369,87369
853,4,32,2,1:27.646,87646
853,4,33,2,1:28.186,88186
853,4,34,2,1:31.064,91064
853,4,35,3,1:46.375,106375
853,4,36,4,1:29.335,89335
853,4,37,4,1:27.465,87465
853,4,38,3,1:27.447,87447
853,4,39,3,1:27.600,87600
853,4,40,3,1:27.406,87406
853,4,41,3,1:27.243,87243
853,4,42,3,1:27.236,87236
853,4,43,3,1:27.650,87650
853,4,44,3,1:27.840,87840
853,4,45,3,1:27.227,87227
853,4,46,3,1:27.352,87352
853,4,47,3,1:27.444,87444
853,4,48,3,1:27.232,87232
853,4,49,3,1:27.990,87990
853,4,50,3,1:27.191,87191
853,4,51,3,1:27.529,87529
853,4,52,3,1:27.243,87243
853,4,53,3,1:27.403,87403
853,20,1,2,2:00.073,120073
853,20,2,2,2:22.070,142070
853,20,3,2,2:19.306,139306
853,20,4,2,1:30.735,90735
853,20,5,1,1:30.084,90084
853,20,6,1,1:29.596,89596
853,20,7,1,1:28.846,88846
853,20,8,1,1:28.548,88548
853,20,9,1,1:28.456,88456
853,20,10,1,1:28.337,88337
853,20,11,1,1:28.589,88589
853,20,12,1,1:28.652,88652
853,20,13,1,1:28.221,88221
853,20,14,1,1:28.502,88502
853,20,15,1,1:28.585,88585
853,20,16,1,1:28.924,88924
853,20,17,1,1:28.664,88664
853,20,18,1,1:28.742,88742
853,20,19,1,1:28.827,88827
853,20,20,1,1:32.736,92736
853,20,21,1,1:46.887,106887
853,20,22,1,1:27.928,87928
853,20,23,1,1:27.882,87882
853,20,24,1,1:28.058,88058
853,20,25,1,1:27.977,87977
853,20,26,1,1:27.560,87560
853,20,27,1,1:27.673,87673
853,20,28,1,1:27.486,87486
853,20,29,1,1:27.554,87554
853,20,30,1,1:27.233,87233
853,20,31,1,1:27.289,87289
853,20,32,1,1:27.497,87497
853,20,33,1,1:27.092,87092
853,20,34,1,1:27.759,87759
853,20,35,1,1:31.213,91213
853,20,36,1,1:46.359,106359
853,20,37,1,1:27.857,87857
853,20,38,1,1:27.158,87158
853,20,39,1,1:27.004,87004
853,20,40,1,1:27.058,87058
853,20,41,1,1:27.048,87048
853,20,42,1,1:27.293,87293
853,20,43,1,1:27.282,87282
853,20,44,1,1:26.798,86798
853,20,45,1,1:27.548,87548
853,20,46,1,1:27.146,87146
853,20,47,1,1:27.473,87473
853,20,48,1,1:27.192,87192
853,20,49,1,1:26.557,86557
853,20,50,1,1:27.419,87419
853,20,51,1,1:27.333,87333
853,20,52,1,1:27.656,87656
853,20,53,1,1:30.410,90410
853,1,1,3,2:00.534,120534
853,1,2,3,2:22.512,142512
853,1,3,3,2:19.432,139432
853,1,4,4,1:31.376,91376
853,1,5,4,1:30.548,90548
853,1,6,4,1:31.605,91605
853,1,7,4,1:29.834,89834
853,1,8,4,1:29.581,89581
853,1,9,4,1:29.576,89576
853,1,10,4,1:29.530,89530
853,1,11,4,1:29.465,89465
853,1,12,4,1:30.024,90024
853,1,13,4,1:30.323,90323
853,1,14,4,1:29.100,89100
853,1,15,4,1:30.043,90043
853,1,16,4,1:30.948,90948
853,1,17,3,1:29.428,89428
853,1,18,3,1:32.664,92664
853,1,19,6,1:46.703,106703
853,1,20,6,1:28.950,88950
853,1,21,6,1:28.362,88362
853,1,22,5,1:28.679,88679
853,1,23,5,1:28.682,88682
853,1,24,5,1:28.998,88998
853,1,25,5,1:29.000,89000
853,1,26,5,1:28.328,88328
853,1,27,4,1:27.790,87790
853,1,28,4,1:28.762,88762
853,1,29,4,1:27.711,87711
853,1,30,4,1:27.638,87638
853,1,31,4,1:27.630,87630
853,1,32,4,1:27.746,87746
853,1,33,4,1:28.464,88464
853,1,34,4,1:31.404,91404
853,1,35,6,1:45.781,105781
853,1,36,6,1:27.505,87505
853,1,37,6,1:27.738,87738
853,1,38,5,1:27.906,87906
853,1,39,5,1:27.106,87106
853,1,40,5,1:26.941,86941
853,1,41,5,1:26.903,86903
853,1,42,4,1:27.000,87000
853,1,43,4,1:26.756,86756
853,1,44,4,1:26.891,86891
853,1,45,4,1:27.088,87088
853,1,46,4,1:27.168,87168
853,1,47,4,1:27.290,87290
853,1,48,4,1:26.655,86655
853,1,49,4,1:26.615,86615
853,1,50,4,1:26.867,86867
853,1,51,4,1:26.969,86969
853,1,52,4,1:26.187,86187
853,1,53,4,1:26.853,86853
853,30,1,4,2:01.354,121354
853,30,2,4,2:22.879,142879
853,30,3,4,2:18.728,138728
853,30,4,3,1:30.519,90519
853,30,5,3,1:30.319,90319
853,30,6,3,1:31.913,91913
853,30,7,3,1:29.815,89815
853,30,8,3,1:29.682,89682
853,30,9,3,1:29.570,89570
853,30,10,3,1:29.473,89473
853,30,11,3,1:29.580,89580
853,30,12,3,1:30.103,90103
853,30,13,3,1:30.132,90132
853,30,14,3,1:29.324,89324
853,30,15,3,1:30.025,90025
853,30,16,5,1:34.101,94101
853,30,17,7,1:47.904,107904
853,30,18,6,1:28.823,88823
853,30,19,5,1:28.713,88713
853,30,20,5,1:29.037,89037
853,30,21,5,1:28.474,88474
853,30,22,4,1:28.695,88695
853,30,23,4,1:28.654,88654
853,30,24,4,1:28.796,88796
853,30,25,4,1:29.001,89001
853,30,26,4,1:28.320,88320
853,30,27,5,1:28.770,88770
853,30,28,5,1:29.154,89154
853,30,29,5,1:27.991,87991
853,30,30,5,1:28.202,88202
853,30,31,5,1:27.748,87748
853,30,32,5,1:27.777,87777
853,30,33,5,1:27.920,87920
853,30,34,3,1:27.996,87996
853,30,35,2,1:27.587,87587
853,30,36,2,1:27.729,87729
853,30,37,2,1:31.041,91041
853,30,38,6,1:46.725,106725
853,30,39,6,1:28.068,88068
853,30,40,6,1:27.690,87690
853,30,41,6,1:27.599,87599
853,30,42,5,1:27.816,87816
853,30,43,5,1:27.709,87709
853,30,44,5,1:27.799,87799
853,30,45,5,1:27.639,87639
853,30,46,5,1:27.402,87402
853,30,47,5,1:27.663,87663
853,30,48,5,1:27.654,87654
853,30,49,5,1:27.597,87597
853,30,50,5,1:27.587,87587
853,30,51,5,1:27.677,87677
853,30,52,5,1:27.944,87944
853,30,53,5,1:28.431,88431
853,13,1,5,2:02.345,122345
853,13,2,5,2:22.830,142830
853,13,3,5,2:18.003,138003
853,13,4,5,1:31.224,91224
853,13,5,10,1:39.625,99625
853,13,6,9,1:31.793,91793
853,13,7,8,1:31.284,91284
853,13,8,7,1:29.787,89787
853,13,9,7,1:29.750,89750
853,13,10,6,1:29.208,89208
853,13,11,6,1:30.346,90346
853,13,12,6,1:29.228,89228
853,13,13,6,1:29.372,89372
853,13,14,6,1:29.124,89124
853,13,15,6,1:29.277,89277
853,13,16,6,1:29.720,89720
853,13,17,5,1:29.906,89906
853,13,18,4,1:29.361,89361
853,13,19,3,1:29.670,89670
853,13,20,2,1:30.116,90116
853,13,21,3,1:33.483,93483
853,13,22,7,1:47.727,107727
853,13,23,6,1:29.082,89082
853,13,24,6,1:29.011,89011
853,13,25,6,1:28.566,88566
853,13,26,6,1:28.398,88398
853,13,27,6,1:28.341,88341
853,13,28,6,1:28.128,88128
853,13,29,6,1:28.067,88067
853,13,30,6,1:28.429,88429
853,13,31,6,1:28.047,88047
853,13,32,6,1:27.893,87893
853,13,33,6,1:27.814,87814
853,13,34,6,1:28.102,88102
853,13,35,5,1:27.984,87984
853,13,36,5,1:27.770,87770
853,13,37,5,1:27.719,87719
853,13,38,4,1:27.666,87666
853,13,39,4,1:27.815,87815
853,13,40,4,1:27.607,87607
853,13,41,4,1:31.331,91331
853,13,42,6,1:46.434,106434
853,13,43,6,1:27.620,87620
853,13,44,6,1:27.840,87840
853,13,45,6,1:27.591,87591
853,13,46,6,1:27.512,87512
853,13,47,6,1:27.327,87327
853,13,48,6,1:27.193,87193
853,13,49,6,1:27.418,87418
853,13,50,6,1:27.423,87423
853,13,51,6,1:27.402,87402
853,13,52,6,1:27.532,87532
853,13,53,6,1:26.924,86924
853,18,1,6,2:02.823,122823
853,18,2,6,2:22.958,142958
853,18,3,6,2:17.740,137740
853,18,4,7,1:32.470,92470
853,18,5,5,1:31.846,91846
853,18,6,5,1:30.353,90353
853,18,7,5,1:29.833,89833
853,18,8,5,1:29.741,89741
853,18,9,5,1:29.497,89497
853,18,10,5,1:29.040,89040
853,18,11,5,1:29.064,89064
853,18,12,5,1:29.418,89418
853,18,13,5,1:29.912,89912
853,18,14,5,1:29.182,89182
853,18,15,5,1:29.789,89789
853,18,16,3,1:29.684,89684
853,18,17,4,1:32.075,92075
853,18,18,5,1:45.660,105660
853,18,19,4,1:28.628,88628
853,18,20,4,1:28.466,88466
853,18,21,4,1:28.194,88194
853,18,22,3,1:28.354,88354
853,18,23,3,1:28.166,88166
853,18,24,3,1:27.941,87941
853,18,25,3,1:27.689,87689
853,18,26,3,1:27.630,87630
853,18,27,3,1:27.942,87942
853,18,28,3,1:27.600,87600
853,18,29,3,1:28.242,88242
853,18,30,3,1:27.999,87999
853,18,31,3,1:27.540,87540
853,18,32,3,1:27.716,87716
853,18,33,3,1:31.634,91634
853,18,34,5,1:44.973,104973
853,18,35,4,1:28.000,88000
853,18,36,3,1:27.758,87758
853,18,37,3,1:27.602,87602
853,18,38,2,1:27.538,87538
853,18,39,2,1:27.274,87274
853,18,40,2,1:26.993,86993
853,18,41,2,1:26.939,86939
853,18,42,2,1:27.063,87063
853,18,43,2,1:27.462,87462
853,18,44,2,1:26.937,86937
853,18,45,2,1:27.181,87181
853,18,46,2,1:27.115,87115
853,18,47,2,1:26.980,86980
853,18,48,2,1:27.034,87034
853,18,49,2,1:26.956,86956
853,18,50,2,1:26.855,86855
853,18,51,2,1:26.771,86771
853,18,52,2,1:26.207,86207
853,18,53,2,1:27.298,87298
853,17,1,7,2:03.389,123389
853,17,2,7,2:23.389,143389
853,17,3,7,2:16.943,136943
853,17,4,6,1:30.994,90994
853,814,1,8,2:04.067,124067
853,814,2,8,2:23.372,143372
853,814,3,8,2:16.885,136885
853,814,4,9,1:34.002,94002
853,814,5,8,1:34.986,94986
853,814,6,8,1:32.235,92235
853,814,7,9,1:32.165,92165
853,814,8,9,1:31.620,91620
853,814,9,9,1:31.303,91303
853,814,10,9,1:30.774,90774
853,814,11,9,1:30.938,90938
853,814,12,9,1:30.912,90912
853,814,13,13,1:35.204,95204
853,814,14,15,1:48.852,108852
853,814,15,15,1:30.651,90651
853,814,16,14,1:30.368,90368
853,814,17,13,1:30.243,90243
853,814,18,13,1:30.094,90094
853,814,19,12,1:30.322,90322
853,814,20,9,1:29.900,89900
853,814,21,8,1:30.127,90127
853,814,22,8,1:29.813,89813
853,814,23,8,1:30.248,90248
853,814,24,8,1:29.807,89807
853,814,25,8,1:29.672,89672
853,814,26,8,1:29.780,89780
853,814,27,8,1:29.699,89699
853,814,28,8,1:29.620,89620
853,814,29,8,1:29.695,89695
853,814,30,8,1:29.763,89763
853,814,31,10,1:34.411,94411
853,814,32,12,1:49.324,109324
853,814,33,11,1:29.985,89985
853,814,34,11,1:29.610,89610
853,814,35,11,1:29.232,89232
853,814,36,11,1:29.246,89246
853,814,37,11,1:29.449,89449
853,814,38,10,1:29.033,89033
853,814,39,10,1:28.808,88808
853,814,40,10,1:30.436,90436
853,814,41,8,1:29.074,89074
853,814,42,8,1:28.654,88654
853,814,43,8,1:28.778,88778
853,814,44,8,1:28.482,88482
853,814,45,8,1:28.117,88117
853,814,46,8,1:29.085,89085
853,814,47,8,1:28.269,88269
853,814,48,8,1:28.101,88101
853,814,49,8,1:28.096,88096
853,814,50,8,1:28.225,88225
853,814,51,8,1:29.235,89235
853,814,52,8,1:28.054,88054
853,813,1,9,2:05.136,125136
853,813,2,9,2:22.976,142976
853,813,3,9,2:16.381,136381
853,813,4,8,1:32.938,92938
853,813,5,6,1:33.626,93626
853,813,6,6,1:31.631,91631
853,813,7,6,1:31.142,91142
853,813,8,6,1:31.376,91376
853,813,9,6,1:31.047,91047
853,813,10,7,1:31.869,91869
853,813,11,7,1:31.011,91011
853,813,12,7,1:30.959,90959
853,813,13,7,1:30.823,90823
853,813,14,7,1:30.981,90981
853,813,15,7,1:30.810,90810
853,813,16,7,1:31.123,91123
853,813,17,6,1:30.976,90976
853,813,18,7,1:32.100,92100
853,813,19,9,1:37.477,97477
853,813,20,11,1:49.401,109401
853,813,21,10,1:30.632,90632
853,813,22,10,1:30.284,90284
853,813,23,10,1:29.979,89979
853,813,24,11,1:31.531,91531
853,813,25,11,1:30.303,90303
853,813,26,11,1:30.948,90948
853,813,27,11,1:30.254,90254
853,813,28,11,1:29.715,89715
853,813,29,11,1:29.663,89663
853,813,30,12,1:30.425,90425
853,813,31,12,1:29.770,89770
853,813,32,11,1:29.961,89961
853,813,33,10,1:29.832,89832
853,813,34,10,1:29.872,89872
853,813,35,10,1:29.754,89754
853,813,36,10,1:29.729,89729
853,813,37,10,1:33.091,93091
853,813,38,11,1:48.875,108875
853,813,39,11,1:29.907,89907
853,813,40,11,1:29.576,89576
853,813,41,11,1:29.521,89521
853,813,42,11,1:30.407,90407
853,813,43,11,1:30.383,90383
853,813,44,11,1:29.340,89340
853,813,45,11,1:29.785,89785
853,813,46,11,1:29.106,89106
853,813,47,11,1:29.091,89091
853,813,48,11,1:29.224,89224
853,813,49,11,1:29.536,89536
853,813,50,11,1:29.995,89995
853,813,51,11,1:28.934,88934
853,813,52,11,1:29.563,89563
853,815,1,10,2:06.009,126009
853,815,2,10,2:22.894,142894
853,815,3,10,2:16.145,136145
853,815,4,10,1:34.026,94026
853,815,5,7,1:33.944,93944
853,815,6,7,1:32.096,92096
853,815,7,7,1:31.656,91656
853,815,8,8,1:32.210,92210
853,815,9,8,1:30.967,90967
853,815,10,8,1:30.724,90724
853,815,11,8,1:30.698,90698
853,815,12,8,1:30.588,90588
853,815,13,8,1:30.605,90605
853,815,14,8,1:30.457,90457
853,815,15,8,1:30.815,90815
853,815,16,8,1:30.813,90813
853,815,17,8,1:31.640,91640
853,815,18,8,1:31.077,91077
853,815,19,8,1:34.246,94246
853,815,20,7,1:30.274,90274
853,815,21,7,1:30.461,90461
853,815,22,6,1:30.565,90565
853,815,23,7,1:30.981,90981
853,815,24,7,1:30.290,90290
853,815,25,7,1:30.131,90131
853,815,26,7,1:30.091,90091
853,815,27,7,1:30.175,90175
853,815,28,7,1:29.785,89785
853,815,29,7,1:29.403,89403
853,815,30,7,1:29.510,89510
853,815,31,7,1:29.736,89736
853,815,32,7,1:34.022,94022
853,153,1,11,2:06.976,126976
853,153,2,11,2:23.127,143127
853,153,3,11,2:15.400,135400
853,153,4,11,1:33.975,93975
853,153,5,9,1:34.234,94234
853,153,6,10,1:32.744,92744
853,153,7,10,1:31.754,91754
853,153,8,10,1:31.727,91727
853,153,9,10,1:31.215,91215
853,153,10,10,1:30.835,90835
853,153,11,10,1:30.991,90991
853,153,12,10,1:30.704,90704
853,153,13,9,1:31.625,91625
853,153,14,9,1:30.317,90317
853,153,15,9,1:30.380,90380
853,153,16,9,1:30.861,90861
853,153,17,9,1:30.849,90849
853,153,18,9,1:30.528,90528
853,153,19,7,1:31.061,91061
853,153,20,8,1:34.230,94230
853,153,21,9,1:48.592,108592
853,153,22,9,1:29.578,89578
853,153,23,9,1:29.683,89683
853,153,24,9,1:29.355,89355
853,153,25,9,1:29.195,89195
853,153,26,9,1:29.384,89384
853,153,27,9,1:29.550,89550
853,153,28,9,1:29.282,89282
853,153,29,9,1:29.750,89750
853,153,30,9,1:29.510,89510
853,153,31,8,1:29.246,89246
853,153,32,8,1:28.768,88768
853,153,33,7,1:28.755,88755
853,153,34,7,1:29.316,89316
853,153,35,7,1:28.699,88699
853,153,36,7,1:28.544,88544
853,153,37,7,1:28.834,88834
853,153,38,7,1:28.827,88827
853,153,39,7,1:28.617,88617
853,153,40,7,1:28.567,88567
853,153,41,7,1:32.363,92363
853,153,42,7,1:48.215,108215
853,153,43,7,1:28.963,88963
853,153,44,7,1:28.558,88558
853,153,45,7,1:29.765,89765
853,153,46,7,1:28.628,88628
853,153,47,7,1:28.811,88811
853,153,48,7,1:28.488,88488
853,153,49,7,1:28.357,88357
853,153,50,7,1:28.791,88791
853,153,51,7,1:29.089,89089
853,153,52,7,1:29.278,89278
853,5,1,12,2:08.639,128639
853,5,2,12,2:23.656,143656
853,5,3,12,2:13.934,133934
853,5,4,12,1:34.174,94174
853,5,5,11,1:34.276,94276
853,5,6,13,1:34.146,94146
853,5,7,15,1:34.225,94225
853,5,8,15,1:32.103,92103
853,5,9,15,1:32.135,92135
853,5,10,14,1:32.029,92029
853,5,11,14,1:32.043,92043
853,5,12,14,1:31.978,91978
853,5,13,14,1:31.701,91701
853,5,14,13,1:31.820,91820
853,5,15,13,1:32.035,92035
853,5,16,13,1:31.929,91929
853,5,17,12,1:32.213,92213
853,5,18,12,1:31.843,91843
853,5,19,11,1:31.984,91984
853,5,20,10,1:32.905,92905
853,5,21,11,1:36.554,96554
853,5,22,14,1:51.699,111699
853,5,23,14,1:31.735,91735
853,5,24,14,1:31.205,91205
853,5,25,14,1:31.414,91414
853,5,26,14,1:32.120,92120
853,5,27,14,1:31.168,91168
853,5,28,14,1:31.029,91029
853,5,29,14,1:33.014,93014
853,5,30,14,1:30.702,90702
853,5,31,14,1:31.045,91045
853,5,32,14,1:32.363,92363
853,5,33,12,1:31.010,91010
853,5,34,12,1:30.827,90827
853,5,35,12,1:35.405,95405
853,5,36,13,1:50.443,110443
853,5,37,13,1:30.301,90301
853,5,38,13,1:30.583,90583
853,5,39,13,1:30.190,90190
853,5,40,13,1:30.391,90391
853,5,41,13,1:30.326,90326
853,5,42,13,1:30.193,90193
853,5,43,13,1:30.309,90309
853,5,44,13,1:30.159,90159
853,5,45,13,1:29.987,89987
853,5,46,13,1:29.841,89841
853,5,47,13,1:30.229,90229
853,5,48,13,1:30.034,90034
853,5,49,13,1:30.005,90005
853,5,50,13,1:29.639,89639
853,5,51,13,1:33.384,93384
853,15,1,13,2:09.971,129971
853,15,2,13,2:23.425,143425
853,15,3,13,2:12.976,132976
853,15,4,13,1:34.261,94261
853,15,5,17,1:48.894,108894
853,15,6,18,1:59.563,119563
853,15,7,18,1:31.965,91965
853,15,8,18,1:31.628,91628
853,15,9,18,1:31.430,91430
853,15,10,17,1:32.010,92010
853,15,11,17,1:31.482,91482
853,15,12,17,1:31.549,91549
853,15,13,17,1:31.448,91448
853,15,14,17,1:31.498,91498
853,15,15,17,1:31.358,91358
853,15,16,17,1:31.759,91759
853,15,17,17,1:33.017,93017
853,15,18,17,1:31.608,91608
853,15,19,17,1:31.687,91687
853,15,20,17,1:31.911,91911
853,15,21,16,1:31.964,91964
853,15,22,15,1:32.126,92126
853,15,23,15,1:33.536,93536
853,15,24,15,1:38.089,98089
853,15,25,16,1:53.487,113487
853,15,26,16,1:34.075,94075
853,15,27,16,1:31.403,91403
853,15,28,16,1:31.093,91093
853,15,29,16,1:30.908,90908
853,15,30,16,1:30.845,90845
853,15,31,16,1:30.915,90915
853,15,32,16,1:30.951,90951
853,15,33,15,1:32.572,92572
853,15,34,15,1:30.518,90518
853,15,35,15,1:32.402,92402
853,15,36,15,1:30.328,90328
853,15,37,15,1:30.174,90174
853,15,38,15,1:33.388,93388
853,15,39,14,1:30.843,90843
853,15,40,14,1:30.696,90696
853,15,41,14,1:30.622,90622
853,15,42,14,1:31.974,91974
853,15,43,14,1:31.548,91548
853,15,44,14,1:30.483,90483
853,15,45,14,1:31.734,91734
853,15,46,14,1:30.460,90460
853,15,47,14,1:34.179,94179
853,15,48,14,1:30.997,90997
853,15,49,14,1:31.065,91065
853,15,50,14,1:29.825,89825
853,15,51,14,1:31.599,91599
853,10,1,14,2:12.063,132063
853,10,2,14,2:23.100,143100
853,10,3,14,2:11.848,131848
853,10,4,16,1:35.548,95548
853,10,5,16,1:35.753,95753
853,10,6,16,1:33.564,93564
853,10,7,16,1:33.335,93335
853,10,8,16,1:33.031,93031
853,10,9,16,1:32.906,92906
853,10,10,15,1:33.493,93493
853,10,11,15,1:32.997,92997
853,10,12,15,1:32.384,92384
853,10,13,15,1:32.173,92173
853,10,14,14,1:32.502,92502
853,10,15,14,1:33.195,93195
853,10,16,15,1:33.456,93456
853,10,17,14,1:32.885,92885
853,10,18,15,1:33.389,93389
853,10,19,15,1:33.066,93066
853,10,20,16,1:36.831,96831
853,10,21,17,1:54.988,114988
853,10,22,16,1:32.764,92764
853,10,23,16,1:32.320,92320
853,10,24,16,1:34.030,94030
853,10,25,15,1:32.193,92193
853,10,26,15,1:33.228,93228
853,10,27,15,1:31.486,91486
853,10,28,15,1:31.698,91698
853,10,29,15,1:32.030,92030
853,10,30,15,1:31.417,91417
853,10,31,15,1:31.248,91248
853,10,32,15,1:31.665,91665
853,10,33,14,1:31.699,91699
853,10,34,14,1:31.597,91597
853,10,35,14,1:31.440,91440
853,10,36,14,1:31.416,91416
853,10,37,14,1:31.016,91016
853,10,38,14,1:34.146,94146
853,10,39,15,1:51.243,111243
853,10,40,15,1:31.195,91195
853,10,41,15,1:32.717,92717
853,10,42,15,1:32.729,92729
853,10,43,15,1:33.375,93375
853,10,44,15,1:33.306,93306
853,10,45,15,1:32.294,92294
853,10,46,15,1:32.836,92836
853,10,47,15,1:32.464,92464
853,10,48,15,1:31.445,91445
853,10,49,15,1:31.347,91347
853,10,50,15,1:33.211,93211
853,10,51,15,1:30.783,90783
853,811,1,15,2:12.526,132526
853,811,2,17,2:25.020,145020
853,811,3,18,2:11.944,131944
853,811,4,18,1:35.013,95013
853,811,5,15,1:33.081,93081
853,811,6,15,1:31.754,91754
853,811,7,13,1:31.269,91269
853,811,8,13,1:31.165,91165
853,811,9,13,1:31.416,91416
853,811,10,13,1:30.965,90965
853,811,11,13,1:31.139,91139
853,811,12,13,1:31.240,91240
853,811,13,12,1:31.166,91166
853,811,14,12,1:31.025,91025
853,811,15,12,1:30.835,90835
853,811,16,11,1:30.516,90516
853,811,17,11,1:30.879,90879
853,811,18,10,1:32.863,92863
853,811,19,10,1:34.187,94187
853,811,20,13,1:50.362,110362
853,811,21,13,1:29.624,89624
853,811,22,12,1:29.517,89517
853,811,23,12,1:29.719,89719
853,811,24,12,1:29.737,89737
853,811,25,12,1:29.796,89796
853,811,26,12,1:32.628,92628
853,811,27,12,1:29.185,89185
853,811,28,12,1:29.478,89478
853,811,29,12,1:29.366,89366
853,811,30,11,1:29.234,89234
853,811,31,11,1:29.174,89174
853,811,32,10,1:29.292,89292
853,811,33,9,1:29.235,89235
853,811,34,9,1:29.632,89632
853,811,35,9,1:28.778,88778
853,811,36,9,1:29.260,89260
853,811,37,9,1:28.931,88931
853,811,38,9,1:29.602,89602
853,811,39,9,1:29.269,89269
853,811,40,9,1:32.736,92736
853,811,41,10,1:47.580,107580
853,811,42,10,1:27.894,87894
853,811,43,10,1:28.625,88625
853,811,44,10,1:29.544,89544
853,811,45,10,1:28.673,88673
853,811,46,10,1:28.622,88622
853,811,47,9,1:29.202,89202
853,811,48,9,1:28.257,88257
853,811,49,9,1:27.473,87473
853,811,50,9,1:27.443,87443
853,811,51,9,1:26.895,86895
853,811,52,9,1:26.921,86921
853,67,1,16,2:13.341,133341
853,67,2,15,2:22.601,142601
853,67,3,15,2:12.192,132192
853,67,4,14,1:33.194,93194
853,67,5,13,1:34.682,94682
853,67,6,12,1:32.235,92235
853,67,7,12,1:31.652,91652
853,67,8,12,1:31.489,91489
853,67,9,12,1:31.120,91120
853,67,10,12,1:31.198,91198
853,67,11,12,1:31.142,91142
853,67,12,12,1:31.129,91129
853,67,13,11,1:31.360,91360
853,67,14,11,1:30.975,90975
853,67,15,11,1:30.933,90933
853,67,16,12,1:36.010,96010
853,67,17,15,1:50.907,110907
853,67,18,14,1:29.786,89786
853,67,19,13,1:30.589,90589
853,67,20,12,1:30.091,90091
853,67,21,12,1:29.700,89700
853,67,22,11,1:29.454,89454
853,67,23,11,1:29.370,89370
853,67,24,10,1:30.008,90008
853,67,25,10,1:29.473,89473
853,67,26,10,1:29.263,89263
853,67,27,10,1:29.579,89579
853,67,28,10,1:29.208,89208
853,67,29,10,1:29.213,89213
853,67,30,10,1:29.261,89261
853,67,31,9,1:29.212,89212
853,67,32,9,1:29.201,89201
853,67,33,8,1:28.937,88937
853,67,34,8,1:29.054,89054
853,67,35,8,1:29.103,89103
853,67,36,8,1:29.150,89150
853,67,37,8,1:29.236,89236
853,67,38,8,1:29.253,89253
853,67,39,8,1:29.843,89843
853,67,40,8,1:34.305,94305
853,67,41,9,1:50.034,110034
853,67,42,9,1:28.867,88867
853,67,43,9,1:28.919,88919
853,67,44,9,1:29.511,89511
853,67,45,9,1:28.585,88585
853,67,46,9,1:28.798,88798
853,67,47,10,1:30.378,90378
853,67,48,10,1:29.480,89480
853,67,49,10,1:30.012,90012
853,67,50,10,1:30.183,90183
853,67,51,10,1:28.202,88202
853,67,52,10,1:28.677,88677
853,16,1,17,2:13.924,133924
853,16,2,16,2:22.434,142434
853,16,3,16,2:12.186,132186
853,16,4,17,1:34.495,94495
853,16,5,14,1:33.738,93738
853,16,6,14,1:32.408,92408
853,16,7,14,1:33.197,93197
853,16,8,14,1:31.455,91455
853,16,9,14,1:31.485,91485
853,155,1,18,2:16.945,136945
853,155,2,18,2:20.751,140751
853,155,3,17,2:11.358,131358
853,155,4,15,1:33.098,93098
853,155,5,12,1:32.725,92725
853,155,6,11,1:32.225,92225
853,155,7,11,1:32.231,92231
853,155,8,11,1:31.169,91169
853,155,9,11,1:31.325,91325
853,155,10,11,1:31.226,91226
853,155,11,11,1:31.054,91054
853,155,12,11,1:30.941,90941
853,155,13,10,1:31.292,91292
853,155,14,10,1:31.028,91028
853,155,15,10,1:30.939,90939
853,155,16,10,1:30.894,90894
853,155,17,10,1:31.465,91465
853,155,18,11,1:36.166,96166
853,155,19,14,1:50.394,110394
853,155,20,14,1:32.102,92102
853,155,21,14,1:30.000,90000
853,816,1,19,2:50.977,170977
853,22,1,20,3:18.272,198272
853,22,2,19,2:16.558,136558
853,22,3,19,1:34.157,94157
853,22,4,19,1:32.874,92874
853,22,5,18,1:33.618,93618
853,22,6,17,1:32.239,92239
853,22,7,17,1:32.074,92074
853,22,8,17,1:32.126,92126
853,22,9,17,1:32.495,92495
853,22,10,16,1:32.624,92624
853,22,11,16,1:32.407,92407
853,22,12,16,1:31.898,91898
853,22,13,16,1:31.944,91944
853,22,14,16,1:31.730,91730
853,22,15,16,1:31.483,91483
853,22,16,16,1:31.506,91506
853,22,17,16,1:31.652,91652
853,22,18,16,1:31.812,91812
853,22,19,16,1:31.641,91641
853,22,20,15,1:31.694,91694
853,22,21,15,1:31.653,91653
853,22,22,13,1:31.482,91482
853,22,23,13,1:31.721,91721
853,22,24,13,1:31.432,91432
