Time                   ,Driver ,DriverNumber ,LapTime                ,LapNumber ,Stint ,PitOutTime             ,PitInTime              ,Sector1Time            ,Sector2Time            ,Sector3Time            ,Sector1SessionTime     ,Sector2SessionTime     ,Sector3SessionTime     ,SpeedI1 ,SpeedI2 ,SpeedFL ,SpeedST ,IsPersonalBest ,Compound  ,TyreLife ,FreshTyre ,Team              ,LapStartTime           ,LapStartDate            ,TrackStatus ,Position ,Deleted ,DeletedReason                      ,FastF1Generated ,IsAccurate ,LapTimeSeconds ,AirTemp ,Humidity ,Pressure ,Rainfall ,TrackTemp ,WindDirection ,WindSpeed ,EventName                ,Year
0 days 00:35:17.581000 ,RAI    ,           7 ,0 days 00:01:39.389000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:39.399000 ,0 days 00:00:33.028000 ,                       ,0 days 00:34:44.906000 ,0 days 00:35:17.712000 ,  218.0 ,  183.0 ,  204.0 ,  309.0 ,False          ,ULTRASOFT ,     4.0 ,False     ,Ferrari           ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     1.0 ,False   ,                                   ,False           ,False      ,        99.389 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:19.501000 ,HAM    ,          44 ,0 days 00:01:41.297000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:39.875000 ,0 days 00:00:33.637000 ,                       ,0 days 00:34:45.913000 ,0 days 00:35:19.602000 ,  212.0 ,  183.0 ,  203.0 ,  310.0 ,False          ,SUPERSOFT ,     6.0 ,False     ,Mercedes          ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     2.0 ,False   ,                                   ,False           ,False      ,       101.297 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:20.723000 ,BOT    ,          77 ,0 days 00:01:42.538000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:40.075000 ,0 days 00:00:34.187000 ,                       ,0 days 00:34:46.561000 ,0 days 00:35:21.013000 ,  208.0 ,  181.0 ,  203.0 ,  319.0 ,False          ,SUPERSOFT ,     4.0 ,False     ,Mercedes          ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     3.0 ,False   ,                                   ,False           ,False      ,       102.538 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:21.920000 ,RIC    ,           3 ,0 days 00:01:43.674000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:40.975000 ,0 days 00:00:33.959000 ,                       ,0 days 00:34:47.979000 ,0 days 00:35:21.995000 ,  208.0 ,  183.0 ,  200.0 ,  317.0 ,False          ,SUPERSOFT ,     4.0 ,False     ,Red Bull Racing   ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     4.0 ,False   ,                                   ,False           ,False      ,       103.674 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:23.570000 ,HUL    ,          27 ,0 days 00:01:45.337000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:41.139000 ,0 days 00:00:34.728000 ,                       ,0 days 00:34:49.099000 ,0 days 00:35:23.650000 ,  203.0 ,  180.0 ,  203.0 ,  316.0 ,False          ,ULTRASOFT ,     4.0 ,False     ,Renault           ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     5.0 ,False   ,                                   ,False           ,False      ,       105.337 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:24.350000 ,SAI    ,          55 ,0 days 00:01:46.134000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:40.839000 ,0 days 00:00:35.267000 ,                       ,0 days 00:34:49.601000 ,0 days 00:35:24.447000 ,  202.0 ,  180.0 ,  206.0 ,  328.0 ,False          ,SUPERSOFT ,     1.0 ,False     ,Renault           ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     6.0 ,False   ,                                   ,False           ,False      ,       106.134 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:25.445000 ,OCO    ,          31 ,0 days 00:01:47.251000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:42.149000 ,0 days 00:00:34.930000 ,                       ,0 days 00:34:50.680000 ,0 days 00:35:25.588000 ,  186.0 ,  178.0 ,  201.0 ,  320.0 ,False          ,ULTRASOFT ,     4.0 ,False     ,Racing Point      ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     7.0 ,False   ,                                   ,False           ,False      ,       107.251 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:26.788000 ,PER    ,          11 ,0 days 00:01:48.598000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:42.409000 ,0 days 00:00:35.245000 ,                       ,0 days 00:34:51.543000 ,0 days 00:35:26.903000 ,  179.0 ,  178.0 ,  202.0 ,  323.0 ,False          ,ULTRASOFT ,     4.0 ,False     ,Racing Point      ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     8.0 ,False   ,                                   ,False           ,False      ,       108.598 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:27.870000 ,VER    ,          33 ,0 days 00:01:49.681000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:42.561000 ,0 days 00:00:35.050000 ,                       ,0 days 00:34:52.852000 ,0 days 00:35:28.004000 ,  178.0 ,  179.0 ,  200.0 ,  312.0 ,False          ,SOFT      ,     1.0 ,True      ,Red Bull Racing   ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,     9.0 ,False   ,                                   ,False           ,False      ,       109.681 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:28.081000 ,MAG    ,          20 ,0 days 00:01:49.847000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:42.750000 ,0 days 00:00:35.851000 ,                       ,0 days 00:34:52.265000 ,0 days 00:35:28.168000 ,  191.0 ,  174.0 ,  205.0 ,  291.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Haas F1 Team      ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    10.0 ,False   ,                                   ,False           ,False      ,       109.847 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:29.043000 ,SIR    ,          35 ,0 days 00:01:50.827000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:43.383000 ,0 days 00:00:35.741000 ,                       ,0 days 00:34:53.340000 ,0 days 00:35:29.151000 ,  186.0 ,  180.0 ,  201.0 ,  325.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Williams          ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    11.0 ,False   ,                                   ,False           ,False      ,       110.827 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:29.737000 ,HAR    ,          28 ,0 days 00:01:51.551000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:42.682000 ,0 days 00:00:35.701000 ,                       ,0 days 00:34:54.121000 ,0 days 00:35:29.885000 ,  186.0 ,  169.0 ,  202.0 ,  316.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Toro Rosso        ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    12.0 ,False   ,                                   ,False           ,False      ,       111.551 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:30.431000 ,VAN    ,           2 ,0 days 00:01:52.198000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:43.301000 ,0 days 00:00:36.430000 ,                       ,0 days 00:34:54.046000 ,0 days 00:35:30.526000 ,  184.0 ,  183.0 ,  202.0 ,  304.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,McLaren           ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    13.0 ,False   ,                                   ,False           ,False      ,       112.198 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:31.035000 ,GAS    ,          10 ,0 days 00:01:52.851000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:43.282000 ,0 days 00:00:36.885000 ,                       ,0 days 00:34:54.292000 ,0 days 00:35:31.152000 ,  177.0 ,  169.0 ,  200.0 ,  318.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Toro Rosso        ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    14.0 ,False   ,                                   ,False           ,False      ,       112.851 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:31.489000 ,VET    ,           5 ,0 days 00:01:53.297000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:40.672000 ,0 days 00:00:43.516000 ,                       ,0 days 00:34:48.041000 ,0 days 00:35:31.602000 ,  205.0 ,  185.0 ,  208.0 ,  315.0 ,False          ,SUPERSOFT ,     4.0 ,False     ,Ferrari           ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    15.0 ,False   ,                                   ,False           ,False      ,       113.297 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:32.335000 ,ERI    ,           9 ,0 days 00:01:54.132000 ,      1.0 ,  1.0 ,                       ,                       ,                       ,0 days 00:00:45.539000 ,0 days 00:00:35.772000 ,                       ,0 days 00:34:56.606000 ,0 days 00:35:32.448000 ,  172.0 ,  146.0 ,  205.0 ,  301.0 ,False          ,SOFT      ,     1.0 ,True      ,Sauber            ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    16.0 ,False   ,                                   ,False           ,False      ,       114.132 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:34.971000 ,LEC    ,          16 ,0 days 00:01:56.749000 ,      1.0 ,  1.0 ,                       ,0 days 00:35:34.839000 ,                       ,0 days 00:00:49.093000 ,0 days 00:00:37.181000 ,                       ,0 days 00:34:57.792000 ,0 days 00:35:35.088000 ,  185.0 ,  163.0 ,        ,  316.0 ,False          ,ULTRASOFT ,     4.0 ,False     ,Sauber            ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    17.0 ,False   ,                                   ,False           ,False      ,       116.749 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:35.870000 ,STR    ,          18 ,0 days 00:01:57.648000 ,      1.0 ,  1.0 ,                       ,0 days 00:35:35.048000 ,                       ,0 days 00:00:42.847000 ,0 days 00:00:37.659000 ,                       ,0 days 00:34:58.213000 ,0 days 00:35:35.964000 ,  191.0 ,  162.0 ,        ,  308.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,Williams          ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    18.0 ,False   ,                                   ,False           ,False      ,       117.648 ,   21.2 ,    38.6 ,  1006.5 ,False    ,     29.3 ,          108 ,      2.5 ,United States Grand Prix ,2018
0 days 00:35:48.057000 ,GRO    ,           8 ,0 days 00:02:09.819000 ,      1.0 ,  1.0 ,                       ,0 days 00:35:46.996000 ,                       ,0 days 00:00:44.105000 ,0 days 00:00:54.922000 ,                       ,0 days 00:34:53.135000 ,0 days 00:35:48.106000 ,  177.0 ,  127.0 ,        ,  285.0 ,False          ,ULTRASOFT ,     4.0 ,False     ,Haas F1 Team      ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    19.0 ,False   ,                                   ,False           ,False      ,       129.819 ,   21.1 ,    38.6 ,  1006.5 ,False    ,     29.5 ,           89 ,      1.9 ,United States Grand Prix ,2018
0 days 00:35:52.052000 ,ALO    ,          14 ,0 days 00:02:13.811000 ,      1.0 ,  1.0 ,                       ,0 days 00:35:50.996000 ,                       ,0 days 00:00:44.635000 ,0 days 00:00:36.370000 ,                       ,0 days 00:35:15.682000 ,0 days 00:35:52.080000 ,  159.0 ,  172.0 ,        ,  268.0 ,False          ,SUPERSOFT ,     1.0 ,True      ,McLaren           ,0 days 00:33:38.006000 ,2018-10-21 18:13:38.071 ,         12 ,    20.0 ,False   ,                                   ,False           ,False      ,       133.811 ,   21.1 ,    38.6 ,  1006.5 ,False    ,     29.5 ,           89 ,      1.9 ,United States Grand Prix ,2018
0 days 00:36:57.949000 ,RAI    ,           7 ,0 days 00:01:40.368000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:26.779000 ,0 days 00:00:40.066000 ,0 days 00:00:33.523000 ,0 days 00:35:44.360000 ,0 days 00:36:24.426000 ,0 days 00:36:57.949000 ,        ,  180.0 ,  201.0 ,  304.0 ,True           ,ULTRASOFT ,     5.0 ,False     ,Ferrari           ,0 days 00:35:17.581000 ,2018-10-21 18:15:17.646 ,          1 ,     1.0 ,False   ,                                   ,False           ,True       ,       100.368 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:00.306000 ,HAM    ,          44 ,0 days 00:01:40.805000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:26.964000 ,0 days 00:00:40.085000 ,0 days 00:00:33.756000 ,0 days 00:35:46.465000 ,0 days 00:36:26.550000 ,0 days 00:37:00.306000 ,  215.0 ,  176.0 ,  203.0 ,  305.0 ,True           ,SUPERSOFT ,     7.0 ,False     ,Mercedes          ,0 days 00:35:19.501000 ,2018-10-21 18:15:19.566 ,          1 ,     2.0 ,False   ,                                   ,False           ,True       ,       100.805 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:02.665000 ,BOT    ,          77 ,0 days 00:01:41.942000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.288000 ,0 days 00:00:40.433000 ,0 days 00:00:34.221000 ,0 days 00:35:48.011000 ,0 days 00:36:28.444000 ,0 days 00:37:02.665000 ,  215.0 ,  177.0 ,  201.0 ,  307.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Mercedes          ,0 days 00:35:20.723000 ,2018-10-21 18:15:20.788 ,          1 ,     3.0 ,False   ,                                   ,False           ,True       ,       101.942 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:03.603000 ,RIC    ,           3 ,0 days 00:01:41.683000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.291000 ,0 days 00:00:40.621000 ,0 days 00:00:33.771000 ,0 days 00:35:49.211000 ,0 days 00:36:29.832000 ,0 days 00:37:03.603000 ,  217.0 ,  180.0 ,  203.0 ,  294.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Red Bull Racing   ,0 days 00:35:21.920000 ,2018-10-21 18:15:21.985 ,          1 ,     4.0 ,False   ,                                   ,False           ,True       ,       101.683 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:05.990000 ,HUL    ,          27 ,0 days 00:01:42.420000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.626000 ,0 days 00:00:40.569000 ,0 days 00:00:34.225000 ,0 days 00:35:51.196000 ,0 days 00:36:31.765000 ,0 days 00:37:05.990000 ,  207.0 ,  178.0 ,  204.0 ,  307.0 ,True           ,ULTRASOFT ,     5.0 ,False     ,Renault           ,0 days 00:35:23.570000 ,2018-10-21 18:15:23.635 ,          1 ,     5.0 ,False   ,                                   ,False           ,True       ,       102.42  ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:06.795000 ,SAI    ,          55 ,0 days 00:01:42.445000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.680000 ,0 days 00:00:40.448000 ,0 days 00:00:34.317000 ,0 days 00:35:52.030000 ,0 days 00:36:32.478000 ,0 days 00:37:06.795000 ,  203.0 ,  178.0 ,  205.0 ,  312.0 ,True           ,SUPERSOFT ,     2.0 ,False     ,Renault           ,0 days 00:35:24.350000 ,2018-10-21 18:15:24.415 ,          1 ,     6.0 ,False   ,                                   ,False           ,True       ,       102.445 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:08.752000 ,OCO    ,          31 ,0 days 00:01:43.307000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.803000 ,0 days 00:00:40.966000 ,0 days 00:00:34.538000 ,0 days 00:35:53.248000 ,0 days 00:36:34.214000 ,0 days 00:37:08.752000 ,  209.0 ,  181.0 ,  201.0 ,  314.0 ,True           ,ULTRASOFT ,     5.0 ,False     ,Racing Point      ,0 days 00:35:25.445000 ,2018-10-21 18:15:25.510 ,          1 ,     7.0 ,False   ,                                   ,False           ,True       ,       103.307 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:10.403000 ,PER    ,          11 ,0 days 00:01:43.615000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.946000 ,0 days 00:00:40.818000 ,0 days 00:00:34.851000 ,0 days 00:35:54.734000 ,0 days 00:36:35.552000 ,0 days 00:37:10.403000 ,  202.0 ,  177.0 ,  201.0 ,  317.0 ,True           ,ULTRASOFT ,     5.0 ,False     ,Racing Point      ,0 days 00:35:26.788000 ,2018-10-21 18:15:26.853 ,          1 ,     8.0 ,False   ,                                   ,False           ,True       ,       103.615 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:10.914000 ,VER    ,          33 ,0 days 00:01:43.044000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.392000 ,0 days 00:00:40.884000 ,0 days 00:00:34.768000 ,0 days 00:35:55.262000 ,0 days 00:36:36.146000 ,0 days 00:37:10.914000 ,  215.0 ,  180.0 ,  201.0 ,  306.0 ,True           ,SOFT      ,     2.0 ,True      ,Red Bull Racing   ,0 days 00:35:27.870000 ,2018-10-21 18:15:27.935 ,          1 ,     9.0 ,False   ,                                   ,False           ,True       ,       103.044 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:12.354000 ,MAG    ,          20 ,0 days 00:01:44.273000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:28.535000 ,0 days 00:00:40.979000 ,0 days 00:00:34.759000 ,0 days 00:35:56.616000 ,0 days 00:36:37.595000 ,0 days 00:37:12.354000 ,  208.0 ,  178.0 ,  200.0 ,  309.0 ,True           ,SUPERSOFT ,     2.0 ,True      ,Haas F1 Team      ,0 days 00:35:28.081000 ,2018-10-21 18:15:28.146 ,          1 ,    10.0 ,False   ,                                   ,False           ,True       ,       104.273 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:13.852000 ,SIR    ,          35 ,0 days 00:01:44.809000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:28.403000 ,0 days 00:00:41.255000 ,0 days 00:00:35.151000 ,0 days 00:35:57.446000 ,0 days 00:36:38.701000 ,0 days 00:37:13.852000 ,  201.0 ,  179.0 ,  200.0 ,  305.0 ,True           ,SUPERSOFT ,     2.0 ,True      ,Williams          ,0 days 00:35:29.043000 ,2018-10-21 18:15:29.108 ,          1 ,    11.0 ,False   ,                                   ,False           ,True       ,       104.809 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:14.135000 ,HAR    ,          28 ,0 days 00:01:44.398000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:28.123000 ,0 days 00:00:41.357000 ,0 days 00:00:34.918000 ,0 days 00:35:57.860000 ,0 days 00:36:39.217000 ,0 days 00:37:14.135000 ,  194.0 ,  173.0 ,  204.0 ,  306.0 ,True           ,SUPERSOFT ,     2.0 ,True      ,Toro Rosso        ,0 days 00:35:29.737000 ,2018-10-21 18:15:29.802 ,          1 ,    12.0 ,False   ,                                   ,False           ,True       ,       104.398 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:14.712000 ,VET    ,           5 ,0 days 00:01:43.223000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.780000 ,0 days 00:00:40.755000 ,0 days 00:00:34.688000 ,0 days 00:35:59.269000 ,0 days 00:36:40.024000 ,0 days 00:37:14.712000 ,        ,  180.0 ,  207.0 ,  324.0 ,True           ,SUPERSOFT ,     5.0 ,False     ,Ferrari           ,0 days 00:35:31.489000 ,2018-10-21 18:15:31.554 ,          1 ,    13.0 ,False   ,                                   ,False           ,True       ,       103.223 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:15.881000 ,VAN    ,           2 ,0 days 00:01:45.450000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:28.262000 ,0 days 00:00:41.792000 ,0 days 00:00:35.396000 ,0 days 00:35:58.693000 ,0 days 00:36:40.485000 ,0 days 00:37:15.881000 ,  193.0 ,  170.0 ,  202.0 ,  301.0 ,True           ,SUPERSOFT ,     2.0 ,True      ,McLaren           ,0 days 00:35:30.431000 ,2018-10-21 18:15:30.496 ,          1 ,    14.0 ,False   ,                                   ,False           ,True       ,       105.45  ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:16.544000 ,GAS    ,          10 ,0 days 00:01:45.509000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:28.895000 ,0 days 00:00:41.218000 ,0 days 00:00:35.396000 ,0 days 00:35:59.930000 ,0 days 00:36:41.148000 ,0 days 00:37:16.544000 ,  194.0 ,  174.0 ,  199.0 ,  309.0 ,True           ,SUPERSOFT ,     2.0 ,True      ,Toro Rosso        ,0 days 00:35:31.035000 ,2018-10-21 18:15:31.100 ,          1 ,    15.0 ,False   ,                                   ,False           ,True       ,       105.509 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:17.367000 ,ERI    ,           9 ,0 days 00:01:45.032000 ,      2.0 ,  1.0 ,                       ,                       ,0 days 00:00:28.261000 ,0 days 00:00:41.482000 ,0 days 00:00:35.289000 ,0 days 00:36:00.596000 ,0 days 00:36:42.078000 ,0 days 00:37:17.367000 ,  194.0 ,  167.0 ,  202.0 ,  295.0 ,True           ,SOFT      ,     2.0 ,True      ,Sauber            ,0 days 00:35:32.335000 ,2018-10-21 18:15:32.400 ,          1 ,    16.0 ,False   ,                                   ,False           ,True       ,       105.032 ,   21.1 ,    39.7 ,  1006.5 ,False    ,     29.7 ,           87 ,      2.8 ,United States Grand Prix ,2018
0 days 00:37:48.072000 ,LEC    ,          16 ,0 days 00:02:13.101000 ,      2.0 ,  1.0 ,0 days 00:36:08.872000 ,                       ,0 days 00:00:58.578000 ,0 days 00:00:40.674000 ,0 days 00:00:33.849000 ,0 days 00:36:33.549000 ,0 days 00:37:14.223000 ,0 days 00:37:48.072000 ,  212.0 ,  182.0 ,  200.0 ,  302.0 ,False          ,ULTRASOFT ,     5.0 ,False     ,Sauber            ,0 days 00:35:34.971000 ,2018-10-21 18:15:35.036 ,          1 ,    17.0 ,False   ,                                   ,False           ,False      ,       133.101 ,   21.0 ,    40.2 ,  1006.4 ,False    ,     29.7 ,          121 ,      3.3 ,United States Grand Prix ,2018
0 days 00:37:54.830000 ,STR    ,          18 ,0 days 00:02:18.960000 ,      2.0 ,  1.0 ,0 days 00:36:16.071000 ,                       ,0 days 00:01:04.425000 ,0 days 00:00:40.563000 ,0 days 00:00:33.972000 ,0 days 00:36:40.295000 ,0 days 00:37:20.858000 ,0 days 00:37:54.830000 ,  207.0 ,  179.0 ,  202.0 ,  292.0 ,False          ,SUPERSOFT ,     2.0 ,True      ,Williams          ,0 days 00:35:35.870000 ,2018-10-21 18:15:35.935 ,          1 ,    18.0 ,False   ,                                   ,False           ,False      ,       138.96  ,   21.0 ,    40.2 ,  1006.4 ,False    ,     29.7 ,          121 ,      3.3 ,United States Grand Prix ,2018
0 days 00:38:17.263000 ,GRO    ,           8 ,0 days 00:02:29.206000 ,      2.0 ,  1.0 ,0 days 00:36:22.157000 ,0 days 00:38:16.336000 ,0 days 00:01:02.323000 ,0 days 00:00:46.675000 ,0 days 00:00:40.208000 ,0 days 00:36:50.380000 ,0 days 00:37:37.055000 ,0 days 00:38:17.263000 ,  152.0 ,  160.0 ,        ,  248.0 ,False          ,ULTRASOFT ,     5.0 ,False     ,Haas F1 Team      ,0 days 00:35:48.057000 ,2018-10-21 18:15:48.122 ,         12 ,    19.0 ,False   ,                                   ,False           ,False      ,       149.206 ,   21.0 ,    40.2 ,  1006.4 ,False    ,     29.7 ,          121 ,      3.3 ,United States Grand Prix ,2018
0 days 00:38:38.341000 ,RAI    ,           7 ,0 days 00:01:40.392000 ,      3.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.058000 ,0 days 00:00:40.001000 ,0 days 00:00:33.333000 ,0 days 00:37:25.007000 ,0 days 00:38:05.008000 ,0 days 00:38:38.341000 ,        ,  184.0 ,  204.0 ,  304.0 ,False          ,ULTRASOFT ,     6.0 ,False     ,Ferrari           ,0 days 00:36:57.949000 ,2018-10-21 18:16:58.014 ,         12 ,     1.0 ,False   ,                                   ,False           ,True       ,       100.392 ,   21.0 ,    40.2 ,  1006.4 ,False    ,     29.7 ,          121 ,      3.3 ,United States Grand Prix ,2018
0 days 00:38:40.608000 ,HAM    ,          44 ,0 days 00:01:40.302000 ,      3.0 ,  1.0 ,                       ,                       ,0 days 00:00:27.064000 ,0 days 00:00:39.730000 ,0 days 00:00:33.508000 ,0 days 00:37:27.370000 ,0 days 00:38:07.100000 ,0 days 00:38:40.608000 ,        ,  181.0 ,  200.0 ,  304.0 ,True           ,SUPERSOFT ,     8.0 ,False     ,Mercedes          ,0 days 00:37:00.306000 ,2018-10-21 18:17:00.371 ,         12 ,     2.0 ,False   ,                                   ,False           ,True       ,       100.302 ,   21.2 ,    39.5 ,  1006.4 ,False    ,     29.7 ,           86 ,      2.4 ,United States Grand Prix ,2018
